lot_number,name,lot_number_extracted,building_number, price , price_per_sqm , deposit ,applications,status,auction_end,unit_floor,building_floors,total_area,rooms,completion_term,handover_status,living_area,kitchen_area,auxiliary_area,views,url
24540984,46A/7/45,46A,7," 772,156,000.00 "," 10,900,000.00 "," 38,607,800.00 ",0,On sale,24.07.2026 09:00,9,9,70.84,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.59,0,10.25,1,https://e-auksion.uz/lot-view?lot_id=24540984
24540991,46A/8/48,46A,8," 973,261,000.00 "," 10,900,000.00 "," 48,663,050.00 ",0,On sale,24.07.2026 09:00,9,9,89.29,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,72.78,0,16.51,2,https://e-auksion.uz/lot-view?lot_id=24540991
24540917,45D/3/11,45D,3," 904,918,000.00 "," 10,900,000.00 "," 45,245,900.00 ",0,On sale,24.07.2026 09:00,2,12,83.02,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,0,https://e-auksion.uz/lot-view?lot_id=24540917
24540925,45D/8/12,45D,8," 1,018,278,000.00 "," 10,900,000.00 "," 50,913,900.00 ",0,On sale,24.07.2026 09:00,2,9,93.42,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,0,https://e-auksion.uz/lot-view?lot_id=24540925
24540941,45D/10/1,45D,1," 739,892,000.00 "," 10,900,000.00 "," 36,994,600.00 ",0,On sale,24.07.2026 09:00,2,9,67.88,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,2,https://e-auksion.uz/lot-view?lot_id=24540941
24540950,43F/5/42,43F,5," 1,006,974,000.00 "," 12,900,000.00 "," 50,348,700.00 ",0,On sale,24.07.2026 09:00,9,12,78.06,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.43,0,17.63,0,https://e-auksion.uz/lot-view?lot_id=24540950
24540963,43F/5/48,43F,5," 1,068,636,000.00 "," 12,900,000.00 "," 53,431,800.00 ",0,On sale,24.07.2026 09:00,10,12,82.84,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,61.63,0,21.21,0,https://e-auksion.uz/lot-view?lot_id=24540963
24540970,43F/8/39,43F,8," 1,021,035,000.00 "," 12,900,000.00 "," 51,051,750.00 ",0,On sale,24.07.2026 09:00,7,7,79.15,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,51.46,8.52,27.69,0,https://e-auksion.uz/lot-view?lot_id=24540970
24540980,44A/2/29,44A,2," 872,981,000.00 "," 10,900,000.00 "," 43,649,050.00 ",0,On sale,24.07.2026 09:00,5,9,80.09,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.7,0,16.39,0,https://e-auksion.uz/lot-view?lot_id=24540980
24541002,44A/2/22,44A,2," 768,450,000.00 "," 10,900,000.00 "," 38,422,500.00 ",0,On sale,24.07.2026 09:00,4,9,70.5,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.94,0,9.56,1,https://e-auksion.uz/lot-view?lot_id=24541002
24541010,44A/2/39,44A,2," 768,232,000.00 "," 10,900,000.00 "," 38,411,600.00 ",0,On sale,24.07.2026 09:00,7,9,70.48,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.7,0,9.78,0,https://e-auksion.uz/lot-view?lot_id=24541010
24541019,44A/6/48,44A,6," 964,977,000.00 "," 10,900,000.00 "," 48,248,850.00 ",0,On sale,24.07.2026 09:00,8,9,88.53,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,70.42,0,18.11,0,https://e-auksion.uz/lot-view?lot_id=24541019
24541029,44A/6/43,44A,6," 965,413,000.00 "," 10,900,000.00 "," 48,270,650.00 ",0,On sale,24.07.2026 09:00,8,9,88.57,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,70.46,0,18.11,0,https://e-auksion.uz/lot-view?lot_id=24541029
24541042,44A/6/22,44A,6," 768,450,000.00 "," 10,900,000.00 "," 38,422,500.00 ",0,On sale,24.07.2026 09:00,4,9,70.5,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.94,0,9.56,0,https://e-auksion.uz/lot-view?lot_id=24541042
24541047,44A/6/39,44A,6," 768,886,000.00 "," 10,900,000.00 "," 38,444,300.00 ",0,On sale,24.07.2026 09:00,7,9,70.54,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.76,0,9.78,0,https://e-auksion.uz/lot-view?lot_id=24541047
24541001,44A/2/47,44A,2," 872,981,000.00 "," 10,900,000.00 "," 43,649,050.00 ",0,On sale,24.07.2026 09:00,8,9,80.09,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.7,0,16.39,0,https://e-auksion.uz/lot-view?lot_id=24541001
24541009,44A/2/21,44A,2," 768,232,000.00 "," 10,900,000.00 "," 38,411,600.00 ",0,On sale,24.07.2026 09:00,4,9,70.48,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.7,0,9.78,2,https://e-auksion.uz/lot-view?lot_id=24541009
24541013,44A/2/51,44A,2," 768,232,000.00 "," 10,900,000.00 "," 38,411,600.00 ",0,On sale,24.07.2026 09:00,9,9,70.48,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.7,0,9.78,0,https://e-auksion.uz/lot-view?lot_id=24541013
24541020,44A/6/54,44A,6," 964,977,000.00 "," 10,900,000.00 "," 48,248,850.00 ",0,On sale,24.07.2026 09:00,9,9,88.53,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,70.42,0,18.11,0,https://e-auksion.uz/lot-view?lot_id=24541020
24541035,44A/6/53,44A,6," 872,981,000.00 "," 10,900,000.00 "," 43,649,050.00 ",0,On sale,24.07.2026 09:00,9,9,80.09,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.7,0,16.39,0,https://e-auksion.uz/lot-view?lot_id=24541035
24540975,46A/7/39,46A,7," 772,156,000.00 "," 10,900,000.00 "," 38,607,800.00 ",0,On sale,24.07.2026 09:00,8,9,70.84,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.59,0,10.25,0,https://e-auksion.uz/lot-view?lot_id=24540975
24540987,46A/8/33,46A,8," 772,156,000.00 "," 10,900,000.00 "," 38,607,800.00 ",0,On sale,24.07.2026 09:00,7,9,70.84,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.59,0,10.25,4,https://e-auksion.uz/lot-view?lot_id=24540987
24540993,46A/7/48,46A,7," 973,261,000.00 "," 10,900,000.00 "," 48,663,050.00 ",0,On sale,24.07.2026 09:00,9,9,89.29,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,72.78,0,16.51,0,https://e-auksion.uz/lot-view?lot_id=24540993
24541003,44A/2/28,44A,2," 768,450,000.00 "," 10,900,000.00 "," 38,422,500.00 ",0,On sale,24.07.2026 09:00,5,9,70.5,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.94,0,9.56,0,https://e-auksion.uz/lot-view?lot_id=24541003
24541012,44A/2/26,44A,2," 873,308,000.00 "," 10,900,000.00 "," 43,665,400.00 ",0,On sale,24.07.2026 09:00,5,9,80.12,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.73,0,16.39,0,https://e-auksion.uz/lot-view?lot_id=24541012
24541025,44A/6/40,44A,6," 768,450,000.00 "," 10,900,000.00 "," 38,422,500.00 ",0,On sale,24.07.2026 09:00,7,9,70.5,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.94,0,9.56,0,https://e-auksion.uz/lot-view?lot_id=24541025
24541032,44A/2/49,44A,2," 965,413,000.00 "," 10,900,000.00 "," 48,270,650.00 ",0,On sale,24.07.2026 09:00,9,9,88.57,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,70.46,0,18.11,0,https://e-auksion.uz/lot-view?lot_id=24541032
24541040,44A/6/26,44A,6," 873,308,000.00 "," 10,900,000.00 "," 43,665,400.00 ",0,On sale,24.07.2026 09:00,5,9,80.12,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.73,0,16.39,0,https://e-auksion.uz/lot-view?lot_id=24541040
24540851,44B/2/44,44B,2," 844,750,000.00 "," 10,900,000.00 "," 42,237,500.00 ",0,On sale,24.07.2026 09:00,8,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,59.6,0,17.9,0,https://e-auksion.uz/lot-view?lot_id=24540851
24540858,46A/2/44,46A,2," 868,730,000.00 "," 10,900,000.00 "," 43,436,500.00 ",0,On sale,24.07.2026 09:00,9,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,0,https://e-auksion.uz/lot-view?lot_id=24540858
24540865,44A/4/40,44A,4," 894,166,000.00 "," 11,900,000.00 "," 44,708,300.00 ",0,On sale,24.07.2026 09:00,7,7,75.14,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda,42.99,15.2,16.95,0,https://e-auksion.uz/lot-view?lot_id=24540865
24540890,46A/1/33,46A,1," 820,182,000.00 "," 12,900,000.00 "," 41,009,100.00 ",0,On sale,24.07.2026 09:00,8,12,63.58,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda,51.33,0,12.25,0,https://e-auksion.uz/lot-view?lot_id=24540890
24540901,44A/7/34,44A,7," 888,459,000.00 "," 10,900,000.00 "," 44,422,950.00 ",0,On sale,24.07.2026 09:00,8,12,81.51,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,60.58,0,20.93,1,https://e-auksion.uz/lot-view?lot_id=24540901
24540911,45D/2/11,45D,2," 904,918,000.00 "," 10,900,000.00 "," 45,245,900.00 ",0,On sale,24.07.2026 09:00,2,12,83.02,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,1,https://e-auksion.uz/lot-view?lot_id=24540911
24540920,45D/8/9,45D,8," 793,520,000.00 "," 10,900,000.00 "," 39,676,000.00 ",0,On sale,24.07.2026 09:00,2,9,72.8,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,1,https://e-auksion.uz/lot-view?lot_id=24540920
24540930,45D/9/3,45D,9," 711,770,000.00 "," 10,900,000.00 "," 35,588,500.00 ",0,On sale,24.07.2026 09:00,2,12,65.3,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,0,https://e-auksion.uz/lot-view?lot_id=24540930
24540947,43F/5/39,43F,5," 748,458,000.00 "," 12,900,000.00 "," 37,422,900.00 ",0,On sale,24.07.2026 09:00,9,12,58.02,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,45.04,0,12.98,4,https://e-auksion.uz/lot-view?lot_id=24540947
24540956,43F/5/57,43F,5," 1,006,974,000.00 "," 12,900,000.00 "," 50,348,700.00 ",0,On sale,24.07.2026 09:00,12,12,78.06,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.43,0,17.63,1,https://e-auksion.uz/lot-view?lot_id=24540956
24540960,43F/5/33,43F,5," 1,068,636,000.00 "," 12,900,000.00 "," 53,431,800.00 ",0,On sale,24.07.2026 09:00,7,12,82.84,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,61.63,0,21.21,1,https://e-auksion.uz/lot-view?lot_id=24540960
24540977,46A/8/44,46A,8," 868,730,000.00 "," 10,900,000.00 "," 43,436,500.00 ",0,On sale,24.07.2026 09:00,9,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,1,https://e-auksion.uz/lot-view?lot_id=24540977
24540985,46A/7/47,46A,7," 868,730,000.00 "," 10,900,000.00 "," 43,436,500.00 ",0,On sale,24.07.2026 09:00,9,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,1,https://e-auksion.uz/lot-view?lot_id=24540985
24540992,46A/8/27,46A,8," 772,156,000.00 "," 10,900,000.00 "," 38,607,800.00 ",0,On sale,24.07.2026 09:00,6,9,70.84,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.59,0,10.25,2,https://e-auksion.uz/lot-view?lot_id=24540992
24541005,44A/2/40,44A,2," 768,450,000.00 "," 10,900,000.00 "," 38,422,500.00 ",0,On sale,24.07.2026 09:00,7,9,70.5,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.94,0,9.56,0,https://e-auksion.uz/lot-view?lot_id=24541005
24541007,44A/2/52,44A,2," 768,450,000.00 "," 10,900,000.00 "," 38,422,500.00 ",0,On sale,24.07.2026 09:00,9,9,70.5,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.94,0,9.56,0,https://e-auksion.uz/lot-view?lot_id=24541007
24541016,44A/2/32,44A,2," 873,308,000.00 "," 10,900,000.00 "," 43,665,400.00 ",0,On sale,24.07.2026 09:00,6,9,80.12,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.73,0,16.39,0,https://e-auksion.uz/lot-view?lot_id=24541016
24541024,44A/6/23,44A,6," 872,981,000.00 "," 10,900,000.00 "," 43,649,050.00 ",0,On sale,24.07.2026 09:00,4,9,80.09,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.7,0,16.39,0,https://e-auksion.uz/lot-view?lot_id=24541024
24541031,44A/6/27,44A,6," 768,886,000.00 "," 10,900,000.00 "," 38,444,300.00 ",0,On sale,24.07.2026 09:00,5,9,70.54,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.76,0,9.78,3,https://e-auksion.uz/lot-view?lot_id=24541031
24541039,44A/6/46,44A,6," 768,450,000.00 "," 10,900,000.00 "," 38,422,500.00 ",0,On sale,24.07.2026 09:00,8,9,70.5,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.94,0,9.56,0,https://e-auksion.uz/lot-view?lot_id=24541039
24540854,46A/6/41,46A,6," 748,458,000.00 "," 12,900,000.00 "," 37,422,900.00 ",0,On sale,24.07.2026 09:00,10,12,58.02,2,2027-yilning 2-choragida,To'liq bitkazilgan holda,45.04,0,12.98,6,https://e-auksion.uz/lot-view?lot_id=24540854
24540859,46A/3/47,46A,3," 868,730,000.00 "," 10,900,000.00 "," 43,436,500.00 ",0,On sale,24.07.2026 09:00,9,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,0,https://e-auksion.uz/lot-view?lot_id=24540859
24540866,44B/6/46,44B,6," 745,560,000.00 "," 10,900,000.00 "," 37,278,000.00 ",0,On sale,24.07.2026 09:00,8,9,68.4,2,2026-yilning 4-choragida ,To'liq bitkazilgan holda,50.5,0,17.9,2,https://e-auksion.uz/lot-view?lot_id=24540866
24540877,44B/2/47,44B,2," 844,750,000.00 "," 10,900,000.00 "," 42,237,500.00 ",0,On sale,24.07.2026 09:00,8,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,59.6,0,17.9,0,https://e-auksion.uz/lot-view?lot_id=24540877
24540884,44B/6/44,44B,6," 844,750,000.00 "," 10,900,000.00 "," 42,237,500.00 ",0,On sale,24.07.2026 09:00,8,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,59.6,0,17.9,5,https://e-auksion.uz/lot-view?lot_id=24540884
24540888,46A/1/38,46A,1," 820,182,000.00 "," 12,900,000.00 "," 41,009,100.00 ",0,On sale,24.07.2026 09:00,9,12,63.58,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda,51.33,0,12.25,1,https://e-auksion.uz/lot-view?lot_id=24540888
24540898,44A/4/39,44A,4," 894,166,000.00 "," 11,900,000.00 "," 44,708,300.00 ",0,On sale,24.07.2026 09:00,7,7,75.14,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda,42.99,15.2,16.95,0,https://e-auksion.uz/lot-view?lot_id=24540898
24540856,44A/1/55,44A,1," 888,459,000.00 "," 10,900,000.00 "," 44,422,950.00 ",0,On sale,24.07.2026 09:00,11,12,81.51,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,60.58,0,20.93,0,https://e-auksion.uz/lot-view?lot_id=24540856
24540870,44B/6/42,44B,6," 953,750,000.00 "," 10,900,000.00 "," 47,687,500.00 ",0,On sale,24.07.2026 09:00,7,9,87.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,68.4,0,19.1,5,https://e-auksion.uz/lot-view?lot_id=24540870
24540879,44A/5/55,44A,5," 888,459,000.00 "," 10,900,000.00 "," 44,422,950.00 ",0,On sale,24.07.2026 09:00,11,12,81.51,3,2027-yilning 2 choragida ,To'liq bitkazilgan holda,60.58,0,20.93,3,https://e-auksion.uz/lot-view?lot_id=24540879
24540896,46A/1/53,46A,1," 820,182,000.00 "," 12,900,000.00 "," 41,009,100.00 ",0,On sale,24.07.2026 09:00,12,12,63.58,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda,51.33,0,12.25,1,https://e-auksion.uz/lot-view?lot_id=24540896
24540904,44A/7/44,44A,7," 888,459,000.00 "," 10,900,000.00 "," 44,422,950.00 ",0,On sale,24.07.2026 09:00,10,12,81.51,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,60.58,0,20.93,0,https://e-auksion.uz/lot-view?lot_id=24540904
24540907,45D/1/3,45D,1," 711,770,000.00 "," 10,900,000.00 "," 35,588,500.00 ",0,On sale,24.07.2026 09:00,2,12,65.3,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,0,https://e-auksion.uz/lot-view?lot_id=24540907
24540908,45D/3/10,45D,3," 767,142,000.00 "," 10,900,000.00 "," 38,357,100.00 ",0,On sale,24.07.2026 09:00,2,12,70.38,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,3,https://e-auksion.uz/lot-view?lot_id=24540908
24540918,45D/7/12,45D,7," 1,018,278,000.00 "," 10,900,000.00 "," 50,913,900.00 ",0,On sale,24.07.2026 09:00,2,9,93.42,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,1,https://e-auksion.uz/lot-view?lot_id=24540918
24540929,45D/8/8,45D,8," 904,918,000.00 "," 10,900,000.00 "," 45,245,900.00 ",0,On sale,24.07.2026 09:00,2,9,83.02,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,0,https://e-auksion.uz/lot-view?lot_id=24540929
24540938,45D/10/2,45D,1," 961,380,000.00 "," 10,900,000.00 "," 48,069,000.00 ",0,On sale,24.07.2026 09:00,2,9,88.2,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,0,https://e-auksion.uz/lot-view?lot_id=24540938
24540948,43F/5/54,43F,5," 748,458,000.00 "," 12,900,000.00 "," 37,422,900.00 ",0,On sale,24.07.2026 09:00,12,12,58.02,2,2027-yilning 2-choragida,To'liq bitkazilgan holda,45.04,0,12.98,1,https://e-auksion.uz/lot-view?lot_id=24540948
24540953,43F/5/37,43F,5," 1,006,974,000.00 "," 12,900,000.00 "," 50,348,700.00 ",0,On sale,24.07.2026 09:00,8,12,78.06,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.43,0,17.63,1,https://e-auksion.uz/lot-view?lot_id=24540953
24540959,43F/5/23,43F,5," 1,068,636,000.00 "," 12,900,000.00 "," 53,431,800.00 ",0,On sale,24.07.2026 09:00,5,12,82.84,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,61.63,0,21.21,1,https://e-auksion.uz/lot-view?lot_id=24540959
24540964,43F/5/53,43F,5," 1,068,636,000.00 "," 12,900,000.00 "," 53,431,800.00 ",0,On sale,24.07.2026 09:00,11,12,82.84,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,61.63,0,21.21,0,https://e-auksion.uz/lot-view?lot_id=24540964
24540976,43F/8/41,43F,8," 841,338,000.00 "," 12,900,000.00 "," 42,066,900.00 ",0,On sale,24.07.2026 09:00,7,7,65.22,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,53.24,0,11.98,2,https://e-auksion.uz/lot-view?lot_id=24540976
24540988,46A/8/47,46A,8," 868,730,000.00 "," 10,900,000.00 "," 43,436,500.00 ",0,On sale,24.07.2026 09:00,9,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,0,https://e-auksion.uz/lot-view?lot_id=24540988
24541000,44A/2/53,44A,2," 872,981,000.00 "," 10,900,000.00 "," 43,649,050.00 ",0,On sale,24.07.2026 09:00,9,9,80.09,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.7,0,16.39,0,https://e-auksion.uz/lot-view?lot_id=24541000
24541008,44A/2/15,44A,2," 768,232,000.00 "," 10,900,000.00 "," 38,411,600.00 ",0,On sale,24.07.2026 09:00,3,9,70.48,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.7,0,9.78,1,https://e-auksion.uz/lot-view?lot_id=24541008
24541011,44A/2/45,44A,2," 768,232,000.00 "," 10,900,000.00 "," 38,411,600.00 ",0,On sale,24.07.2026 09:00,8,9,70.48,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.7,0,9.78,3,https://e-auksion.uz/lot-view?lot_id=24541011
24541028,44A/6/34,44A,6," 768,450,000.00 "," 10,900,000.00 "," 38,422,500.00 ",0,On sale,24.07.2026 09:00,6,9,70.5,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.94,0,9.56,0,https://e-auksion.uz/lot-view?lot_id=24541028
24541037,44A/6/21,44A,6," 768,886,000.00 "," 10,900,000.00 "," 38,444,300.00 ",0,On sale,24.07.2026 09:00,4,9,70.54,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.76,0,9.78,0,https://e-auksion.uz/lot-view?lot_id=24541037
24541046,44A/6/52,44A,6," 768,450,000.00 "," 10,900,000.00 "," 38,422,500.00 ",0,On sale,24.07.2026 09:00,9,9,70.5,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.94,0,9.56,0,https://e-auksion.uz/lot-view?lot_id=24541046
24540849,44B/2/38,44B,2," 844,750,000.00 "," 10,900,000.00 "," 42,237,500.00 ",0,On sale,24.07.2026 09:00,7,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,59.6,0,17.9,2,https://e-auksion.uz/lot-view?lot_id=24540849
24540861,46A/3/38,46A,3," 868,730,000.00 "," 10,900,000.00 "," 43,436,500.00 ",0,On sale,24.07.2026 09:00,8,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,0,https://e-auksion.uz/lot-view?lot_id=24540861
24540867,44B/6/48,44B,6," 953,750,000.00 "," 10,900,000.00 "," 47,687,500.00 ",0,On sale,24.07.2026 09:00,8,9,87.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,68.4,0,19.1,2,https://e-auksion.uz/lot-view?lot_id=24540867
24540875,44A/4/15,44A,4," 894,166,000.00 "," 11,900,000.00 "," 44,708,300.00 ",0,On sale,24.07.2026 09:00,3,7,75.14,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda,42.99,15.2,16.95,0,https://e-auksion.uz/lot-view?lot_id=24540875
24540891,44B/6/43,44B,6," 953,750,000.00 "," 10,900,000.00 "," 47,687,500.00 ",0,On sale,24.07.2026 09:00,8,9,87.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,68.4,0,19.1,2,https://e-auksion.uz/lot-view?lot_id=24540891
24540895,44A/5/58,44A,5," 814,506,000.00 "," 12,900,000.00 "," 40,725,300.00 ",0,On sale,24.07.2026 09:00,12,12,63.14,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda,39.1,11.63,12.41,3,https://e-auksion.uz/lot-view?lot_id=24540895
24540864,46A/2/38,46A,2," 868,730,000.00 "," 10,900,000.00 "," 43,436,500.00 ",0,On sale,24.07.2026 09:00,8,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,0,https://e-auksion.uz/lot-view?lot_id=24540864
24540873,46A/1/13,46A,1," 820,182,000.00 "," 12,900,000.00 "," 41,009,100.00 ",0,On sale,24.07.2026 09:00,4,12,63.58,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda,51.33,0,12.25,0,https://e-auksion.uz/lot-view?lot_id=24540873
24540881,44B/6/41,44B,6," 844,750,000.00 "," 10,900,000.00 "," 42,237,500.00 ",0,On sale,24.07.2026 09:00,7,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,59.6,0,17.9,9,https://e-auksion.uz/lot-view?lot_id=24540881
24540886,44A/5/56,44A,5," 693,532,000.00 "," 11,900,000.00 "," 34,676,600.00 ",0,On sale,24.07.2026 09:00,12,12,58.28,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda,45.3,0,12.98,4,https://e-auksion.uz/lot-view?lot_id=24540886
24540889,44B/2/51,44B,2," 756,460,000.00 "," 10,900,000.00 "," 37,823,000.00 ",0,On sale,24.07.2026 09:00,9,9,69.4,2,2026-yilning 4-choragida ,To'liq bitkazilgan holda,52.2,0,17.2,5,https://e-auksion.uz/lot-view?lot_id=24540889
24540894,44B/6/39,44B,6," 756,460,000.00 "," 10,900,000.00 "," 37,823,000.00 ",0,On sale,24.07.2026 09:00,7,9,69.4,2,2026-yilning 4-choragida ,To'liq bitkazilgan holda,52.2,0,17.2,1,https://e-auksion.uz/lot-view?lot_id=24540894
24540902,44A/7/54,44A,7," 888,459,000.00 "," 10,900,000.00 "," 44,422,950.00 ",0,On sale,24.07.2026 09:00,12,12,81.51,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,60.58,0,20.93,1,https://e-auksion.uz/lot-view?lot_id=24540902
24540913,45D/2/8,45D,2," 904,918,000.00 "," 10,900,000.00 "," 45,245,900.00 ",0,On sale,24.07.2026 09:00,2,12,83.02,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,1,https://e-auksion.uz/lot-view?lot_id=24540913
24540922,45D/8/11,45D,8," 904,918,000.00 "," 10,900,000.00 "," 45,245,900.00 ",0,On sale,24.07.2026 09:00,2,9,83.02,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,0,https://e-auksion.uz/lot-view?lot_id=24540922
24540932,45D/4/5,45D,4," 936,637,000.00 "," 10,900,000.00 "," 46,831,850.00 ",0,On sale,24.07.2026 09:00,2,12,85.93,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,1,https://e-auksion.uz/lot-view?lot_id=24540932
24540939,45D/10/3,45D,1," 893,800,000.00 "," 10,900,000.00 "," 44,690,000.00 ",0,On sale,24.07.2026 09:00,2,9,82,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,2,https://e-auksion.uz/lot-view?lot_id=24540939
24540955,43F/5/52,43F,5," 1,006,974,000.00 "," 12,900,000.00 "," 50,348,700.00 ",0,On sale,24.07.2026 09:00,11,12,78.06,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.43,0,17.63,1,https://e-auksion.uz/lot-view?lot_id=24540955
24540957,43F/5/18,43F,5," 1,068,636,000.00 "," 12,900,000.00 "," 53,431,800.00 ",0,On sale,24.07.2026 09:00,4,12,82.84,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,61.63,0,21.21,0,https://e-auksion.uz/lot-view?lot_id=24540957
24540965,43F/8/37,43F,8," 1,097,532,000.00 "," 12,900,000.00 "," 54,876,600.00 ",0,On sale,24.07.2026 09:00,7,7,85.08,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,56.44,10.26,28.64,0,https://e-auksion.uz/lot-view?lot_id=24540965
24540974,46A/8/21,46A,8," 772,156,000.00 "," 10,900,000.00 "," 38,607,800.00 ",0,On sale,24.07.2026 09:00,5,9,70.84,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.59,0,10.25,2,https://e-auksion.uz/lot-view?lot_id=24540974
24540982,44A/2/35,44A,2," 872,981,000.00 "," 10,900,000.00 "," 43,649,050.00 ",0,On sale,24.07.2026 09:00,6,9,80.09,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.7,0,16.39,0,https://e-auksion.uz/lot-view?lot_id=24540982
