lot_number,name, price , price_per_sqm , deposit ,applications,status,auction_end,unit_floor,building_floors,total_area,rooms,completion_term,handover_status,living_area,kitchen_area,auxiliary_area,views,url
23954213,43F/5/45,"$695,181,000.00 ","$12,900,000.00 ","$34,759,050.00 ",0,On sale,22.06.2026 09:00,10,12,53.89,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,40.81,0,13.08,11,https://e-auksion.uz/lot-view?lot_id=23954213
23954207,43F/5/11,"$820,182,000.00 ","$12,900,000.00 ","$41,009,100.00 ",0,On sale,22.06.2026 09:00,3,12,63.58,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,40.21,11.12,23.37,4,https://e-auksion.uz/lot-view?lot_id=23954207
23954240,43F/8/24,"$841,338,000.00 ","$12,900,000.00 ","$42,066,900.00 ",0,On sale,22.06.2026 09:00,5,7,65.22,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,53.24,0,11.98,12,https://e-auksion.uz/lot-view?lot_id=23954240
23954251,43F/8/38,"$1,021,035,000.00 ","$12,900,000.00 ","$51,051,750.00 ",0,On sale,22.06.2026 09:00,7,7,79.15,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,51.46,8.52,27.69,1,https://e-auksion.uz/lot-view?lot_id=23954251
23954247,43F/8/23,"$841,338,000.00 ","$12,900,000.00 ","$42,066,900.00 ",0,On sale,22.06.2026 09:00,4,7,65.22,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,53.24,0,11.98,3,https://e-auksion.uz/lot-view?lot_id=23954247
23954253,43F/8/26,"$1,021,035,000.00 ","$12,900,000.00 ","$51,051,750.00 ",0,On sale,22.06.2026 09:00,5,7,79.15,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,51.46,8.52,27.69,,https://e-auksion.uz/lot-view?lot_id=23954253
23954255,43F/8/41,"$841,338,000.00 ","$12,900,000.00 ","$42,066,900.00 ",0,On sale,22.06.2026 09:00,7,7,65.22,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,53.24,0,11.98,5,https://e-auksion.uz/lot-view?lot_id=23954255
23954267,43F/8/40,"$1,097,532,000.00 ","$12,900,000.00 ","$54,876,600.00 ",0,On sale,22.06.2026 09:00,7,7,85.08,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,56.44,10.26,28.64,,https://e-auksion.uz/lot-view?lot_id=23954267
23954264,43F/8/28,"$1,097,532,000.00 ","$12,900,000.00 ","$54,876,600.00 ",0,On sale,22.06.2026 09:00,5,7,85.08,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,56.44,10.26,28.64,2,https://e-auksion.uz/lot-view?lot_id=23954264
23954259,43F/8/20,"$1,021,035,000.00 ","$12,900,000.00 ","$51,051,750.00 ",0,On sale,22.06.2026 09:00,4,7,79.15,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,51.46,8.52,27.69,5,https://e-auksion.uz/lot-view?lot_id=23954259
23954260,43F/8/33,"$1,021,035,000.00 ","$12,900,000.00 ","$51,051,750.00 ",0,On sale,22.06.2026 09:00,6,7,79.15,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,51.46,8.52,27.69,,https://e-auksion.uz/lot-view?lot_id=23954260
23954256,43F/8/16,"$1,097,532,000.00 ","$12,900,000.00 ","$54,876,600.00 ",0,On sale,22.06.2026 09:00,3,7,85.08,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,56.44,10.26,28.64,6,https://e-auksion.uz/lot-view?lot_id=23954256
23954265,43F/8/22,"$1,097,532,000.00 ","$12,900,000.00 ","$54,876,600.00 ",0,On sale,22.06.2026 09:00,4,7,85.08,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,56.44,10.26,28.64,8,https://e-auksion.uz/lot-view?lot_id=23954265
23954223,43F/5/35,"$695,181,000.00 ","$12,900,000.00 ","$34,759,050.00 ",0,On sale,22.06.2026 09:00,8,12,53.89,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,40.81,0,13.08,3,https://e-auksion.uz/lot-view?lot_id=23954223
23954199,43F/5/38,"$1,068,636,000.00 ","$12,900,000.00 ","$53,431,800.00 ",0,On sale,22.06.2026 09:00,8,12,82.84,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,61.63,0,21.21,6,https://e-auksion.uz/lot-view?lot_id=23954199
23954228,43F/5/51,"$820,182,000.00 ","$12,900,000.00 ","$41,009,100.00 ",0,On sale,22.06.2026 09:00,11,12,63.58,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,40.21,11.12,23.37,4,https://e-auksion.uz/lot-view?lot_id=23954228
23954226,43F/5/47,"$1,006,974,000.00 ","$12,900,000.00 ","$50,348,700.00 ",0,On sale,22.06.2026 09:00,10,12,78.06,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.43,0,17.63,,https://e-auksion.uz/lot-view?lot_id=23954226
23954202,43F/5/58,"$1,068,636,000.00 ","$12,900,000.00 ","$53,431,800.00 ",0,On sale,22.06.2026 09:00,12,12,82.84,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,61.63,0,21.21,,https://e-auksion.uz/lot-view?lot_id=23954202
23954205,43F/5/27,"$1,006,974,000.00 ","$12,900,000.00 ","$50,348,700.00 ",0,On sale,22.06.2026 09:00,6,12,78.06,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.43,0,17.63,,https://e-auksion.uz/lot-view?lot_id=23954205
23954193,43F/5/19,"$748,458,000.00 ","$12,900,000.00 ","$37,422,900.00 ",0,On sale,22.06.2026 09:00,5,12,58.02,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,45.04,0,12.98,8,https://e-auksion.uz/lot-view?lot_id=23954193
23954194,43F/5/24,"$748,458,000.00 ","$12,900,000.00 ","$37,422,900.00 ",0,On sale,22.06.2026 09:00,6,12,58.02,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,45.04,0,12.98,,https://e-auksion.uz/lot-view?lot_id=23954194
23954224,43F/5/21,"$820,182,000.00 ","$12,900,000.00 ","$41,009,100.00 ",0,On sale,22.06.2026 09:00,5,12,63.58,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,40.21,11.12,23.37,4,https://e-auksion.uz/lot-view?lot_id=23954224
23954221,43F/5/26,"$820,182,000.00 ","$12,900,000.00 ","$41,009,100.00 ",0,On sale,22.06.2026 09:00,6,12,63.58,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,40.21,11.12,23.37,6,https://e-auksion.uz/lot-view?lot_id=23954221
23954238,43F/8/30,"$841,338,000.00 ","$12,900,000.00 ","$42,066,900.00 ",0,On sale,22.06.2026 09:00,6,7,65.22,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,53.24,0,11.98,7,https://e-auksion.uz/lot-view?lot_id=23954238
23954242,43F/8/31,"$1,097,532,000.00 ","$12,900,000.00 ","$54,876,600.00 ",0,On sale,22.06.2026 09:00,6,7,85.08,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,56.44,10.26,28.64,2,https://e-auksion.uz/lot-view?lot_id=23954242
23954214,43F/5/50,"$695,181,000.00 ","$12,900,000.00 ","$34,759,050.00 ",1,On sale,22.06.2026 09:00,11,12,53.89,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,40.81,0,13.08,13,https://e-auksion.uz/lot-view?lot_id=23954214
23954262,43F/8/21,"$1,021,035,000.00 ","$12,900,000.00 ","$51,051,750.00 ",0,On sale,22.06.2026 09:00,4,7,79.15,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,51.46,8.52,27.69,,https://e-auksion.uz/lot-view?lot_id=23954262
23954243,43F/8/12,"$841,338,000.00 ","$12,900,000.00 ","$42,066,900.00 ",0,On sale,22.06.2026 09:00,3,7,65.22,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,53.24,0,11.98,12,https://e-auksion.uz/lot-view?lot_id=23954243
23954248,43F/8/29,"$841,338,000.00 ","$12,900,000.00 ","$42,066,900.00 ",0,On sale,22.06.2026 09:00,5,7,65.22,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,53.24,0,11.98,8,https://e-auksion.uz/lot-view?lot_id=23954248
23954217,43F/5/17,"$1,006,974,000.00 ","$12,900,000.00 ","$50,348,700.00 ",0,On sale,22.06.2026 09:00,4,12,78.06,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.43,0,17.63,2,https://e-auksion.uz/lot-view?lot_id=23954217
23954196,43F/5/33,"$1,068,636,000.00 ","$12,900,000.00 ","$53,431,800.00 ",0,On sale,22.06.2026 09:00,7,12,82.84,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,61.63,0,21.21,,https://e-auksion.uz/lot-view?lot_id=23954196
23954219,43F/5/37,"$1,006,974,000.00 ","$12,900,000.00 ","$50,348,700.00 ",0,On sale,22.06.2026 09:00,8,12,78.06,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.43,0,17.63,,https://e-auksion.uz/lot-view?lot_id=23954219
23954246,43F/8/25,"$1,097,532,000.00 ","$12,900,000.00 ","$54,876,600.00 ",0,On sale,22.06.2026 09:00,5,7,85.08,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,56.44,10.26,28.64,9,https://e-auksion.uz/lot-view?lot_id=23954246
23954258,43F/8/39,"$1,021,035,000.00 ","$12,900,000.00 ","$51,051,750.00 ",0,On sale,22.06.2026 09:00,7,7,79.15,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,51.46,8.52,27.69,2,https://e-auksion.uz/lot-view?lot_id=23954258
23954261,43F/8/27,"$1,021,035,000.00 ","$12,900,000.00 ","$51,051,750.00 ",0,On sale,22.06.2026 09:00,5,7,79.15,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,51.46,8.52,27.69,,https://e-auksion.uz/lot-view?lot_id=23954261
23954210,43F/5/15,"$695,181,000.00 ","$12,900,000.00 ","$34,759,050.00 ",0,On sale,22.06.2026 09:00,4,12,53.89,2,2027-yilning 2-choragida,To'liq bitkazilgan holda,40.81,0,13.08,10,https://e-auksion.uz/lot-view?lot_id=23954210
23954237,43F/5/46,"$820,182,000.00 ","$12,900,000.00 ","$41,009,100.00 ",1,On sale,22.06.2026 09:00,10,12,63.58,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,40.21,11.12,23.37,3,https://e-auksion.uz/lot-view?lot_id=23954237
23954197,43F/5/48,"$1,068,636,000.00 ","$12,900,000.00 ","$53,431,800.00 ",0,On sale,22.06.2026 09:00,10,12,82.84,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,61.63,0,21.21,8,https://e-auksion.uz/lot-view?lot_id=23954197
23954225,43F/5/16,"$820,182,000.00 ","$12,900,000.00 ","$41,009,100.00 ",0,On sale,22.06.2026 09:00,4,12,63.58,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,40.21,11.12,23.37,2,https://e-auksion.uz/lot-view?lot_id=23954225
23954230,43F/5/56,"$820,182,000.00 ","$12,900,000.00 ","$41,009,100.00 ",0,On sale,22.06.2026 09:00,12,12,63.58,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,40.21,11.12,23.37,8,https://e-auksion.uz/lot-view?lot_id=23954230
23954266,43F/8/34,"$1,097,532,000.00 ","$12,900,000.00 ","$54,876,600.00 ",0,On sale,22.06.2026 09:00,6,7,85.08,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,56.44,10.26,28.64,7,https://e-auksion.uz/lot-view?lot_id=23954266
23954215,43F/5/54,"$748,458,000.00 ","$12,900,000.00 ","$37,422,900.00 ",0,On sale,22.06.2026 09:00,12,12,58.02,2,2027-yilning 2-choragida,To'liq bitkazilgan holda,45.04,0,12.98,7,https://e-auksion.uz/lot-view?lot_id=23954215
23954209,43F/5/10,"$695,181,000.00 ","$12,900,000.00 ","$34,759,050.00 ",0,On sale,22.06.2026 09:00,3,12,53.89,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,40.81,0,13.08,1,https://e-auksion.uz/lot-view?lot_id=23954209
23954208,43F/5/57,"$1,006,974,000.00 ","$12,900,000.00 ","$50,348,700.00 ",0,On sale,22.06.2026 09:00,12,12,78.06,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.43,0,17.63,6,https://e-auksion.uz/lot-view?lot_id=23954208
23954188,43F/5/14,"$748,458,000.00 ","$12,900,000.00 ","$37,422,900.00 ",0,On sale,22.06.2026 09:00,4,12,58.02,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,45.04,0,12.98,3,https://e-auksion.uz/lot-view?lot_id=23954188
23954189,43F/5/29,"$748,458,000.00 ","$12,900,000.00 ","$37,422,900.00 ",0,On sale,22.06.2026 09:00,7,12,58.02,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,45.04,0,12.98,8,https://e-auksion.uz/lot-view?lot_id=23954189
23954198,43F/5/28,"$1,068,636,000.00 ","$12,900,000.00 ","$53,431,800.00 ",0,On sale,22.06.2026 09:00,6,12,82.84,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,61.63,0,21.21,,https://e-auksion.uz/lot-view?lot_id=23954198
23954250,43F/8/19,"$1,097,532,000.00 ","$12,900,000.00 ","$54,876,600.00 ",0,On sale,22.06.2026 09:00,4,7,85.08,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,56.44,10.26,28.64,17,https://e-auksion.uz/lot-view?lot_id=23954250
23954254,43F/8/35,"$841,338,000.00 ","$12,900,000.00 ","$42,066,900.00 ",0,On sale,22.06.2026 09:00,6,7,65.22,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,53.24,0,11.98,8,https://e-auksion.uz/lot-view?lot_id=23954254
23954263,43F/8/15,"$1,021,035,000.00 ","$12,900,000.00 ","$51,051,750.00 ",0,On sale,22.06.2026 09:00,3,7,79.15,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,51.46,8.52,27.69,,https://e-auksion.uz/lot-view?lot_id=23954263
23954190,43F/5/9,"$748,458,000.00 ","$12,900,000.00 ","$37,422,900.00 ",0,On sale,22.06.2026 09:00,3,12,58.02,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,45.04,0,12.98,8,https://e-auksion.uz/lot-view?lot_id=23954190
23954191,43F/5/44,"$748,458,000.00 ","$12,900,000.00 ","$37,422,900.00 ",0,On sale,22.06.2026 09:00,10,12,58.02,2,2027-yilning 2-choragida,To'liq bitkazilgan holda,45.04,0,12.98,3,https://e-auksion.uz/lot-view?lot_id=23954191
23954203,43F/5/49,"$748,458,000.00 ","$12,900,000.00 ","$37,422,900.00 ",0,On sale,22.06.2026 09:00,11,12,58.02,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,45.04,0,12.98,10,https://e-auksion.uz/lot-view?lot_id=23954203
23954206,43F/5/20,"$695,181,000.00 ","$12,900,000.00 ","$34,759,050.00 ",0,On sale,22.06.2026 09:00,5,12,53.89,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,40.81,0,13.08,5,https://e-auksion.uz/lot-view?lot_id=23954206
23954235,43F/5/55,"$695,181,000.00 ","$12,900,000.00 ","$34,759,050.00 ",0,On sale,22.06.2026 09:00,12,12,53.89,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,40.81,0,13.08,8,https://e-auksion.uz/lot-view?lot_id=23954235
23954229,43F/5/12,"$1,006,974,000.00 ","$12,900,000.00 ","$50,348,700.00 ",0,On sale,22.06.2026 09:00,3,12,78.06,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.43,0,17.63,1,https://e-auksion.uz/lot-view?lot_id=23954229
23954231,43F/5/22,"$1,006,974,000.00 ","$12,900,000.00 ","$50,348,700.00 ",0,On sale,22.06.2026 09:00,5,12,78.06,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.43,0,17.63,4,https://e-auksion.uz/lot-view?lot_id=23954231
23954233,43F/5/42,"$1,006,974,000.00 ","$12,900,000.00 ","$50,348,700.00 ",0,On sale,22.06.2026 09:00,9,12,78.06,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.43,0,17.63,8,https://e-auksion.uz/lot-view?lot_id=23954233
23954234,43F/5/18,"$1,068,636,000.00 ","$12,900,000.00 ","$53,431,800.00 ",0,On sale,22.06.2026 09:00,4,12,82.84,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,61.63,0,21.21,,https://e-auksion.uz/lot-view?lot_id=23954234
23954244,43F/8/36,"$841,338,000.00 ","$12,900,000.00 ","$42,066,900.00 ",0,On sale,22.06.2026 09:00,7,7,65.22,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,53.24,0,11.98,8,https://e-auksion.uz/lot-view?lot_id=23954244
23954200,43F/5/43,"$1,068,636,000.00 ","$12,900,000.00 ","$53,431,800.00 ",0,On sale,22.06.2026 09:00,9,12,82.84,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,61.63,0,21.21,2,https://e-auksion.uz/lot-view?lot_id=23954200
23954245,43F/8/17,"$841,338,000.00 ","$12,900,000.00 ","$42,066,900.00 ",0,On sale,22.06.2026 09:00,3,7,65.22,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,53.24,0,11.98,7,https://e-auksion.uz/lot-view?lot_id=23954245
23954241,43F/8/18,"$841,338,000.00 ","$12,900,000.00 ","$42,066,900.00 ",0,On sale,22.06.2026 09:00,4,7,65.22,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,53.24,0,11.98,9,https://e-auksion.uz/lot-view?lot_id=23954241
23954239,43F/8/37,"$1,097,532,000.00 ","$12,900,000.00 ","$54,876,600.00 ",0,On sale,22.06.2026 09:00,7,7,85.08,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,56.44,10.26,28.64,1,https://e-auksion.uz/lot-view?lot_id=23954239
23954252,43F/8/32,"$1,021,035,000.00 ","$12,900,000.00 ","$51,051,750.00 ",0,On sale,22.06.2026 09:00,6,7,79.15,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,51.46,8.52,27.69,11,https://e-auksion.uz/lot-view?lot_id=23954252
23954257,43F/8/14,"$1,021,035,000.00 ","$12,900,000.00 ","$51,051,750.00 ",0,On sale,22.06.2026 09:00,3,7,79.15,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,51.46,8.52,27.69,6,https://e-auksion.uz/lot-view?lot_id=23954257
23954216,43F/5/40,"$695,181,000.00 ","$12,900,000.00 ","$34,759,050.00 ",0,On sale,22.06.2026 09:00,9,12,53.89,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,40.81,0,13.08,14,https://e-auksion.uz/lot-view?lot_id=23954216
23954201,43F/5/53,"$1,068,636,000.00 ","$12,900,000.00 ","$53,431,800.00 ",0,On sale,22.06.2026 09:00,11,12,82.84,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,61.63,0,21.21,3,https://e-auksion.uz/lot-view?lot_id=23954201
23965769,46A/2/40,"$772,156,000.00 ","$10,900,000.00 ","$38,607,800.00 ",0,On sale,18.06.2026 09:00,8,9,70.84,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.59,0,10.25,,https://e-auksion.uz/lot-view?lot_id=23965769
23965778,46A/3/43,"$973,261,000.00 ","$10,900,000.00 ","$48,663,050.00 ",1,On sale,18.06.2026 09:00,9,9,89.29,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,72.78,0,16.51,,https://e-auksion.uz/lot-view?lot_id=23965778
23965780,46A/3/44,"$868,730,000.00 ","$10,900,000.00 ","$43,436,500.00 ",0,On sale,18.06.2026 09:00,9,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,2,https://e-auksion.uz/lot-view?lot_id=23965780
23965787,46A/3/48,"$973,261,000.00 ","$10,900,000.00 ","$48,663,050.00 ",0,On sale,18.06.2026 09:00,9,9,89.29,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,72.78,0,16.51,,https://e-auksion.uz/lot-view?lot_id=23965787
23965786,46A/3/46,"$772,156,000.00 ","$10,900,000.00 ","$38,607,800.00 ",0,On sale,18.06.2026 09:00,9,9,70.84,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.59,0,10.25,,https://e-auksion.uz/lot-view?lot_id=23965786
23965765,46A/2/45,"$751,555,000.00 ","$10,900,000.00 ","$37,577,750.00 ",0,On sale,18.06.2026 09:00,9,9,68.95,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,58.7,0,10.25,5,https://e-auksion.uz/lot-view?lot_id=23965765
23965771,46A/2/46,"$772,156,000.00 ","$10,900,000.00 ","$38,607,800.00 ",0,On sale,18.06.2026 09:00,9,9,70.84,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.59,0,10.25,,https://e-auksion.uz/lot-view?lot_id=23965771
23965766,46A/2/23,"$868,730,000.00 ","$10,900,000.00 ","$43,436,500.00 ",0,On sale,18.06.2026 09:00,5,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,,https://e-auksion.uz/lot-view?lot_id=23965766
23965777,46A/2/34,"$772,156,000.00 ","$10,900,000.00 ","$38,607,800.00 ",0,On sale,18.06.2026 09:00,7,9,70.84,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.59,0,10.25,,https://e-auksion.uz/lot-view?lot_id=23965777
23965775,46A/2/35,"$868,730,000.00 ","$10,900,000.00 ","$43,436,500.00 ",0,On sale,18.06.2026 09:00,7,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,,https://e-auksion.uz/lot-view?lot_id=23965775
23965770,46A/2/48,"$973,261,000.00 ","$10,900,000.00 ","$48,663,050.00 ",0,On sale,18.06.2026 09:00,9,9,89.29,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,72.78,0,16.51,,https://e-auksion.uz/lot-view?lot_id=23965770
23965781,46A/3/45,"$751,555,000.00 ","$10,900,000.00 ","$37,577,750.00 ",0,On sale,18.06.2026 09:00,9,9,68.95,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,58.7,0,10.25,4,https://e-auksion.uz/lot-view?lot_id=23965781
23965801,46A/9/47,"$850,854,000.00 ","$10,900,000.00 ","$42,542,700.00 ",0,On sale,18.06.2026 09:00,11,12,78.06,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,60.43,0,17.63,3,https://e-auksion.uz/lot-view?lot_id=23965801
23965800,46A/9/41,"$902,956,000.00 ","$10,900,000.00 ","$45,147,800.00 ",0,On sale,18.06.2026 09:00,10,12,82.84,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,61.63,0,21.21,,https://e-auksion.uz/lot-view?lot_id=23965800
23965817,44A/7/25,"$854,887,000.00 ","$10,900,000.00 ","$42,744,350.00 ",1,On sale,18.06.2026 09:00,6,12,78.43,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,60.92,0,17.51,,https://e-auksion.uz/lot-view?lot_id=23965817
23965796,44A/7/45,"$854,887,000.00 ","$10,900,000.00 ","$42,744,350.00 ",0,On sale,18.06.2026 09:00,10,12,78.43,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,60.92,0,17.51,,https://e-auksion.uz/lot-view?lot_id=23965796
23965808,44A/7/50,"$854,887,000.00 ","$10,900,000.00 ","$42,744,350.00 ",0,On sale,18.06.2026 09:00,11,12,78.43,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,60.92,0,17.51,,https://e-auksion.uz/lot-view?lot_id=23965808
23965810,44A/7/55,"$854,887,000.00 ","$10,900,000.00 ","$42,744,350.00 ",0,On sale,18.06.2026 09:00,12,12,78.43,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,60.92,0,17.51,,https://e-auksion.uz/lot-view?lot_id=23965810
23965814,44A/7/24,"$888,459,000.00 ","$10,900,000.00 ","$44,422,950.00 ",0,On sale,18.06.2026 09:00,6,12,81.51,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,60.58,0,20.93,,https://e-auksion.uz/lot-view?lot_id=23965814
23965815,44A/7/49,"$888,459,000.00 ","$10,900,000.00 ","$44,422,950.00 ",0,On sale,18.06.2026 09:00,11,12,81.51,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,60.58,0,20.93,,https://e-auksion.uz/lot-view?lot_id=23965815
