lot_number,name, price , deposit ,applications,status,auction_end,unit_floor,building_floors,total_area,rooms,completion_term,handover_status
23945621,46A/2/44," $868,730,000.00 "," $43,436,500.00 ",0,On sale,17.06.2026 09:00,9,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda
23945631,46A/1/48," $820,182,000.00 "," $41,009,100.00 ",0,On sale,17.06.2026 09:00,11,12,63.58,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda
23945641,44A/4/28," $894,166,000.00 "," $44,708,300.00 ",0,On sale,17.06.2026 09:00,5,7,75.14,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda
23945647,46A/2/14," $868,730,000.00 "," $43,436,500.00 ",0,On sale,17.06.2026 09:00,4,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda
23945551,46A/6/36," $748,458,000.00 "," $37,422,900.00 ",0,On sale,17.06.2026 09:00,9,12,58.02,2,2027-yilning 2-choragida,To'liq bitkazilgan holda
23945562,44B/6/50," $844,750,000.00 "," $42,237,500.00 ",0,On sale,17.06.2026 09:00,9,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda
23945571,44B/2/23," $844,750,000.00 "," $42,237,500.00 ",0,On sale,17.06.2026 09:00,4,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda
23945581,44B/2/51," $756,460,000.00 "," $37,823,000.00 ",0,On sale,17.06.2026 09:00,9,9,69.4,2,2026-yilning 4-choragida ,To'liq bitkazilgan holda
23945588,44B/2/53," $844,750,000.00 "," $42,237,500.00 ",0,On sale,17.06.2026 09:00,9,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda
23945594,44B/2/39," $756,460,000.00 "," $37,823,000.00 ",0,On sale,17.06.2026 09:00,7,9,69.4,2,2026-yilning 4-choragida ,To'liq bitkazilgan holda
23945598,44B/6/54," $953,750,000.00 "," $47,687,500.00 ",0,On sale,17.06.2026 09:00,9,9,87.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda
23945600,44B/6/15," $756,460,000.00 "," $37,823,000.00 ",0,On sale,17.06.2026 09:00,3,9,69.4,2,2026-yilning 4-choragida ,To'liq bitkazilgan holda
23945610,44A/5/41," $693,532,000.00 "," $34,676,600.00 ",0,On sale,17.06.2026 09:00,9,12,58.28,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda
23945624,46A/2/16," $772,156,000.00 "," $38,607,800.00 ",0,On sale,17.06.2026 09:00,4,9,70.84,2,2027-yilning 2 choragida,To'liq bitkazilgan holda
23945633,46A/2/46," $772,156,000.00 "," $38,607,800.00 ",0,On sale,17.06.2026 09:00,9,9,70.84,2,2027-yilning 2 choragida,To'liq bitkazilgan holda
23945649,46A/2/20," $868,730,000.00 "," $43,436,500.00 ",0,On sale,17.06.2026 09:00,5,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda
23945652,46A/2/48," $973,261,000.00 "," $48,663,050.00 ",0,On sale,17.06.2026 09:00,9,9,89.29,3,2027-yilning 2 choragida,To'liq bitkazilgan holda
23945663,46A/3/41," $868,730,000.00 "," $43,436,500.00 ",0,On sale,17.06.2026 09:00,8,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda
23945666,46A/4/25," $902,956,000.00 "," $45,147,800.00 ",0,On sale,17.06.2026 09:00,8,12,82.84,3,2027-yilning 2-choragida,To'liq bitkazilgan holda
23945668,46A/4/33," $902,956,000.00 "," $45,147,800.00 ",0,On sale,17.06.2026 09:00,10,12,82.84,3,2027-yilning 2-choragida,To'liq bitkazilgan holda
23945680,46A/9/31," $902,956,000.00 "," $45,147,800.00 ",0,On sale,17.06.2026 09:00,8,12,82.84,3,2027-yilning 2-choragida,To'liq bitkazilgan holda
23945554,44A/1/51," $693,532,000.00 "," $34,676,600.00 ",0,On sale,17.06.2026 09:00,11,12,58.28,2,2027-yilning 2-choragida,To'liq bitkazilgan holda
23945561,44B/6/41," $844,750,000.00 "," $42,237,500.00 ",0,On sale,17.06.2026 09:00,7,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda
23945569,44B/2/17," $844,750,000.00 "," $42,237,500.00 ",0,On sale,17.06.2026 09:00,3,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda
23945579,44B/2/40," $745,560,000.00 "," $37,278,000.00 ",0,On sale,17.06.2026 09:00,7,9,68.4,2,2026-yilning 4-choragida ,To'liq bitkazilgan holda
23945591,44B/6/30," $953,750,000.00 "," $47,687,500.00 ",0,On sale,17.06.2026 09:00,5,9,87.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda
23945596,44B/2/29," $844,750,000.00 "," $42,237,500.00 ",0,On sale,17.06.2026 09:00,5,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda
23945599,44B/6/48," $953,750,000.00 "," $47,687,500.00 ",0,On sale,17.06.2026 09:00,8,9,87.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda
23945564,44A/1/60," $888,459,000.00 "," $44,422,950.00 ",0,On sale,17.06.2026 09:00,12,12,81.51,3,2027-yilning 2-choragida,To'liq bitkazilgan holda
23945567,44B/2/37," $953,750,000.00 "," $47,687,500.00 ",0,On sale,17.06.2026 09:00,7,9,87.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda
23945568,44B/2/48," $953,750,000.00 "," $47,687,500.00 ",0,On sale,17.06.2026 09:00,8,9,87.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda
23945575,44B/2/54," $953,750,000.00 "," $47,687,500.00 ",0,On sale,17.06.2026 09:00,9,9,87.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda
23945577,44B/2/21," $756,460,000.00 "," $37,823,000.00 ",0,On sale,17.06.2026 09:00,4,9,69.4,2,2026-yilning 4-choragida ,To'liq bitkazilgan holda
23945585,44B/2/47," $844,750,000.00 "," $42,237,500.00 ",0,On sale,17.06.2026 09:00,8,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda
23945597,44B/2/46," $745,560,000.00 "," $37,278,000.00 ",0,On sale,17.06.2026 09:00,8,9,68.4,2,2026-yilning 4-choragida ,To'liq bitkazilgan holda
23945602,44B/6/39," $756,460,000.00 "," $37,823,000.00 ",0,On sale,17.06.2026 09:00,7,9,69.4,2,2026-yilning 4-choragida ,To'liq bitkazilgan holda
23945606,44B/6/46," $745,560,000.00 "," $37,278,000.00 ",0,On sale,17.06.2026 09:00,8,9,68.4,2,2026-yilning 4-choragida ,To'liq bitkazilgan holda
23945608,44B/6/52," $745,560,000.00 "," $37,278,000.00 ",0,On sale,17.06.2026 09:00,9,9,68.4,2,2026-yilning 4-choragida ,To'liq bitkazilgan holda
23945615,44A/5/42," $705,114,000.00 "," $35,255,700.00 ",0,On sale,17.06.2026 09:00,9,12,54.66,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda
23945617,44A/4/21," $894,166,000.00 "," $44,708,300.00 ",0,On sale,17.06.2026 09:00,4,7,75.14,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda
23945625,46A/1/43," $820,182,000.00 "," $41,009,100.00 ",0,On sale,17.06.2026 09:00,10,12,63.58,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda
23945627,46A/1/54," $850,854,000.00 "," $42,542,700.00 ",0,On sale,17.06.2026 09:00,12,12,78.06,3,2027-yilning 2 choragida ,To'liq bitkazilgan holda
23945634,44A/5/58," $814,506,000.00 "," $40,725,300.00 ",0,On sale,17.06.2026 09:00,12,12,63.14,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda
23945643,46A/2/29," $868,730,000.00 "," $43,436,500.00 ",0,On sale,17.06.2026 09:00,6,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda
23945644,44A/4/15," $894,166,000.00 "," $44,708,300.00 ",0,On sale,17.06.2026 09:00,3,7,75.14,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda
23945654,46A/2/47," $868,730,000.00 "," $43,436,500.00 ",0,On sale,17.06.2026 09:00,9,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda
23945655,46A/3/14," $868,730,000.00 "," $43,436,500.00 ",0,On sale,17.06.2026 09:00,4,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda
23945659,46A/3/45," $751,555,000.00 "," $37,577,750.00 ",0,On sale,17.06.2026 09:00,9,9,68.95,2,2027-yilning 2 choragida,To'liq bitkazilgan holda
23945667,46A/4/29," $902,956,000.00 "," $45,147,800.00 ",0,On sale,17.06.2026 09:00,9,12,82.84,3,2027-yilning 2-choragida,To'liq bitkazilgan holda
23945670,46A/9/55," $632,418,000.00 "," $31,620,900.00 ",0,On sale,17.06.2026 09:00,12,12,58.02,2,2027-yilning 2-choragida,To'liq bitkazilgan holda
23945677,46A/9/41," $902,956,000.00 "," $45,147,800.00 ",0,On sale,17.06.2026 09:00,10,12,82.84,3,2027-yilning 2-choragida,To'liq bitkazilgan holda
23945678,46A/9/26," $902,956,000.00 "," $45,147,800.00 ",0,On sale,17.06.2026 09:00,7,12,82.84,3,2027-yilning 2-choragida,To'liq bitkazilgan holda
23945687,44A/7/45," $854,887,000.00 "," $42,744,350.00 ",0,On sale,17.06.2026 09:00,10,12,78.43,3,2027-yilning 2-choragida,To'liq bitkazilgan holda
23945692,44A/7/39," $888,459,000.00 "," $44,422,950.00 ",0,On sale,17.06.2026 09:00,9,12,81.51,3,2027-yilning 2-choragida,To'liq bitkazilgan holda
23945696,44A/7/35," $854,887,000.00 "," $42,744,350.00 ",0,On sale,17.06.2026 09:00,8,12,78.43,3,2027-yilning 2-choragida,To'liq bitkazilgan holda
23945620,46A/1/33," $820,182,000.00 "," $41,009,100.00 ",0,On sale,17.06.2026 09:00,8,12,63.58,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda
23945630,46A/2/45," $751,555,000.00 "," $37,577,750.00 ",0,On sale,17.06.2026 09:00,9,9,68.95,2,2027-yilning 2 choragida,To'liq bitkazilgan holda
23945638,44A/5/55," $888,459,000.00 "," $44,422,950.00 ",0,On sale,17.06.2026 09:00,11,12,81.51,3,2027-yilning 2 choragida ,To'liq bitkazilgan holda
23945645,44A/4/40," $894,166,000.00 "," $44,708,300.00 ",0,On sale,17.06.2026 09:00,7,7,75.14,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda
23945653,46A/3/43," $973,261,000.00 "," $48,663,050.00 ",0,On sale,17.06.2026 09:00,9,9,89.29,3,2027-yilning 2 choragida,To'liq bitkazilgan holda
23945664,46A/3/47," $868,730,000.00 "," $43,436,500.00 ",0,On sale,17.06.2026 09:00,9,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda
23945674,46A/9/52," $850,854,000.00 "," $42,542,700.00 ",0,On sale,17.06.2026 09:00,12,12,78.06,3,2027-yilning 2-choragida,To'liq bitkazilgan holda
23945676,44A/7/30," $854,887,000.00 "," $42,744,350.00 ",0,On sale,17.06.2026 09:00,7,12,78.43,3,2027-yilning 2-choragida,To'liq bitkazilgan holda
23945689,44A/7/40," $854,887,000.00 "," $42,744,350.00 ",0,On sale,17.06.2026 09:00,9,12,78.43,3,2027-yilning 2-choragida,To'liq bitkazilgan holda
23945694,44A/7/29," $888,459,000.00 "," $44,422,950.00 ",0,On sale,17.06.2026 09:00,7,12,81.51,3,2027-yilning 2-choragida,To'liq bitkazilgan holda
23945553,46A/6/31," $748,458,000.00 "," $37,422,900.00 ",0,On sale,17.06.2026 09:00,8,12,58.02,2,2027-yilning 2-choragida,To'liq bitkazilgan holda
23945555,46A/6/41," $748,458,000.00 "," $37,422,900.00 ",0,On sale,17.06.2026 09:00,10,12,58.02,2,2027-yilning 2-choragida,To'liq bitkazilgan holda
23945556,44A/1/55," $888,459,000.00 "," $44,422,950.00 ",0,On sale,17.06.2026 09:00,11,12,81.51,3,2027-yilning 2-choragida,To'liq bitkazilgan holda
23945560,44B/6/44," $844,750,000.00 "," $42,237,500.00 ",0,On sale,17.06.2026 09:00,8,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda
23945559,44B/6/47," $844,750,000.00 "," $42,237,500.00 ",0,On sale,17.06.2026 09:00,8,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda
23945563,44B/6/17," $844,750,000.00 "," $42,237,500.00 ",0,On sale,17.06.2026 09:00,3,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda
23945570,44B/2/42," $953,750,000.00 "," $47,687,500.00 ",0,On sale,17.06.2026 09:00,7,9,87.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda
23945574,44B/2/27," $756,460,000.00 "," $37,823,000.00 ",0,On sale,17.06.2026 09:00,5,9,69.4,2,2026-yilning 4-choragida ,To'liq bitkazilgan holda
23945576,44B/2/15," $756,460,000.00 "," $37,823,000.00 ",0,On sale,17.06.2026 09:00,3,9,69.4,2,2026-yilning 4-choragida ,To'liq bitkazilgan holda
23945580,44B/2/50," $844,750,000.00 "," $42,237,500.00 ",0,On sale,17.06.2026 09:00,9,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda
23945583,44B/6/37," $953,750,000.00 "," $47,687,500.00 ",0,On sale,17.06.2026 09:00,7,9,87.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda
23945586,44B/2/41," $844,750,000.00 "," $42,237,500.00 ",0,On sale,17.06.2026 09:00,7,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda
23945587,44B/2/35," $844,750,000.00 "," $42,237,500.00 ",0,On sale,17.06.2026 09:00,6,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda
23945590,44B/6/43," $953,750,000.00 "," $47,687,500.00 ",0,On sale,17.06.2026 09:00,8,9,87.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda
23945595,44B/6/19," $953,750,000.00 "," $47,687,500.00 ",0,On sale,17.06.2026 09:00,4,9,87.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda
