lot_number,name,lot_number_extracted,building_number, price , price_per_sqm , deposit ,applications,status,auction_end,unit_floor,building_floors,total_area,rooms,completion_term,handover_status,living_area,kitchen_area,auxiliary_area,views,url
24707770,44A/2/26,44A,2," 873,308,000.00 "," 10,900,000.00 "," 43,665,400.00 ",0,On sale,03.08.2026 09:00,5,9,80.12,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.73,0,16.39,1,https://e-auksion.uz/lot-view?lot_id=24707770
24707773,44A/2/32,44A,2," 873,308,000.00 "," 10,900,000.00 "," 43,665,400.00 ",0,On sale,03.08.2026 09:00,6,9,80.12,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.73,0,16.39,0,https://e-auksion.uz/lot-view?lot_id=24707773
24707774,44A/2/50,44A,2," 873,308,000.00 "," 10,900,000.00 "," 43,665,400.00 ",0,On sale,03.08.2026 09:00,9,9,80.12,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.73,0,16.39,0,https://e-auksion.uz/lot-view?lot_id=24707774
24707775,44A/2/49,44A,2," 965,413,000.00 "," 10,900,000.00 "," 48,270,650.00 ",0,On sale,03.08.2026 09:00,9,9,88.57,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,70.46,0,18.11,1,https://e-auksion.uz/lot-view?lot_id=24707775
24707776,44A/6/54,44A,6," 964,977,000.00 "," 10,900,000.00 "," 48,248,850.00 ",0,On sale,03.08.2026 09:00,9,9,88.53,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,70.42,0,18.11,0,https://e-auksion.uz/lot-view?lot_id=24707776
24707789,44A/8/26,44A,8," 954,295,000.00 "," 10,900,000.00 "," 47,714,750.00 ",0,On sale,03.08.2026 09:00,5,7,87.55,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,59.85,8.71,27.7,3,https://e-auksion.uz/lot-view?lot_id=24707789
24707792,44A/8/21,44A,8," 894,166,000.00 "," 11,900,000.00 "," 44,708,300.00 ",0,On sale,03.08.2026 09:00,4,7,75.14,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,42.99,15.2,32.15,5,https://e-auksion.uz/lot-view?lot_id=24707792
24707798,44A/6/52,44A,6," 768,450,000.00 "," 10,900,000.00 "," 38,422,500.00 ",0,On sale,03.08.2026 09:00,9,9,70.5,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.94,0,9.56,3,https://e-auksion.uz/lot-view?lot_id=24707798
24707799,44A/6/34,44A,6," 768,450,000.00 "," 10,900,000.00 "," 38,422,500.00 ",0,On sale,03.08.2026 09:00,6,9,70.5,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.94,0,9.56,4,https://e-auksion.uz/lot-view?lot_id=24707799
24707807,44A/6/26,44A,6," 873,308,000.00 "," 10,900,000.00 "," 43,665,400.00 ",0,On sale,03.08.2026 09:00,5,9,80.12,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.73,0,16.39,0,https://e-auksion.uz/lot-view?lot_id=24707807
24707809,44A/8/23,44A,8," 954,295,000.00 "," 10,900,000.00 "," 47,714,750.00 ",0,On sale,03.08.2026 09:00,4,7,87.55,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,59.85,8.71,27.7,5,https://e-auksion.uz/lot-view?lot_id=24707809
24707815,44A/8/35,44A,8," 954,295,000.00 "," 10,900,000.00 "," 47,714,750.00 ",0,On sale,03.08.2026 09:00,6,7,87.55,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,59.85,8.71,27.7,2,https://e-auksion.uz/lot-view?lot_id=24707815
24707820,46A/10/43,46A,1," 776,118,000.00 "," 11,900,000.00 "," 38,805,900.00 ",0,On sale,03.08.2026 09:00,8,9,65.22,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,53.24,0,11.98,5,https://e-auksion.uz/lot-view?lot_id=24707820
24707824,46A/10/32,46A,1," 927,372,000.00 "," 10,900,000.00 "," 46,368,600.00 ",0,On sale,03.08.2026 09:00,6,9,85.08,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,56.44,10.26,28.64,4,https://e-auksion.uz/lot-view?lot_id=24707824
24707826,46A/10/50,46A,1," 927,372,000.00 "," 10,900,000.00 "," 46,368,600.00 ",0,On sale,03.08.2026 09:00,9,9,85.08,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,56.44,10.26,28.64,1,https://e-auksion.uz/lot-view?lot_id=24707826
24707831,46A/10/39,46A,1," 862,735,000.00 "," 10,900,000.00 "," 43,136,750.00 ",0,On sale,03.08.2026 09:00,7,9,79.15,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,51.46,8.52,27.69,7,https://e-auksion.uz/lot-view?lot_id=24707831
24707832,46A/10/33,46A,1," 862,735,000.00 "," 10,900,000.00 "," 43,136,750.00 ",0,On sale,03.08.2026 09:00,6,9,79.15,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,51.46,8.52,27.69,2,https://e-auksion.uz/lot-view?lot_id=24707832
24707839,46A/10/28,46A,1," 862,735,000.00 "," 10,900,000.00 "," 43,136,750.00 ",0,On sale,03.08.2026 09:00,5,9,79.15,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,51.46,8.52,27.69,0,https://e-auksion.uz/lot-view?lot_id=24707839
24707843,46A/10/48,46A,1," 776,118,000.00 "," 11,900,000.00 "," 38,805,900.00 ",0,On sale,03.08.2026 09:00,8,9,65.22,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,53.24,0,11.98,6,https://e-auksion.uz/lot-view?lot_id=24707843
24707847,46A/10/23,46A,1," 927,372,000.00 "," 10,900,000.00 "," 46,368,600.00 ",0,On sale,03.08.2026 09:00,4,9,85.08,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,56.44,10.26,28.64,4,https://e-auksion.uz/lot-view?lot_id=24707847
24707676,45D/2/9,45D,2," 793,520,000.00 "," 10,900,000.00 "," 39,676,000.00 ",0,On sale,03.08.2026 09:00,2,12,72.8,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,3,https://e-auksion.uz/lot-view?lot_id=24707676
24707682,45D/7/10,45D,7," 767,142,000.00 "," 10,900,000.00 "," 38,357,100.00 ",0,On sale,03.08.2026 09:00,2,9,70.38,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,3,https://e-auksion.uz/lot-view?lot_id=24707682
24707692,45D/3/9,45D,3," 793,520,000.00 "," 10,900,000.00 "," 39,676,000.00 ",0,On sale,03.08.2026 09:00,2,12,72.8,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,6,https://e-auksion.uz/lot-view?lot_id=24707692
24707702,45D/7/9,45D,7," 793,520,000.00 "," 10,900,000.00 "," 39,676,000.00 ",0,On sale,03.08.2026 09:00,2,9,72.8,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,4,https://e-auksion.uz/lot-view?lot_id=24707702
24707718,43F/5/57,43F,5," 1,006,974,000.00 "," 12,900,000.00 "," 50,348,700.00 ",0,On sale,03.08.2026 09:00,12,12,78.06,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.43,0,17.63,2,https://e-auksion.uz/lot-view?lot_id=24707718
24707725,43F/5/48,43F,5," 1,068,636,000.00 "," 12,900,000.00 "," 53,431,800.00 ",0,On sale,03.08.2026 09:00,10,12,82.84,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,61.63,0,21.21,1,https://e-auksion.uz/lot-view?lot_id=24707725
24707735,43F/8/40,43F,8," 1,097,532,000.00 "," 12,900,000.00 "," 54,876,600.00 ",0,On sale,03.08.2026 09:00,7,7,85.08,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,56.44,10.26,28.64,3,https://e-auksion.uz/lot-view?lot_id=24707735
24707749,44A/2/35,44A,2," 872,981,000.00 "," 10,900,000.00 "," 43,649,050.00 ",0,On sale,03.08.2026 09:00,6,9,80.09,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.7,0,16.39,0,https://e-auksion.uz/lot-view?lot_id=24707749
24707758,46A/7/45,46A,7," 772,156,000.00 "," 10,900,000.00 "," 38,607,800.00 ",0,On sale,03.08.2026 09:00,9,9,70.84,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.59,0,10.25,4,https://e-auksion.uz/lot-view?lot_id=24707758
24707769,44A/2/51,44A,2," 768,232,000.00 "," 10,900,000.00 "," 38,411,600.00 ",0,On sale,03.08.2026 09:00,9,9,70.48,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.7,0,9.78,3,https://e-auksion.uz/lot-view?lot_id=24707769
24707780,44A/6/23,44A,6," 872,981,000.00 "," 10,900,000.00 "," 43,649,050.00 ",0,On sale,03.08.2026 09:00,4,9,80.09,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.7,0,16.39,0,https://e-auksion.uz/lot-view?lot_id=24707780
24707793,44A/6/15,44A,6," 768,886,000.00 "," 10,900,000.00 "," 38,444,300.00 ",1,On sale,03.08.2026 09:00,3,9,70.54,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.76,0,9.78,12,https://e-auksion.uz/lot-view?lot_id=24707793
24707804,44A/8/34,44A,8," 894,166,000.00 "," 11,900,000.00 "," 44,708,300.00 ",0,On sale,03.08.2026 09:00,6,7,75.14,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,42.99,15.2,32.15,1,https://e-auksion.uz/lot-view?lot_id=24707804
24707741,44A/2/28,44A,2," 768,450,000.00 "," 10,900,000.00 "," 38,422,500.00 ",0,On sale,03.08.2026 09:00,5,9,70.5,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.94,0,9.56,3,https://e-auksion.uz/lot-view?lot_id=24707741
24707750,44A/2/47,44A,2," 872,981,000.00 "," 10,900,000.00 "," 43,649,050.00 ",0,On sale,03.08.2026 09:00,8,9,80.09,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.7,0,16.39,0,https://e-auksion.uz/lot-view?lot_id=24707750
24707751,44A/2/52,44A,2," 768,450,000.00 "," 10,900,000.00 "," 38,422,500.00 ",0,On sale,03.08.2026 09:00,9,9,70.5,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.94,0,9.56,2,https://e-auksion.uz/lot-view?lot_id=24707751
24707762,44A/2/54,44A,2," 964,977,000.00 "," 10,900,000.00 "," 48,248,850.00 ",0,On sale,03.08.2026 09:00,9,9,88.53,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,70.42,0,18.11,1,https://e-auksion.uz/lot-view?lot_id=24707762
24707768,44A/2/45,44A,2," 768,232,000.00 "," 10,900,000.00 "," 38,411,600.00 ",0,On sale,03.08.2026 09:00,8,9,70.48,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.7,0,9.78,4,https://e-auksion.uz/lot-view?lot_id=24707768
24707779,44A/6/29,44A,6," 872,981,000.00 "," 10,900,000.00 "," 43,649,050.00 ",0,On sale,03.08.2026 09:00,5,9,80.09,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.7,0,16.39,0,https://e-auksion.uz/lot-view?lot_id=24707779
24707781,44A/6/41,44A,6," 872,981,000.00 "," 10,900,000.00 "," 43,649,050.00 ",0,On sale,03.08.2026 09:00,7,9,80.09,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.7,0,16.39,0,https://e-auksion.uz/lot-view?lot_id=24707781
24707786,44A/6/27,44A,6," 768,886,000.00 "," 10,900,000.00 "," 38,444,300.00 ",0,On sale,03.08.2026 09:00,5,9,70.54,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.76,0,9.78,2,https://e-auksion.uz/lot-view?lot_id=24707786
24707787,44A/6/51,44A,6," 768,886,000.00 "," 10,900,000.00 "," 38,444,300.00 ",0,On sale,03.08.2026 09:00,9,9,70.54,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.76,0,9.78,4,https://e-auksion.uz/lot-view?lot_id=24707787
24707796,44A/6/46,44A,6," 768,450,000.00 "," 10,900,000.00 "," 38,422,500.00 ",0,On sale,03.08.2026 09:00,8,9,70.5,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.94,0,9.56,2,https://e-auksion.uz/lot-view?lot_id=24707796
24707801,44A/8/22,44A,8," 894,166,000.00 "," 11,900,000.00 "," 44,708,300.00 ",0,On sale,03.08.2026 09:00,4,7,75.14,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,42.99,15.2,32.15,2,https://e-auksion.uz/lot-view?lot_id=24707801
24707806,44A/8/27,44A,8," 894,166,000.00 "," 11,900,000.00 "," 44,708,300.00 ",0,On sale,03.08.2026 09:00,5,7,75.14,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,42.99,15.2,32.15,2,https://e-auksion.uz/lot-view?lot_id=24707806
24707812,44A/6/44,44A,6," 873,308,000.00 "," 10,900,000.00 "," 43,665,400.00 ",1,On sale,03.08.2026 09:00,8,9,80.12,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.73,0,16.39,3,https://e-auksion.uz/lot-view?lot_id=24707812
24707813,44A/6/39,44A,6," 768,886,000.00 "," 10,900,000.00 "," 38,444,300.00 ",0,On sale,03.08.2026 09:00,7,9,70.54,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.76,0,9.78,5,https://e-auksion.uz/lot-view?lot_id=24707813
24707821,46A/10/49,46A,1," 776,118,000.00 "," 11,900,000.00 "," 38,805,900.00 ",0,On sale,03.08.2026 09:00,9,9,65.22,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,53.24,0,11.98,6,https://e-auksion.uz/lot-view?lot_id=24707821
24707822,46A/10/14,46A,1," 927,372,000.00 "," 10,900,000.00 "," 46,368,600.00 ",0,On sale,03.08.2026 09:00,3,9,85.08,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,56.44,10.26,28.64,4,https://e-auksion.uz/lot-view?lot_id=24707822
24707828,46A/10/15,46A,1," 862,735,000.00 "," 10,900,000.00 "," 43,136,750.00 ",0,On sale,03.08.2026 09:00,3,9,79.15,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,51.46,8.52,27.69,1,https://e-auksion.uz/lot-view?lot_id=24707828
24707833,46A/10/45,46A,1," 862,735,000.00 "," 10,900,000.00 "," 43,136,750.00 ",1,On sale,03.08.2026 09:00,8,9,79.15,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,51.46,8.52,27.69,11,https://e-auksion.uz/lot-view?lot_id=24707833
24707836,46A/10/22,46A,1," 862,735,000.00 "," 10,900,000.00 "," 43,136,750.00 ",0,On sale,03.08.2026 09:00,4,9,79.15,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,51.46,8.52,27.69,1,https://e-auksion.uz/lot-view?lot_id=24707836
24707841,46A/10/40,46A,1," 862,735,000.00 "," 10,900,000.00 "," 43,136,750.00 ",0,On sale,03.08.2026 09:00,7,9,79.15,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,51.46,8.52,27.69,1,https://e-auksion.uz/lot-view?lot_id=24707841
24707844,46A/10/46,46A,1," 862,735,000.00 "," 10,900,000.00 "," 43,136,750.00 ",0,On sale,03.08.2026 09:00,8,9,79.15,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,51.46,8.52,27.69,0,https://e-auksion.uz/lot-view?lot_id=24707844
24707620,46A/6/41,46A,6," 748,458,000.00 "," 12,900,000.00 "," 37,422,900.00 ",0,On sale,03.08.2026 09:00,10,12,58.02,2,2027-yilning 2-choragida,To'liq bitkazilgan holda,45.04,0,12.98,19,https://e-auksion.uz/lot-view?lot_id=24707620
24707625,46A/9/46,46A,9," 902,956,000.00 "," 10,900,000.00 "," 45,147,800.00 ",0,On sale,03.08.2026 09:00,11,12,82.84,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,61.63,0,21.21,2,https://e-auksion.uz/lot-view?lot_id=24707625
24707668,44A/7/34,44A,7," 888,459,000.00 "," 10,900,000.00 "," 44,422,950.00 ",0,On sale,03.08.2026 09:00,8,12,81.51,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,60.58,0,20.93,5,https://e-auksion.uz/lot-view?lot_id=24707668
24707678,45D/3/11,45D,3," 904,918,000.00 "," 10,900,000.00 "," 45,245,900.00 ",0,On sale,03.08.2026 09:00,2,12,83.02,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,1,https://e-auksion.uz/lot-view?lot_id=24707678
24707687,45D/8/8,45D,8," 904,918,000.00 "," 10,900,000.00 "," 45,245,900.00 ",0,On sale,03.08.2026 09:00,2,9,83.02,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,1,https://e-auksion.uz/lot-view?lot_id=24707687
24707697,45D/9/1,45D,9," 663,265,000.00 "," 10,900,000.00 "," 33,163,250.00 ",0,On sale,03.08.2026 09:00,2,12,60.85,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,36,https://e-auksion.uz/lot-view?lot_id=24707697
24707703,45D/10/4,45D,1," 893,800,000.00 "," 10,900,000.00 "," 44,690,000.00 ",0,On sale,03.08.2026 09:00,2,9,82,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,3,https://e-auksion.uz/lot-view?lot_id=24707703
24707713,43F/5/22,43F,5," 1,006,974,000.00 "," 12,900,000.00 "," 50,348,700.00 ",0,On sale,03.08.2026 09:00,5,12,78.06,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.43,0,17.63,2,https://e-auksion.uz/lot-view?lot_id=24707713
24707715,43F/5/42,43F,5," 1,006,974,000.00 "," 12,900,000.00 "," 50,348,700.00 ",0,On sale,03.08.2026 09:00,9,12,78.06,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.43,0,17.63,2,https://e-auksion.uz/lot-view?lot_id=24707715
24707724,43F/5/53,43F,5," 1,068,636,000.00 "," 12,900,000.00 "," 53,431,800.00 ",0,On sale,03.08.2026 09:00,11,12,82.84,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,61.63,0,21.21,1,https://e-auksion.uz/lot-view?lot_id=24707724
24707728,43F/8/37,43F,8," 1,097,532,000.00 "," 12,900,000.00 "," 54,876,600.00 ",0,On sale,03.08.2026 09:00,7,7,85.08,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,56.44,10.26,28.64,6,https://e-auksion.uz/lot-view?lot_id=24707728
24707733,43F/8/22,43F,8," 1,097,532,000.00 "," 12,900,000.00 "," 54,876,600.00 ",0,On sale,03.08.2026 09:00,4,7,85.08,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,56.44,10.26,28.64,5,https://e-auksion.uz/lot-view?lot_id=24707733
24707743,43F/8/20,43F,8," 1,021,035,000.00 "," 12,900,000.00 "," 51,051,750.00 ",0,On sale,03.08.2026 09:00,4,7,79.15,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,51.46,8.52,27.69,4,https://e-auksion.uz/lot-view?lot_id=24707743
24707756,44A/2/40,44A,2," 768,450,000.00 "," 10,900,000.00 "," 38,422,500.00 ",0,On sale,03.08.2026 09:00,7,9,70.5,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.94,0,9.56,5,https://e-auksion.uz/lot-view?lot_id=24707756
24707765,44A/2/21,44A,2," 768,232,000.00 "," 10,900,000.00 "," 38,411,600.00 ",0,On sale,03.08.2026 09:00,4,9,70.48,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.7,0,9.78,11,https://e-auksion.uz/lot-view?lot_id=24707765
24707778,44A/6/35,44A,6," 872,981,000.00 "," 10,900,000.00 "," 43,649,050.00 ",0,On sale,03.08.2026 09:00,6,9,80.09,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.7,0,16.39,0,https://e-auksion.uz/lot-view?lot_id=24707778
24707788,44A/6/20,44A,6," 873,308,000.00 "," 10,900,000.00 "," 43,665,400.00 ",0,On sale,03.08.2026 09:00,4,9,80.12,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.73,0,16.39,1,https://e-auksion.uz/lot-view?lot_id=24707788
24707797,44A/6/45,44A,6," 768,886,000.00 "," 10,900,000.00 "," 38,444,300.00 ",1,On sale,03.08.2026 09:00,8,9,70.54,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.76,0,9.78,6,https://e-auksion.uz/lot-view?lot_id=24707797
24707805,44A/6/38,44A,6," 873,308,000.00 "," 10,900,000.00 "," 43,665,400.00 ",0,On sale,03.08.2026 09:00,7,9,80.12,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.73,0,16.39,0,https://e-auksion.uz/lot-view?lot_id=24707805
24707818,46A/10/31,46A,1," 776,118,000.00 "," 11,900,000.00 "," 38,805,900.00 ",0,On sale,03.08.2026 09:00,6,9,65.22,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,53.24,0,11.98,36,https://e-auksion.uz/lot-view?lot_id=24707818
24707823,46A/10/20,46A,1," 927,372,000.00 "," 10,900,000.00 "," 46,368,600.00 ",0,On sale,03.08.2026 09:00,4,9,85.08,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,56.44,10.26,28.64,7,https://e-auksion.uz/lot-view?lot_id=24707823
24707830,46A/10/21,46A,1," 862,735,000.00 "," 10,900,000.00 "," 43,136,750.00 ",0,On sale,03.08.2026 09:00,4,9,79.15,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,51.46,8.52,27.69,3,https://e-auksion.uz/lot-view?lot_id=24707830
24707840,46A/10/34,46A,1," 862,735,000.00 "," 10,900,000.00 "," 43,136,750.00 ",0,On sale,03.08.2026 09:00,6,9,79.15,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,51.46,8.52,27.69,1,https://e-auksion.uz/lot-view?lot_id=24707840
24707846,46A/10/17,46A,1," 927,372,000.00 "," 10,900,000.00 "," 46,368,600.00 ",1,On sale,03.08.2026 09:00,3,9,85.08,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,56.44,10.26,28.64,7,https://e-auksion.uz/lot-view?lot_id=24707846
24707630,46A/2/44,46A,2," 868,730,000.00 "," 10,900,000.00 "," 43,436,500.00 ",0,On sale,03.08.2026 09:00,9,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,2,https://e-auksion.uz/lot-view?lot_id=24707630
24707637,46A/1/53,46A,1," 820,182,000.00 "," 12,900,000.00 "," 41,009,100.00 ",0,On sale,03.08.2026 09:00,12,12,63.58,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda,51.33,0,12.25,3,https://e-auksion.uz/lot-view?lot_id=24707637
24707645,44B/2/45,44B,2," 756,460,000.00 "," 10,900,000.00 "," 37,823,000.00 ",0,On sale,03.08.2026 09:00,8,9,69.4,2,2026-yilning 4-choragida ,To'liq bitkazilgan holda,52.2,0,17.2,5,https://e-auksion.uz/lot-view?lot_id=24707645
24707651,44B/6/44,44B,6," 844,750,000.00 "," 10,900,000.00 "," 42,237,500.00 ",0,On sale,03.08.2026 09:00,8,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,59.6,0,17.9,7,https://e-auksion.uz/lot-view?lot_id=24707651
24707655,44A/4/39,44A,4," 894,166,000.00 "," 11,900,000.00 "," 44,708,300.00 ",0,On sale,03.08.2026 09:00,7,7,75.14,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda,42.99,15.2,16.95,4,https://e-auksion.uz/lot-view?lot_id=24707655
24707667,44A/7/54,44A,7," 888,459,000.00 "," 10,900,000.00 "," 44,422,950.00 ",0,On sale,03.08.2026 09:00,12,12,81.51,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,60.58,0,20.93,2,https://e-auksion.uz/lot-view?lot_id=24707667
24707672,45D/1/4,45D,1," 882,573,000.00 "," 10,900,000.00 "," 44,128,650.00 ",0,On sale,03.08.2026 09:00,2,12,80.97,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,0,https://e-auksion.uz/lot-view?lot_id=24707672
24707677,45D/3/12,45D,3," 1,018,278,000.00 "," 10,900,000.00 "," 50,913,900.00 ",0,On sale,03.08.2026 09:00,2,12,93.42,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,1,https://e-auksion.uz/lot-view?lot_id=24707677
24707686,45D/8/9,45D,8," 793,520,000.00 "," 10,900,000.00 "," 39,676,000.00 ",0,On sale,03.08.2026 09:00,2,9,72.8,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,4,https://e-auksion.uz/lot-view?lot_id=24707686
24707695,45D/9/5,45D,9," 936,637,000.00 "," 10,900,000.00 "," 46,831,850.00 ",0,On sale,03.08.2026 09:00,2,12,85.93,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,1,https://e-auksion.uz/lot-view?lot_id=24707695
24707704,45D/3/8,45D,3," 904,918,000.00 "," 10,900,000.00 "," 45,245,900.00 ",0,On sale,03.08.2026 09:00,2,12,83.02,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,2,https://e-auksion.uz/lot-view?lot_id=24707704
24707710,45D/10/6,45D,1," 739,892,000.00 "," 10,900,000.00 "," 36,994,600.00 ",0,On sale,03.08.2026 09:00,2,9,67.88,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,12,https://e-auksion.uz/lot-view?lot_id=24707710
24707617,46A/6/36,46A,6," 748,458,000.00 "," 12,900,000.00 "," 37,422,900.00 ",0,On sale,03.08.2026 09:00,9,12,58.02,2,2027-yilning 2-choragida,To'liq bitkazilgan holda,45.04,0,12.98,19,https://e-auksion.uz/lot-view?lot_id=24707617
24707618,46A/6/46,46A,6," 748,458,000.00 "," 12,900,000.00 "," 37,422,900.00 ",0,On sale,03.08.2026 09:00,11,12,58.02,2,2027-yilning 2-choragida,To'liq bitkazilgan holda,45.04,0,12.98,6,https://e-auksion.uz/lot-view?lot_id=24707618
24707622,46A/3/44,46A,3," 868,730,000.00 "," 10,900,000.00 "," 43,436,500.00 ",0,On sale,03.08.2026 09:00,9,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,4,https://e-auksion.uz/lot-view?lot_id=24707622
24707627,46A/9/31,46A,9," 902,956,000.00 "," 10,900,000.00 "," 45,147,800.00 ",0,On sale,03.08.2026 09:00,8,12,82.84,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,61.63,0,21.21,5,https://e-auksion.uz/lot-view?lot_id=24707627
24707641,46A/1/43,46A,1," 820,182,000.00 "," 12,900,000.00 "," 41,009,100.00 ",0,On sale,03.08.2026 09:00,10,12,63.58,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda,51.33,0,12.25,6,https://e-auksion.uz/lot-view?lot_id=24707641
24707642,44B/6/45,44B,6," 756,460,000.00 "," 10,900,000.00 "," 37,823,000.00 ",0,On sale,03.08.2026 09:00,8,9,69.4,2,2026-yilning 4-choragida ,To'liq bitkazilgan holda,52.2,0,17.2,11,https://e-auksion.uz/lot-view?lot_id=24707642
24707648,44B/2/47,44B,2," 844,750,000.00 "," 10,900,000.00 "," 42,237,500.00 ",0,On sale,03.08.2026 09:00,8,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,59.6,0,17.9,5,https://e-auksion.uz/lot-view?lot_id=24707648
24707649,44B/2/52,44B,2," 745,560,000.00 "," 10,900,000.00 "," 37,278,000.00 ",0,On sale,03.08.2026 09:00,9,9,68.4,2,2026-yilning 4-choragida ,To'liq bitkazilgan holda,50.5,0,17.9,21,https://e-auksion.uz/lot-view?lot_id=24707649
24707653,44A/5/56,44A,5," 693,532,000.00 "," 11,900,000.00 "," 34,676,600.00 ",0,On sale,03.08.2026 09:00,12,12,58.28,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda,45.3,0,12.98,25,https://e-auksion.uz/lot-view?lot_id=24707653
