lot_number,name,lot_number_extracted,building_number, price , price_per_sqm , deposit ,applications,status,auction_end,unit_floor,building_floors,total_area,rooms,completion_term,handover_status,living_area,kitchen_area,auxiliary_area,views,url
24707699,45D/8/12,45D,8," 1,018,278,000.00 "," 10,900,000.00 "," 50,913,900.00 ",0,On sale,03.08.2026 09:00,2,9,93.42,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,12,https://e-auksion.uz/lot-view?lot_id=24707699
24707708,45D/8/10,45D,8," 767,142,000.00 "," 10,900,000.00 "," 38,357,100.00 ",0,On sale,03.08.2026 09:00,2,9,70.38,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,4,https://e-auksion.uz/lot-view?lot_id=24707708
24707712,43F/5/56,43F,5," 820,182,000.00 "," 12,900,000.00 "," 41,009,100.00 ",0,On sale,03.08.2026 09:00,12,12,63.58,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,40.21,11.12,23.37,12,https://e-auksion.uz/lot-view?lot_id=24707712
24707720,43F/5/23,43F,5," 1,068,636,000.00 "," 12,900,000.00 "," 53,431,800.00 ",0,On sale,03.08.2026 09:00,5,12,82.84,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,61.63,0,21.21,9,https://e-auksion.uz/lot-view?lot_id=24707720
24707727,43F/5/58,43F,5," 1,068,636,000.00 "," 12,900,000.00 "," 53,431,800.00 ",0,On sale,03.08.2026 09:00,12,12,82.84,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,61.63,0,21.21,5,https://e-auksion.uz/lot-view?lot_id=24707727
24707732,46A/7/44,46A,7," 868,730,000.00 "," 10,900,000.00 "," 43,436,500.00 ",0,On sale,03.08.2026 09:00,9,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,5,https://e-auksion.uz/lot-view?lot_id=24707732
24707742,44A/2/22,44A,2," 768,450,000.00 "," 10,900,000.00 "," 38,422,500.00 ",0,On sale,03.08.2026 09:00,4,9,70.5,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.94,0,9.56,10,https://e-auksion.uz/lot-view?lot_id=24707742
24707753,46A/8/14,46A,8," 868,730,000.00 "," 10,900,000.00 "," 43,436,500.00 ",1,On sale,03.08.2026 09:00,4,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,8,https://e-auksion.uz/lot-view?lot_id=24707753
24707761,44A/2/46,44A,2," 768,450,000.00 "," 10,900,000.00 "," 38,422,500.00 ",0,On sale,03.08.2026 09:00,8,9,70.5,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.94,0,9.56,3,https://e-auksion.uz/lot-view?lot_id=24707761
24707766,44A/2/27,44A,2," 768,232,000.00 "," 10,900,000.00 "," 38,411,600.00 ",0,On sale,03.08.2026 09:00,5,9,70.48,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.7,0,9.78,3,https://e-auksion.uz/lot-view?lot_id=24707766
24707772,44A/2/38,44A,2," 873,308,000.00 "," 10,900,000.00 "," 43,665,400.00 ",0,On sale,03.08.2026 09:00,7,9,80.12,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.73,0,16.39,1,https://e-auksion.uz/lot-view?lot_id=24707772
24707782,44A/6/47,44A,6," 872,981,000.00 "," 10,900,000.00 "," 43,649,050.00 ",0,On sale,03.08.2026 09:00,8,9,80.09,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.7,0,16.39,4,https://e-auksion.uz/lot-view?lot_id=24707782
24707784,44A/6/21,44A,6," 768,886,000.00 "," 10,900,000.00 "," 38,444,300.00 ",0,On sale,03.08.2026 09:00,4,9,70.54,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.76,0,9.78,8,https://e-auksion.uz/lot-view?lot_id=24707784
24707794,44A/8/40,44A,8," 894,166,000.00 "," 11,900,000.00 "," 44,708,300.00 ",0,On sale,03.08.2026 09:00,7,7,75.14,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,42.99,15.2,32.15,10,https://e-auksion.uz/lot-view?lot_id=24707794
24707803,44A/6/49,44A,6," 965,413,000.00 "," 10,900,000.00 "," 48,270,650.00 ",0,On sale,03.08.2026 09:00,9,9,88.57,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,70.46,0,18.11,2,https://e-auksion.uz/lot-view?lot_id=24707803
24707811,44A/6/43,44A,6," 965,413,000.00 "," 10,900,000.00 "," 48,270,650.00 ",1,On sale,03.08.2026 09:00,8,9,88.57,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,70.46,0,18.11,6,https://e-auksion.uz/lot-view?lot_id=24707811
24707817,44A/8/42,44A,8," 753,389,000.00 "," 11,900,000.00 "," 37,669,450.00 ",0,On sale,03.08.2026 09:00,7,7,63.31,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,38.01,13,25.3,17,https://e-auksion.uz/lot-view?lot_id=24707817
24707835,46A/10/16,46A,1," 862,735,000.00 "," 10,900,000.00 "," 43,136,750.00 ",0,On sale,03.08.2026 09:00,3,9,79.15,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,51.46,8.52,27.69,14,https://e-auksion.uz/lot-view?lot_id=24707835
24707837,46A/10/35,46A,1," 927,372,000.00 "," 10,900,000.00 "," 46,368,600.00 ",0,On sale,03.08.2026 09:00,6,9,85.08,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,56.44,10.26,28.64,5,https://e-auksion.uz/lot-view?lot_id=24707837
24707629,44B/2/44,44B,2," 844,750,000.00 "," 10,900,000.00 "," 42,237,500.00 ",0,On sale,03.08.2026 09:00,8,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,59.6,0,17.9,7,https://e-auksion.uz/lot-view?lot_id=24707629
24707633,44B/6/51,44B,6," 756,460,000.00 "," 10,900,000.00 "," 37,823,000.00 ",0,On sale,03.08.2026 09:00,9,9,69.4,2,2026-yilning 4-choragida ,To'liq bitkazilgan holda,52.2,0,17.2,5,https://e-auksion.uz/lot-view?lot_id=24707633
24707640,46A/1/48,46A,1," 820,182,000.00 "," 12,900,000.00 "," 41,009,100.00 ",0,On sale,03.08.2026 09:00,11,12,63.58,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda,51.33,0,12.25,5,https://e-auksion.uz/lot-view?lot_id=24707640
24707647,44B/2/41,44B,2," 844,750,000.00 "," 10,900,000.00 "," 42,237,500.00 ",0,On sale,03.08.2026 09:00,7,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,59.6,0,17.9,5,https://e-auksion.uz/lot-view?lot_id=24707647
24707684,45D/3/7,45D,3," 1,018,278,000.00 "," 10,900,000.00 "," 50,913,900.00 ",0,On sale,03.08.2026 09:00,2,12,93.42,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,5,https://e-auksion.uz/lot-view?lot_id=24707684
24707694,45D/5/4,45D,5," 893,800,000.00 "," 10,900,000.00 "," 44,690,000.00 ",0,On sale,03.08.2026 09:00,2,9,82,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,2,https://e-auksion.uz/lot-view?lot_id=24707694
24707700,45D/10/1,45D,1," 739,892,000.00 "," 10,900,000.00 "," 36,994,600.00 ",0,On sale,03.08.2026 09:00,2,9,67.88,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,8,https://e-auksion.uz/lot-view?lot_id=24707700
24707709,45D/7/8,45D,7," 904,918,000.00 "," 10,900,000.00 "," 45,245,900.00 ",0,On sale,03.08.2026 09:00,2,9,83.02,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,1,https://e-auksion.uz/lot-view?lot_id=24707709
24707721,43F/5/28,43F,5," 1,068,636,000.00 "," 12,900,000.00 "," 53,431,800.00 ",0,On sale,03.08.2026 09:00,6,12,82.84,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,61.63,0,21.21,2,https://e-auksion.uz/lot-view?lot_id=24707721
24707737,44A/2/29,44A,2," 872,981,000.00 "," 10,900,000.00 "," 43,649,050.00 ",0,On sale,03.08.2026 09:00,5,9,80.09,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.7,0,16.39,1,https://e-auksion.uz/lot-view?lot_id=24707737
24707744,46A/8/45,46A,8," 772,156,000.00 "," 10,900,000.00 "," 38,607,800.00 ",0,On sale,03.08.2026 09:00,9,9,70.84,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.59,0,10.25,4,https://e-auksion.uz/lot-view?lot_id=24707744
24707752,46A/8/48,46A,8," 973,261,000.00 "," 10,900,000.00 "," 48,663,050.00 ",0,On sale,03.08.2026 09:00,9,9,89.29,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,72.78,0,16.51,1,https://e-auksion.uz/lot-view?lot_id=24707752
24707763,44A/2/15,44A,2," 768,232,000.00 "," 10,900,000.00 "," 38,411,600.00 ",0,On sale,03.08.2026 09:00,3,9,70.48,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.7,0,9.78,6,https://e-auksion.uz/lot-view?lot_id=24707763
24707790,44A/6/50,44A,6," 873,308,000.00 "," 10,900,000.00 "," 43,665,400.00 ",0,On sale,03.08.2026 09:00,9,9,80.12,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.73,0,16.39,5,https://e-auksion.uz/lot-view?lot_id=24707790
24707802,44A/8/28,44A,8," 894,166,000.00 "," 11,900,000.00 "," 44,708,300.00 ",0,On sale,03.08.2026 09:00,5,7,75.14,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,42.99,15.2,32.15,0,https://e-auksion.uz/lot-view?lot_id=24707802
24707814,44A/6/14,44A,6," 873,308,000.00 "," 10,900,000.00 "," 43,665,400.00 ",0,On sale,03.08.2026 09:00,3,9,80.12,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.73,0,16.39,5,https://e-auksion.uz/lot-view?lot_id=24707814
24707842,46A/10/54,46A,1," 776,118,000.00 "," 11,900,000.00 "," 38,805,900.00 ",0,On sale,03.08.2026 09:00,9,9,65.22,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,53.24,0,11.98,17,https://e-auksion.uz/lot-view?lot_id=24707842
24707849,46A/10/53,46A,1," 927,372,000.00 "," 10,900,000.00 "," 46,368,600.00 ",0,On sale,03.08.2026 09:00,9,9,85.08,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,56.44,10.26,28.64,5,https://e-auksion.uz/lot-view?lot_id=24707849
24707616,46A/6/51,46A,6," 748,458,000.00 "," 12,900,000.00 "," 37,422,900.00 ",0,On sale,03.08.2026 09:00,12,12,58.02,2,2027-yilning 2-choragida,To'liq bitkazilgan holda,45.04,0,12.98,9,https://e-auksion.uz/lot-view?lot_id=24707616
24707626,46A/3/38,46A,3," 868,730,000.00 "," 10,900,000.00 "," 43,436,500.00 ",0,On sale,03.08.2026 09:00,8,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,2,https://e-auksion.uz/lot-view?lot_id=24707626
24707635,44A/5/51,44A,5," 693,532,000.00 "," 11,900,000.00 "," 34,676,600.00 ",0,On sale,03.08.2026 09:00,11,12,58.28,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda,45.3,0,12.98,13,https://e-auksion.uz/lot-view?lot_id=24707635
24707643,46A/1/38,46A,1," 820,182,000.00 "," 12,900,000.00 "," 41,009,100.00 ",0,On sale,03.08.2026 09:00,9,12,63.58,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda,51.33,0,12.25,1,https://e-auksion.uz/lot-view?lot_id=24707643
24707654,44B/6/54,44B,6," 953,750,000.00 "," 10,900,000.00 "," 47,687,500.00 ",0,On sale,03.08.2026 09:00,9,9,87.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,68.4,0,19.1,6,https://e-auksion.uz/lot-view?lot_id=24707654
24707658,44B/2/51,44B,2," 756,460,000.00 "," 10,900,000.00 "," 37,823,000.00 ",0,On sale,03.08.2026 09:00,9,9,69.4,2,2026-yilning 4-choragida ,To'liq bitkazilgan holda,52.2,0,17.2,10,https://e-auksion.uz/lot-view?lot_id=24707658
24707661,44A/5/55,44A,5," 888,459,000.00 "," 10,900,000.00 "," 44,422,950.00 ",0,On sale,03.08.2026 09:00,11,12,81.51,3,2027-yilning 2 choragida ,To'liq bitkazilgan holda,60.58,0,20.93,4,https://e-auksion.uz/lot-view?lot_id=24707661
24707670,44A/7/44,44A,7," 888,459,000.00 "," 10,900,000.00 "," 44,422,950.00 ",0,On sale,03.08.2026 09:00,10,12,81.51,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,60.58,0,20.93,3,https://e-auksion.uz/lot-view?lot_id=24707670
24707683,45D/5/3,45D,5," 893,800,000.00 "," 10,900,000.00 "," 44,690,000.00 ",0,On sale,03.08.2026 09:00,2,9,82,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,0,https://e-auksion.uz/lot-view?lot_id=24707683
24707689,45D/8/7,45D,8," 1,018,278,000.00 "," 10,900,000.00 "," 50,913,900.00 ",0,On sale,03.08.2026 09:00,2,9,93.42,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,2,https://e-auksion.uz/lot-view?lot_id=24707689
24707698,45D/9/4,45D,9," 882,573,000.00 "," 10,900,000.00 "," 44,128,650.00 ",0,On sale,03.08.2026 09:00,2,12,80.97,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,4,https://e-auksion.uz/lot-view?lot_id=24707698
24707706,45D/10/3,45D,1," 893,800,000.00 "," 10,900,000.00 "," 44,690,000.00 ",0,On sale,03.08.2026 09:00,2,9,82,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,3,https://e-auksion.uz/lot-view?lot_id=24707706
24707714,43F/5/32,43F,5," 1,006,974,000.00 "," 12,900,000.00 "," 50,348,700.00 ",0,On sale,03.08.2026 09:00,7,12,78.06,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.43,0,17.63,2,https://e-auksion.uz/lot-view?lot_id=24707714
24707717,43F/5/18,43F,5," 1,068,636,000.00 "," 12,900,000.00 "," 53,431,800.00 ",0,On sale,03.08.2026 09:00,4,12,82.84,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,61.63,0,21.21,4,https://e-auksion.uz/lot-view?lot_id=24707717
24707740,46A/8/46,46A,8," 751,555,000.00 "," 10,900,000.00 "," 37,577,750.00 ",0,On sale,03.08.2026 09:00,9,9,68.95,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,58.7,0,10.25,10,https://e-auksion.uz/lot-view?lot_id=24707740
24707748,46A/8/21,46A,8," 772,156,000.00 "," 10,900,000.00 "," 38,607,800.00 ",1,On sale,03.08.2026 09:00,5,9,70.84,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.59,0,10.25,22,https://e-auksion.uz/lot-view?lot_id=24707748
24707757,46A/7/47,46A,7," 868,730,000.00 "," 10,900,000.00 "," 43,436,500.00 ",0,On sale,03.08.2026 09:00,9,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,3,https://e-auksion.uz/lot-view?lot_id=24707757
24707764,46A/8/43,46A,8," 973,261,000.00 "," 10,900,000.00 "," 48,663,050.00 ",0,On sale,03.08.2026 09:00,9,9,89.29,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,72.78,0,16.51,3,https://e-auksion.uz/lot-view?lot_id=24707764
24707783,44A/6/53,44A,6," 872,981,000.00 "," 10,900,000.00 "," 43,649,050.00 ",0,On sale,03.08.2026 09:00,9,9,80.09,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.7,0,16.39,1,https://e-auksion.uz/lot-view?lot_id=24707783
24707785,44A/8/33,44A,8," 894,166,000.00 "," 11,900,000.00 "," 44,708,300.00 ",0,On sale,03.08.2026 09:00,6,7,75.14,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,42.99,15.2,32.15,1,https://e-auksion.uz/lot-view?lot_id=24707785
24707795,44A/8/37,44A,8," 753,627,000.00 "," 11,900,000.00 "," 37,681,350.00 ",0,On sale,03.08.2026 09:00,7,7,63.33,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,38.01,13.01,25.32,21,https://e-auksion.uz/lot-view?lot_id=24707795
24707808,44A/6/40,44A,6," 768,450,000.00 "," 10,900,000.00 "," 38,422,500.00 ",0,On sale,03.08.2026 09:00,7,9,70.5,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.94,0,9.56,2,https://e-auksion.uz/lot-view?lot_id=24707808
24707819,46A/10/37,46A,1," 776,118,000.00 "," 11,900,000.00 "," 38,805,900.00 ",0,On sale,03.08.2026 09:00,7,9,65.22,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,53.24,0,11.98,13,https://e-auksion.uz/lot-view?lot_id=24707819
24707825,46A/10/38,46A,1," 927,372,000.00 "," 10,900,000.00 "," 46,368,600.00 ",0,On sale,03.08.2026 09:00,7,9,85.08,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,56.44,10.26,28.64,5,https://e-auksion.uz/lot-view?lot_id=24707825
24707829,46A/10/27,46A,1," 862,735,000.00 "," 10,900,000.00 "," 43,136,750.00 ",0,On sale,03.08.2026 09:00,5,9,79.15,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,51.46,8.52,27.69,1,https://e-auksion.uz/lot-view?lot_id=24707829
24707845,46A/10/42,46A,1," 776,118,000.00 "," 11,900,000.00 "," 38,805,900.00 ",0,On sale,03.08.2026 09:00,7,9,65.22,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,53.24,0,11.98,12,https://e-auksion.uz/lot-view?lot_id=24707845
24707848,46A/10/47,46A,1," 927,372,000.00 "," 10,900,000.00 "," 46,368,600.00 ",0,On sale,03.08.2026 09:00,8,9,85.08,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,56.44,10.26,28.64,3,https://e-auksion.uz/lot-view?lot_id=24707848
24707619,44A/1/55,44A,1," 888,459,000.00 "," 10,900,000.00 "," 44,422,950.00 ",0,On sale,03.08.2026 09:00,11,12,81.51,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,60.58,0,20.93,8,https://e-auksion.uz/lot-view?lot_id=24707619
24707623,46A/3/46,46A,3," 772,156,000.00 "," 10,900,000.00 "," 38,607,800.00 ",0,On sale,03.08.2026 09:00,9,9,70.84,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.59,0,10.25,8,https://e-auksion.uz/lot-view?lot_id=24707623
24707634,44A/5/58,44A,5," 814,506,000.00 "," 12,900,000.00 "," 40,725,300.00 ",0,On sale,03.08.2026 09:00,12,12,63.14,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda,39.1,11.63,12.41,7,https://e-auksion.uz/lot-view?lot_id=24707634
24707639,44B/6/46,44B,6," 745,560,000.00 "," 10,900,000.00 "," 37,278,000.00 ",0,On sale,03.08.2026 09:00,8,9,68.4,2,2026-yilning 4-choragida ,To'liq bitkazilgan holda,50.5,0,17.9,5,https://e-auksion.uz/lot-view?lot_id=24707639
24707652,44B/6/49,44B,6," 953,750,000.00 "," 10,900,000.00 "," 47,687,500.00 ",0,On sale,03.08.2026 09:00,9,9,87.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,68.4,0,19.1,3,https://e-auksion.uz/lot-view?lot_id=24707652
24707657,44B/6/42,44B,6," 953,750,000.00 "," 10,900,000.00 "," 47,687,500.00 ",0,On sale,03.08.2026 09:00,7,9,87.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,68.4,0,19.1,18,https://e-auksion.uz/lot-view?lot_id=24707657
24707671,44A/7/49,44A,7," 888,459,000.00 "," 10,900,000.00 "," 44,422,950.00 ",0,On sale,03.08.2026 09:00,11,12,81.51,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,60.58,0,20.93,4,https://e-auksion.uz/lot-view?lot_id=24707671
24707675,45D/2/12,45D,2," 1,018,278,000.00 "," 10,900,000.00 "," 50,913,900.00 ",0,On sale,03.08.2026 09:00,2,12,93.42,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,1,https://e-auksion.uz/lot-view?lot_id=24707675
24707680,45D/2/7,45D,2," 1,018,278,000.00 "," 10,900,000.00 "," 50,913,900.00 ",0,On sale,03.08.2026 09:00,2,12,93.42,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,2,https://e-auksion.uz/lot-view?lot_id=24707680
24707688,45D/8/11,45D,8," 904,918,000.00 "," 10,900,000.00 "," 45,245,900.00 ",0,On sale,03.08.2026 09:00,2,9,83.02,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,1,https://e-auksion.uz/lot-view?lot_id=24707688
24707696,45D/7/11,45D,7," 904,918,000.00 "," 10,900,000.00 "," 45,245,900.00 ",0,On sale,03.08.2026 09:00,2,9,83.02,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,1,https://e-auksion.uz/lot-view?lot_id=24707696
24707707,45D/10/5,45D,1," 961,380,000.00 "," 10,900,000.00 "," 48,069,000.00 ",0,On sale,03.08.2026 09:00,2,9,88.2,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,1,https://e-auksion.uz/lot-view?lot_id=24707707
24707722,43F/5/33,43F,5," 1,068,636,000.00 "," 12,900,000.00 "," 53,431,800.00 ",0,On sale,03.08.2026 09:00,7,12,82.84,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,61.63,0,21.21,6,https://e-auksion.uz/lot-view?lot_id=24707722
24707730,43F/8/32,43F,8," 1,021,035,000.00 "," 12,900,000.00 "," 51,051,750.00 ",0,On sale,03.08.2026 09:00,6,7,79.15,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,51.46,8.52,27.69,1,https://e-auksion.uz/lot-view?lot_id=24707730
24707734,46A/8/47,46A,8," 868,730,000.00 "," 10,900,000.00 "," 43,436,500.00 ",0,On sale,03.08.2026 09:00,9,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,1,https://e-auksion.uz/lot-view?lot_id=24707734
24707738,46A/8/44,46A,8," 868,730,000.00 "," 10,900,000.00 "," 43,436,500.00 ",0,On sale,03.08.2026 09:00,9,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,3,https://e-auksion.uz/lot-view?lot_id=24707738
24707745,44A/2/16,44A,2," 768,450,000.00 "," 10,900,000.00 "," 38,422,500.00 ",0,On sale,03.08.2026 09:00,3,9,70.5,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.94,0,9.56,15,https://e-auksion.uz/lot-view?lot_id=24707745
24707746,44A/2/53,44A,2," 872,981,000.00 "," 10,900,000.00 "," 43,649,050.00 ",0,On sale,03.08.2026 09:00,9,9,80.09,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.7,0,16.39,0,https://e-auksion.uz/lot-view?lot_id=24707746
24707755,44A/2/34,44A,2," 768,450,000.00 "," 10,900,000.00 "," 38,422,500.00 ",0,On sale,03.08.2026 09:00,6,9,70.5,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.94,0,9.56,4,https://e-auksion.uz/lot-view?lot_id=24707755
24707759,46A/8/27,46A,8," 772,156,000.00 "," 10,900,000.00 "," 38,607,800.00 ",1,On sale,03.08.2026 09:00,6,9,70.84,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.59,0,10.25,13,https://e-auksion.uz/lot-view?lot_id=24707759
24707760,46A/8/39,46A,8," 772,156,000.00 "," 10,900,000.00 "," 38,607,800.00 ",0,On sale,03.08.2026 09:00,8,9,70.84,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.59,0,10.25,5,https://e-auksion.uz/lot-view?lot_id=24707760
24707767,44A/2/39,44A,2," 768,232,000.00 "," 10,900,000.00 "," 38,411,600.00 ",0,On sale,03.08.2026 09:00,7,9,70.48,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.7,0,9.78,3,https://e-auksion.uz/lot-view?lot_id=24707767
