lot_number,name, price , price_per_sqm , deposit ,applications,status,auction_end,unit_floor,building_floors,total_area,rooms,completion_term,handover_status,living_area,kitchen_area,auxiliary_area,views,url
24006208,46A/9/31," $902,956,000.00 "," $10,900,000.00 "," $45,147,800.00 ",0,On sale,23.06.2026 09:00,8,12,82.84,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,61.63,0,21.21,4,https://e-auksion.uz/lot-view?lot_id=24006208
24006212,44A/7/45," $854,887,000.00 "," $10,900,000.00 "," $42,744,350.00 ",0,On sale,23.06.2026 09:00,10,12,78.43,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,60.92,0,17.51,2,https://e-auksion.uz/lot-view?lot_id=24006212
24006216,44A/7/24," $888,459,000.00 "," $10,900,000.00 "," $44,422,950.00 ",0,On sale,23.06.2026 09:00,6,12,81.51,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,60.58,0,20.93,3,https://e-auksion.uz/lot-view?lot_id=24006216
24006220,44A/7/39," $888,459,000.00 "," $10,900,000.00 "," $44,422,950.00 ",0,On sale,23.06.2026 09:00,9,12,81.51,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,60.58,0,20.93,1,https://e-auksion.uz/lot-view?lot_id=24006220
24006222,44A/7/49," $888,459,000.00 "," $10,900,000.00 "," $44,422,950.00 ",0,On sale,23.06.2026 09:00,11,12,81.51,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,60.58,0,20.93,4,https://e-auksion.uz/lot-view?lot_id=24006222
24006227,43F/5/34," $748,458,000.00 "," $12,900,000.00 "," $37,422,900.00 ",0,On sale,23.06.2026 09:00,8,12,58.02,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,45.04,0,12.98,1,https://e-auksion.uz/lot-view?lot_id=24006227
24006231,43F/5/31," $820,182,000.00 "," $12,900,000.00 "," $41,009,100.00 ",0,On sale,23.06.2026 09:00,7,12,63.58,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,40.21,11.12,23.37,9,https://e-auksion.uz/lot-view?lot_id=24006231
24006236,43F/5/26," $820,182,000.00 "," $12,900,000.00 "," $41,009,100.00 ",0,On sale,23.06.2026 09:00,6,12,63.58,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,40.21,11.12,23.37,0,https://e-auksion.uz/lot-view?lot_id=24006236
24006238,43F/5/14," $748,458,000.00 "," $12,900,000.00 "," $37,422,900.00 ",0,On sale,23.06.2026 09:00,4,12,58.02,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,45.04,0,12.98,5,https://e-auksion.uz/lot-view?lot_id=24006238
24006244,43F/5/57," $1,006,974,000.00 "," $12,900,000.00 "," $50,348,700.00 ",0,On sale,23.06.2026 09:00,12,12,78.06,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.43,0,17.63,6,https://e-auksion.uz/lot-view?lot_id=24006244
24006247,43F/5/42," $1,006,974,000.00 "," $12,900,000.00 "," $50,348,700.00 ",0,On sale,23.06.2026 09:00,9,12,78.06,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.43,0,17.63,4,https://e-auksion.uz/lot-view?lot_id=24006247
24006251,43F/5/13," $1,068,636,000.00 "," $12,900,000.00 "," $53,431,800.00 ",0,On sale,23.06.2026 09:00,3,12,82.84,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,61.63,0,21.21,7,https://e-auksion.uz/lot-view?lot_id=24006251
24006255,43F/5/28," $1,068,636,000.00 "," $12,900,000.00 "," $53,431,800.00 ",0,On sale,23.06.2026 09:00,6,12,82.84,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,61.63,0,21.21,1,https://e-auksion.uz/lot-view?lot_id=24006255
24006260,43F/5/58," $1,068,636,000.00 "," $12,900,000.00 "," $53,431,800.00 ",0,On sale,23.06.2026 09:00,12,12,82.84,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,61.63,0,21.21,1,https://e-auksion.uz/lot-view?lot_id=24006260
24006263,43F/8/18," $841,338,000.00 "," $12,900,000.00 "," $42,066,900.00 ",0,On sale,23.06.2026 09:00,4,7,65.22,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,53.24,0,11.98,0,https://e-auksion.uz/lot-view?lot_id=24006263
24006267,43F/8/25," $1,097,532,000.00 "," $12,900,000.00 "," $54,876,600.00 ",0,On sale,23.06.2026 09:00,5,7,85.08,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,56.44,10.26,28.64,1,https://e-auksion.uz/lot-view?lot_id=24006267
24006271,43F/8/19," $1,097,532,000.00 "," $12,900,000.00 "," $54,876,600.00 ",0,On sale,23.06.2026 09:00,4,7,85.08,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,56.44,10.26,28.64,1,https://e-auksion.uz/lot-view?lot_id=24006271
24006274,43F/8/26," $1,021,035,000.00 "," $12,900,000.00 "," $51,051,750.00 ",0,On sale,23.06.2026 09:00,5,7,79.15,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,51.46,8.52,27.69,1,https://e-auksion.uz/lot-view?lot_id=24006274
24006276,43F/8/15," $1,021,035,000.00 "," $12,900,000.00 "," $51,051,750.00 ",0,On sale,23.06.2026 09:00,3,7,79.15,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,51.46,8.52,27.69,1,https://e-auksion.uz/lot-view?lot_id=24006276
24006116,44A/1/51," $693,532,000.00 "," $11,900,000.00 "," $34,676,600.00 ",0,On sale,23.06.2026 09:00,11,12,58.28,2,2027-yilning 2-choragida,To'liq bitkazilgan holda,45.3,0,12.98,15,https://e-auksion.uz/lot-view?lot_id=24006116
24006130,44B/2/35," $844,750,000.00 "," $10,900,000.00 "," $42,237,500.00 ",0,On sale,23.06.2026 09:00,6,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,59.6,0,17.9,0,https://e-auksion.uz/lot-view?lot_id=24006130
24006135,44B/6/41," $844,750,000.00 "," $10,900,000.00 "," $42,237,500.00 ",0,On sale,23.06.2026 09:00,7,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,59.6,0,17.9,0,https://e-auksion.uz/lot-view?lot_id=24006135
24006143,44B/6/38," $844,750,000.00 "," $10,900,000.00 "," $42,237,500.00 ",0,On sale,23.06.2026 09:00,7,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,59.6,0,17.9,2,https://e-auksion.uz/lot-view?lot_id=24006143
24006153,44A/5/42," $705,114,000.00 "," $12,900,000.00 "," $35,255,700.00 ",0,On sale,23.06.2026 09:00,9,12,54.66,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda,41.55,0,13.11,11,https://e-auksion.uz/lot-view?lot_id=24006153
24006161,44A/4/21," $894,166,000.00 "," $11,900,000.00 "," $44,708,300.00 ",0,On sale,23.06.2026 09:00,4,7,75.14,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda,42.99,15.2,16.95,2,https://e-auksion.uz/lot-view?lot_id=24006161
24006177,46A/2/38," $868,730,000.00 "," $10,900,000.00 "," $43,436,500.00 ",0,On sale,23.06.2026 09:00,8,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,2,https://e-auksion.uz/lot-view?lot_id=24006177
24006184,46A/2/41," $868,730,000.00 "," $10,900,000.00 "," $43,436,500.00 ",0,On sale,23.06.2026 09:00,8,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,0,https://e-auksion.uz/lot-view?lot_id=24006184
24006193,46A/3/38," $868,730,000.00 "," $10,900,000.00 "," $43,436,500.00 ",0,On sale,23.06.2026 09:00,8,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,1,https://e-auksion.uz/lot-view?lot_id=24006193
24006199,46A/2/46," $772,156,000.00 "," $10,900,000.00 "," $38,607,800.00 ",0,On sale,23.06.2026 09:00,9,9,70.84,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.59,0,10.25,1,https://e-auksion.uz/lot-view?lot_id=24006199
24006214,46A/9/36," $902,956,000.00 "," $10,900,000.00 "," $45,147,800.00 ",0,On sale,23.06.2026 09:00,9,12,82.84,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,61.63,0,21.21,2,https://e-auksion.uz/lot-view?lot_id=24006214
24006217,44A/7/55," $854,887,000.00 "," $10,900,000.00 "," $42,744,350.00 ",0,On sale,23.06.2026 09:00,12,12,78.43,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,60.92,0,17.51,0,https://e-auksion.uz/lot-view?lot_id=24006217
24006228,43F/5/19," $748,458,000.00 "," $12,900,000.00 "," $37,422,900.00 ",0,On sale,23.06.2026 09:00,5,12,58.02,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,45.04,0,12.98,1,https://e-auksion.uz/lot-view?lot_id=24006228
24006241,43F/5/12," $1,006,974,000.00 "," $12,900,000.00 "," $50,348,700.00 ",0,On sale,23.06.2026 09:00,3,12,78.06,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.43,0,17.63,1,https://e-auksion.uz/lot-view?lot_id=24006241
24006248,43F/5/21," $820,182,000.00 "," $12,900,000.00 "," $41,009,100.00 ",0,On sale,23.06.2026 09:00,5,12,63.58,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,40.21,11.12,23.37,2,https://e-auksion.uz/lot-view?lot_id=24006248
24006257,43F/5/43," $1,068,636,000.00 "," $12,900,000.00 "," $53,431,800.00 ",0,On sale,23.06.2026 09:00,9,12,82.84,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,61.63,0,21.21,2,https://e-auksion.uz/lot-view?lot_id=24006257
24006264,43F/8/24," $841,338,000.00 "," $12,900,000.00 "," $42,066,900.00 ",0,On sale,23.06.2026 09:00,5,7,65.22,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,53.24,0,11.98,0,https://e-auksion.uz/lot-view?lot_id=24006264
24006266,43F/8/37," $1,097,532,000.00 "," $12,900,000.00 "," $54,876,600.00 ",0,On sale,23.06.2026 09:00,7,7,85.08,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,56.44,10.26,28.64,0,https://e-auksion.uz/lot-view?lot_id=24006266
24006269,43F/8/35," $841,338,000.00 "," $12,900,000.00 "," $42,066,900.00 ",0,On sale,23.06.2026 09:00,6,7,65.22,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,53.24,0,11.98,0,https://e-auksion.uz/lot-view?lot_id=24006269
24006284,43F/8/28," $1,097,532,000.00 "," $12,900,000.00 "," $54,876,600.00 ",0,On sale,23.06.2026 09:00,5,7,85.08,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,56.44,10.26,28.64,1,https://e-auksion.uz/lot-view?lot_id=24006284
24006104,46A/6/41," $748,458,000.00 "," $12,900,000.00 "," $37,422,900.00 ",0,On sale,23.06.2026 09:00,10,12,58.02,2,2027-yilning 2-choragida,To'liq bitkazilgan holda,45.04,0,12.98,5,https://e-auksion.uz/lot-view?lot_id=24006104
24006121,44B/6/48," $953,750,000.00 "," $10,900,000.00 "," $47,687,500.00 ",0,On sale,23.06.2026 09:00,8,9,87.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,68.4,0,19.1,2,https://e-auksion.uz/lot-view?lot_id=24006121
24006127,44B/2/29," $844,750,000.00 "," $10,900,000.00 "," $42,237,500.00 ",0,On sale,23.06.2026 09:00,5,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,59.6,0,17.9,0,https://e-auksion.uz/lot-view?lot_id=24006127
24006133,44B/6/49," $953,750,000.00 "," $10,900,000.00 "," $47,687,500.00 ",0,On sale,23.06.2026 09:00,9,9,87.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,68.4,0,19.1,2,https://e-auksion.uz/lot-view?lot_id=24006133
24006144,44B/6/43," $953,750,000.00 "," $10,900,000.00 "," $47,687,500.00 ",0,On sale,23.06.2026 09:00,8,9,87.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,68.4,0,19.1,0,https://e-auksion.uz/lot-view?lot_id=24006144
24006151,44A/5/46," $693,532,000.00 "," $11,900,000.00 "," $34,676,600.00 ",0,On sale,23.06.2026 09:00,10,12,58.28,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda,45.3,0,12.98,8,https://e-auksion.uz/lot-view?lot_id=24006151
24006160,44A/5/55," $888,459,000.00 "," $10,900,000.00 "," $44,422,950.00 ",0,On sale,23.06.2026 09:00,11,12,81.51,3,2027-yilning 2 choragida ,To'liq bitkazilgan holda,60.58,0,20.93,1,https://e-auksion.uz/lot-view?lot_id=24006160
24006173,46A/1/38," $820,182,000.00 "," $12,900,000.00 "," $41,009,100.00 ",0,On sale,23.06.2026 09:00,9,12,63.58,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda,51.33,0,12.25,1,https://e-auksion.uz/lot-view?lot_id=24006173
24006182,46A/3/20," $868,730,000.00 "," $10,900,000.00 "," $43,436,500.00 ",0,On sale,23.06.2026 09:00,5,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,2,https://e-auksion.uz/lot-view?lot_id=24006182
24006192,46A/2/40," $772,156,000.00 "," $10,900,000.00 "," $38,607,800.00 ",0,On sale,23.06.2026 09:00,8,9,70.84,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.59,0,10.25,4,https://e-auksion.uz/lot-view?lot_id=24006192
24006280,43F/8/22," $1,097,532,000.00 "," $12,900,000.00 "," $54,876,600.00 ",0,On sale,23.06.2026 09:00,4,7,85.08,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,56.44,10.26,28.64,0,https://e-auksion.uz/lot-view?lot_id=24006280
24006285,43F/8/21," $1,021,035,000.00 "," $12,900,000.00 "," $51,051,750.00 ",0,On sale,23.06.2026 09:00,4,7,79.15,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,51.46,8.52,27.69,0,https://e-auksion.uz/lot-view?lot_id=24006285
24006101,44A/1/56," $693,532,000.00 "," $11,900,000.00 "," $34,676,600.00 ",0,On sale,23.06.2026 09:00,12,12,58.28,2,2027-yilning 2-choragida,To'liq bitkazilgan holda,45.3,0,12.98,13,https://e-auksion.uz/lot-view?lot_id=24006101
24006117,44A/1/55," $888,459,000.00 "," $10,900,000.00 "," $44,422,950.00 ",0,On sale,23.06.2026 09:00,11,12,81.51,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,60.58,0,20.93,3,https://e-auksion.uz/lot-view?lot_id=24006117
24006125,44B/2/41," $844,750,000.00 "," $10,900,000.00 "," $42,237,500.00 ",0,On sale,23.06.2026 09:00,7,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,59.6,0,17.9,0,https://e-auksion.uz/lot-view?lot_id=24006125
24006131,44B/2/15," $756,460,000.00 "," $10,900,000.00 "," $37,823,000.00 ",0,On sale,23.06.2026 09:00,3,9,69.4,2,2026-yilning 4-choragida ,To'liq bitkazilgan holda,52.2,0,17.2,3,https://e-auksion.uz/lot-view?lot_id=24006131
24006139,44B/6/47," $844,750,000.00 "," $10,900,000.00 "," $42,237,500.00 ",0,On sale,23.06.2026 09:00,8,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,59.6,0,17.9,0,https://e-auksion.uz/lot-view?lot_id=24006139
24006145,44B/6/37," $953,750,000.00 "," $10,900,000.00 "," $47,687,500.00 ",0,On sale,23.06.2026 09:00,7,9,87.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,68.4,0,19.1,2,https://e-auksion.uz/lot-view?lot_id=24006145
24006108,46A/6/46," $748,458,000.00 "," $12,900,000.00 "," $37,422,900.00 ",0,On sale,23.06.2026 09:00,11,12,58.02,2,2027-yilning 2-choragida,To'liq bitkazilgan holda,45.04,0,12.98,2,https://e-auksion.uz/lot-view?lot_id=24006108
24006111,44B/6/45," $756,460,000.00 "," $10,900,000.00 "," $37,823,000.00 ",0,On sale,23.06.2026 09:00,8,9,69.4,2,2026-yilning 4-choragida ,To'liq bitkazilgan holda,52.2,0,17.2,1,https://e-auksion.uz/lot-view?lot_id=24006111
24006118,44B/2/47," $844,750,000.00 "," $10,900,000.00 "," $42,237,500.00 ",0,On sale,23.06.2026 09:00,8,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,59.6,0,17.9,0,https://e-auksion.uz/lot-view?lot_id=24006118
24006150,44B/2/40," $745,560,000.00 "," $10,900,000.00 "," $37,278,000.00 ",0,On sale,23.06.2026 09:00,7,9,68.4,2,2026-yilning 4-choragida ,To'liq bitkazilgan holda,50.5,0,17.9,4,https://e-auksion.uz/lot-view?lot_id=24006150
24006167,44A/4/40," $894,166,000.00 "," $11,900,000.00 "," $44,708,300.00 ",0,On sale,23.06.2026 09:00,7,7,75.14,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda,42.99,15.2,16.95,1,https://e-auksion.uz/lot-view?lot_id=24006167
24006176,46A/2/47," $868,730,000.00 "," $10,900,000.00 "," $43,436,500.00 ",0,On sale,23.06.2026 09:00,9,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,0,https://e-auksion.uz/lot-view?lot_id=24006176
24006186,46A/3/40," $772,156,000.00 "," $10,900,000.00 "," $38,607,800.00 ",1,On sale,23.06.2026 09:00,8,9,70.84,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.59,0,10.25,10,https://e-auksion.uz/lot-view?lot_id=24006186
24006195,46A/2/26," $868,730,000.00 "," $10,900,000.00 "," $43,436,500.00 ",0,On sale,23.06.2026 09:00,6,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,0,https://e-auksion.uz/lot-view?lot_id=24006195
24006202,46A/4/37," $902,956,000.00 "," $10,900,000.00 "," $45,147,800.00 ",0,On sale,23.06.2026 09:00,11,12,82.84,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,61.63,0,21.21,0,https://e-auksion.uz/lot-view?lot_id=24006202
24006211,46A/9/51," $902,956,000.00 "," $10,900,000.00 "," $45,147,800.00 ",0,On sale,23.06.2026 09:00,12,12,82.84,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,61.63,0,21.21,0,https://e-auksion.uz/lot-view?lot_id=24006211
24006223,44A/7/54," $888,459,000.00 "," $10,900,000.00 "," $44,422,950.00 ",0,On sale,23.06.2026 09:00,12,12,81.51,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,60.58,0,20.93,0,https://e-auksion.uz/lot-view?lot_id=24006223
24006224,43F/5/44," $748,458,000.00 "," $12,900,000.00 "," $37,422,900.00 ",0,On sale,23.06.2026 09:00,10,12,58.02,2,2027-yilning 2-choragida,To'liq bitkazilgan holda,45.04,0,12.98,1,https://e-auksion.uz/lot-view?lot_id=24006224
24006233,43F/5/17," $1,006,974,000.00 "," $12,900,000.00 "," $50,348,700.00 ",0,On sale,23.06.2026 09:00,4,12,78.06,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.43,0,17.63,0,https://e-auksion.uz/lot-view?lot_id=24006233
24006242,43F/5/47," $1,006,974,000.00 "," $12,900,000.00 "," $50,348,700.00 ",0,On sale,23.06.2026 09:00,10,12,78.06,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.43,0,17.63,1,https://e-auksion.uz/lot-view?lot_id=24006242
24006249,43F/5/11," $820,182,000.00 "," $12,900,000.00 "," $41,009,100.00 ",0,On sale,23.06.2026 09:00,3,12,63.58,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,40.21,11.12,23.37,2,https://e-auksion.uz/lot-view?lot_id=24006249
24006105,46A/6/51," $748,458,000.00 "," $12,900,000.00 "," $37,422,900.00 ",0,On sale,23.06.2026 09:00,12,12,58.02,2,2027-yilning 2-choragida,To'liq bitkazilgan holda,45.04,0,12.98,1,https://e-auksion.uz/lot-view?lot_id=24006105
24006109,44B/6/46," $745,560,000.00 "," $10,900,000.00 "," $37,278,000.00 ",0,On sale,23.06.2026 09:00,8,9,68.4,2,2026-yilning 4-choragida ,To'liq bitkazilgan holda,50.5,0,17.9,2,https://e-auksion.uz/lot-view?lot_id=24006109
24006120,44B/2/27," $756,460,000.00 "," $10,900,000.00 "," $37,823,000.00 ",0,On sale,23.06.2026 09:00,5,9,69.4,2,2026-yilning 4-choragida ,To'liq bitkazilgan holda,52.2,0,17.2,0,https://e-auksion.uz/lot-view?lot_id=24006120
24006128,44B/2/23," $844,750,000.00 "," $10,900,000.00 "," $42,237,500.00 ",0,On sale,23.06.2026 09:00,4,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,59.6,0,17.9,2,https://e-auksion.uz/lot-view?lot_id=24006128
24006136,44B/2/44," $844,750,000.00 "," $10,900,000.00 "," $42,237,500.00 ",0,On sale,23.06.2026 09:00,8,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,59.6,0,17.9,1,https://e-auksion.uz/lot-view?lot_id=24006136
24006156,44A/5/41," $693,532,000.00 "," $11,900,000.00 "," $34,676,600.00 ",0,On sale,23.06.2026 09:00,9,12,58.28,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda,45.3,0,12.98,8,https://e-auksion.uz/lot-view?lot_id=24006156
24006169,46A/1/53," $820,182,000.00 "," $12,900,000.00 "," $41,009,100.00 ",0,On sale,23.06.2026 09:00,12,12,63.58,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda,51.33,0,12.25,3,https://e-auksion.uz/lot-view?lot_id=24006169
24006183,46A/3/43," $973,261,000.00 "," $10,900,000.00 "," $48,663,050.00 ",0,On sale,23.06.2026 09:00,9,9,89.29,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,72.78,0,16.51,3,https://e-auksion.uz/lot-view?lot_id=24006183
24006189,46A/2/20," $868,730,000.00 "," $10,900,000.00 "," $43,436,500.00 ",0,On sale,23.06.2026 09:00,5,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,3,https://e-auksion.uz/lot-view?lot_id=24006189
24006205,46A/9/52," $850,854,000.00 "," $10,900,000.00 "," $42,542,700.00 ",0,On sale,23.06.2026 09:00,12,12,78.06,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,60.43,0,17.63,0,https://e-auksion.uz/lot-view?lot_id=24006205
24006213,46A/9/46," $902,956,000.00 "," $10,900,000.00 "," $45,147,800.00 ",0,On sale,23.06.2026 09:00,11,12,82.84,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,61.63,0,21.21,0,https://e-auksion.uz/lot-view?lot_id=24006213
24006218,44A/7/29," $888,459,000.00 "," $10,900,000.00 "," $44,422,950.00 ",0,On sale,23.06.2026 09:00,7,12,81.51,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,60.58,0,20.93,0,https://e-auksion.uz/lot-view?lot_id=24006218
24006226,43F/5/24," $748,458,000.00 "," $12,900,000.00 "," $37,422,900.00 ",0,On sale,23.06.2026 09:00,6,12,58.02,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,45.04,0,12.98,1,https://e-auksion.uz/lot-view?lot_id=24006226
24006234,43F/5/27," $1,006,974,000.00 "," $12,900,000.00 "," $50,348,700.00 ",0,On sale,23.06.2026 09:00,6,12,78.06,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.43,0,17.63,0,https://e-auksion.uz/lot-view?lot_id=24006234
24006243,43F/5/56," $820,182,000.00 "," $12,900,000.00 "," $41,009,100.00 ",0,On sale,23.06.2026 09:00,12,12,63.58,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,40.21,11.12,23.37,0,https://e-auksion.uz/lot-view?lot_id=24006243
24006254,43F/5/33," $1,068,636,000.00 "," $12,900,000.00 "," $53,431,800.00 ",0,On sale,23.06.2026 09:00,7,12,82.84,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,61.63,0,21.21,0,https://e-auksion.uz/lot-view?lot_id=24006254
24006258,43F/5/48," $1,068,636,000.00 "," $12,900,000.00 "," $53,431,800.00 ",0,On sale,23.06.2026 09:00,10,12,82.84,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,61.63,0,21.21,0,https://e-auksion.uz/lot-view?lot_id=24006258
