lot_number,name,lot_number_extracted,building_number, price , price_per_sqm , deposit ,applications,status,auction_end,unit_floor,building_floors,total_area,rooms,completion_term,handover_status,living_area,kitchen_area,auxiliary_area,views,url
24599068,43F/8/38,43F,8," 1,021,035,000.00 "," 12,900,000.00 "," 51,051,750.00 ",0,On sale,28.07.2026 09:00,7,7,79.15,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,51.46,8.52,27.69,5,https://e-auksion.uz/lot-view?lot_id=24599068
24599083,44A/2/28,44A,2," 768,450,000.00 "," 10,900,000.00 "," 38,422,500.00 ",0,On sale,28.07.2026 09:00,5,9,70.5,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.94,0,9.56,7,https://e-auksion.uz/lot-view?lot_id=24599083
24599093,44A/2/47,44A,2," 872,981,000.00 "," 10,900,000.00 "," 43,649,050.00 ",0,On sale,28.07.2026 09:00,8,9,80.09,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.7,0,16.39,7,https://e-auksion.uz/lot-view?lot_id=24599093
24599101,44A/2/53,44A,2," 872,981,000.00 "," 10,900,000.00 "," 43,649,050.00 ",0,On sale,28.07.2026 09:00,9,9,80.09,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.7,0,16.39,6,https://e-auksion.uz/lot-view?lot_id=24599101
24599128,44A/6/15,44A,6," 768,886,000.00 "," 10,900,000.00 "," 38,444,300.00 ",0,On sale,28.07.2026 09:00,3,9,70.54,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.76,0,9.78,9,https://e-auksion.uz/lot-view?lot_id=24599128
24599139,44A/6/49,44A,6," 965,413,000.00 "," 10,900,000.00 "," 48,270,650.00 ",0,On sale,28.07.2026 09:00,9,9,88.57,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,70.46,0,18.11,5,https://e-auksion.uz/lot-view?lot_id=24599139
24599147,44A/6/26,44A,6," 873,308,000.00 "," 10,900,000.00 "," 43,665,400.00 ",0,On sale,28.07.2026 09:00,5,9,80.12,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.73,0,16.39,10,https://e-auksion.uz/lot-view?lot_id=24599147
24598968,44B/2/50,44B,2," 844,750,000.00 "," 10,900,000.00 "," 42,237,500.00 ",0,On sale,28.07.2026 09:00,9,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,59.6,0,17.9,9,https://e-auksion.uz/lot-view?lot_id=24598968
24598975,44A/4/39,44A,4," 894,166,000.00 "," 11,900,000.00 "," 44,708,300.00 ",0,On sale,28.07.2026 09:00,7,7,75.14,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda,42.99,15.2,16.95,5,https://e-auksion.uz/lot-view?lot_id=24598975
24598987,44B/6/43,44B,6," 953,750,000.00 "," 10,900,000.00 "," 47,687,500.00 ",0,On sale,28.07.2026 09:00,8,9,87.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,68.4,0,19.1,6,https://e-auksion.uz/lot-view?lot_id=24598987
24598993,44B/6/48,44B,6," 953,750,000.00 "," 10,900,000.00 "," 47,687,500.00 ",0,On sale,28.07.2026 09:00,8,9,87.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,68.4,0,19.1,9,https://e-auksion.uz/lot-view?lot_id=24598993
24598996,44B/6/39,44B,6," 756,460,000.00 "," 10,900,000.00 "," 37,823,000.00 ",0,On sale,28.07.2026 09:00,7,9,69.4,2,2026-yilning 4-choragida ,To'liq bitkazilgan holda,52.2,0,17.2,6,https://e-auksion.uz/lot-view?lot_id=24598996
24598999,44B/6/52,44B,6," 745,560,000.00 "," 10,900,000.00 "," 37,278,000.00 ",0,On sale,28.07.2026 09:00,9,9,68.4,2,2026-yilning 4-choragida ,To'liq bitkazilgan holda,50.5,0,17.9,9,https://e-auksion.uz/lot-view?lot_id=24598999
24599011,44A/7/55,44A,7," 854,887,000.00 "," 10,900,000.00 "," 42,744,350.00 ",0,On sale,28.07.2026 09:00,12,12,78.43,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,60.92,0,17.51,5,https://e-auksion.uz/lot-view?lot_id=24599011
24599020,45D/3/12,45D,3," 1,018,278,000.00 "," 10,900,000.00 "," 50,913,900.00 ",0,On sale,28.07.2026 09:00,2,12,93.42,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,3,https://e-auksion.uz/lot-view?lot_id=24599020
24599028,45D/4/5,45D,4," 936,637,000.00 "," 10,900,000.00 "," 46,831,850.00 ",0,On sale,28.07.2026 09:00,2,12,85.93,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,6,https://e-auksion.uz/lot-view?lot_id=24599028
24599039,45D/10/3,45D,1," 893,800,000.00 "," 10,900,000.00 "," 44,690,000.00 ",0,On sale,28.07.2026 09:00,2,9,82,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,7,https://e-auksion.uz/lot-view?lot_id=24599039
24599057,43F/5/57,43F,5," 1,006,974,000.00 "," 12,900,000.00 "," 50,348,700.00 ",0,On sale,28.07.2026 09:00,12,12,78.06,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.43,0,17.63,0,https://e-auksion.uz/lot-view?lot_id=24599057
24599064,43F/5/48,43F,5," 1,068,636,000.00 "," 12,900,000.00 "," 53,431,800.00 ",0,On sale,28.07.2026 09:00,10,12,82.84,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,61.63,0,21.21,2,https://e-auksion.uz/lot-view?lot_id=24599064
24599065,43F/5/53,43F,5," 1,068,636,000.00 "," 12,900,000.00 "," 53,431,800.00 ",0,On sale,28.07.2026 09:00,11,12,82.84,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,61.63,0,21.21,1,https://e-auksion.uz/lot-view?lot_id=24599065
24599075,46A/7/41,46A,7," 868,730,000.00 "," 10,900,000.00 "," 43,436,500.00 ",0,On sale,28.07.2026 09:00,8,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,2,https://e-auksion.uz/lot-view?lot_id=24599075
24599086,46A/8/27,46A,8," 772,156,000.00 "," 10,900,000.00 "," 38,607,800.00 ",0,On sale,28.07.2026 09:00,6,9,70.84,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.59,0,10.25,9,https://e-auksion.uz/lot-view?lot_id=24599086
24599096,44A/2/22,44A,2," 768,450,000.00 "," 10,900,000.00 "," 38,422,500.00 ",0,On sale,28.07.2026 09:00,4,9,70.5,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.94,0,9.56,4,https://e-auksion.uz/lot-view?lot_id=24599096
24599105,44A/2/27,44A,2," 768,232,000.00 "," 10,900,000.00 "," 38,411,600.00 ",0,On sale,28.07.2026 09:00,5,9,70.48,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.7,0,9.78,3,https://e-auksion.uz/lot-view?lot_id=24599105
24599116,44A/6/48,44A,6," 964,977,000.00 "," 10,900,000.00 "," 48,248,850.00 ",0,On sale,28.07.2026 09:00,8,9,88.53,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,70.42,0,18.11,2,https://e-auksion.uz/lot-view?lot_id=24599116
24599133,44A/8/14,44A,8," 954,295,000.00 "," 10,900,000.00 "," 47,714,750.00 ",0,On sale,28.07.2026 09:00,3,7,87.55,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,59.85,8.71,27.7,3,https://e-auksion.uz/lot-view?lot_id=24599133
24599141,44A/6/52,44A,6," 768,450,000.00 "," 10,900,000.00 "," 38,422,500.00 ",0,On sale,28.07.2026 09:00,9,9,70.5,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.94,0,9.56,2,https://e-auksion.uz/lot-view?lot_id=24599141
24599149,44A/8/19,44A,8," 753,627,000.00 "," 11,900,000.00 "," 37,681,350.00 ",0,On sale,28.07.2026 09:00,4,7,63.33,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,38.01,13.01,25.32,3,https://e-auksion.uz/lot-view?lot_id=24599149
24598970,46A/3/38,46A,3," 868,730,000.00 "," 10,900,000.00 "," 43,436,500.00 ",0,On sale,28.07.2026 09:00,8,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,2,https://e-auksion.uz/lot-view?lot_id=24598970
24598983,44B/6/47,44B,6," 844,750,000.00 "," 10,900,000.00 "," 42,237,500.00 ",0,On sale,28.07.2026 09:00,8,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,59.6,0,17.9,4,https://e-auksion.uz/lot-view?lot_id=24598983
24598991,44B/2/51,44B,2," 756,460,000.00 "," 10,900,000.00 "," 37,823,000.00 ",0,On sale,28.07.2026 09:00,9,9,69.4,2,2026-yilning 4-choragida ,To'liq bitkazilgan holda,52.2,0,17.2,10,https://e-auksion.uz/lot-view?lot_id=24598991
24599022,45D/3/8,45D,3," 904,918,000.00 "," 10,900,000.00 "," 45,245,900.00 ",0,On sale,28.07.2026 09:00,2,12,83.02,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,2,https://e-auksion.uz/lot-view?lot_id=24599022
24599033,45D/5/3,45D,5," 893,800,000.00 "," 10,900,000.00 "," 44,690,000.00 ",0,On sale,28.07.2026 09:00,2,9,82,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,3,https://e-auksion.uz/lot-view?lot_id=24599033
24599043,45D/3/7,45D,3," 1,018,278,000.00 "," 10,900,000.00 "," 50,913,900.00 ",0,On sale,28.07.2026 09:00,2,12,93.42,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,3,https://e-auksion.uz/lot-view?lot_id=24599043
24599054,43F/5/42,43F,5," 1,006,974,000.00 "," 12,900,000.00 "," 50,348,700.00 ",0,On sale,28.07.2026 09:00,9,12,78.06,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.43,0,17.63,0,https://e-auksion.uz/lot-view?lot_id=24599054
24599067,43F/8/37,43F,8," 1,097,532,000.00 "," 12,900,000.00 "," 54,876,600.00 ",0,On sale,28.07.2026 09:00,7,7,85.08,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,56.44,10.26,28.64,2,https://e-auksion.uz/lot-view?lot_id=24599067
24599079,43F/8/22,43F,8," 1,097,532,000.00 "," 12,900,000.00 "," 54,876,600.00 ",0,On sale,28.07.2026 09:00,4,7,85.08,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,56.44,10.26,28.64,5,https://e-auksion.uz/lot-view?lot_id=24599079
24599089,46A/8/39,46A,8," 772,156,000.00 "," 10,900,000.00 "," 38,607,800.00 ",0,On sale,28.07.2026 09:00,8,9,70.84,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.59,0,10.25,2,https://e-auksion.uz/lot-view?lot_id=24599089
24599099,46A/8/44,46A,8," 868,730,000.00 "," 10,900,000.00 "," 43,436,500.00 ",0,On sale,28.07.2026 09:00,9,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,2,https://e-auksion.uz/lot-view?lot_id=24599099
24599111,44A/2/26,44A,2," 873,308,000.00 "," 10,900,000.00 "," 43,665,400.00 ",0,On sale,28.07.2026 09:00,5,9,80.12,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.73,0,16.39,4,https://e-auksion.uz/lot-view?lot_id=24599111
24599112,44A/2/38,44A,2," 873,308,000.00 "," 10,900,000.00 "," 43,665,400.00 ",0,On sale,28.07.2026 09:00,7,9,80.12,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.73,0,16.39,2,https://e-auksion.uz/lot-view?lot_id=24599112
24599115,44A/2/49,44A,2," 965,413,000.00 "," 10,900,000.00 "," 48,270,650.00 ",0,On sale,28.07.2026 09:00,9,9,88.57,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,70.46,0,18.11,2,https://e-auksion.uz/lot-view?lot_id=24599115
24599132,44A/6/50,44A,6," 873,308,000.00 "," 10,900,000.00 "," 43,665,400.00 ",0,On sale,28.07.2026 09:00,9,9,80.12,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.73,0,16.39,9,https://e-auksion.uz/lot-view?lot_id=24599132
24599143,44A/6/46,44A,6," 768,450,000.00 "," 10,900,000.00 "," 38,422,500.00 ",0,On sale,28.07.2026 09:00,8,9,70.5,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.94,0,9.56,0,https://e-auksion.uz/lot-view?lot_id=24599143
24599151,44A/8/31,44A,8," 753,627,000.00 "," 11,900,000.00 "," 37,681,350.00 ",0,On sale,28.07.2026 09:00,6,7,63.33,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,38.01,13.01,25.32,8,https://e-auksion.uz/lot-view?lot_id=24599151
24599154,44A/8/33,44A,8," 894,166,000.00 "," 11,900,000.00 "," 44,708,300.00 ",0,On sale,28.07.2026 09:00,6,7,75.14,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,42.99,15.2,32.15,8,https://e-auksion.uz/lot-view?lot_id=24599154
24599162,44A/8/29,44A,8," 954,295,000.00 "," 10,900,000.00 "," 47,714,750.00 ",0,On sale,28.07.2026 09:00,5,7,87.55,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,59.85,8.71,27.7,1,https://e-auksion.uz/lot-view?lot_id=24599162
24598956,44B/2/44,44B,2," 844,750,000.00 "," 10,900,000.00 "," 42,237,500.00 ",0,On sale,28.07.2026 09:00,8,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,59.6,0,17.9,1,https://e-auksion.uz/lot-view?lot_id=24598956
24598971,46A/1/13,46A,1," 820,182,000.00 "," 12,900,000.00 "," 41,009,100.00 ",0,On sale,28.07.2026 09:00,4,12,63.58,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda,51.33,0,12.25,3,https://e-auksion.uz/lot-view?lot_id=24598971
24598980,44A/5/55,44A,5," 888,459,000.00 "," 10,900,000.00 "," 44,422,950.00 ",0,On sale,28.07.2026 09:00,11,12,81.51,3,2027-yilning 2 choragida ,To'liq bitkazilgan holda,60.58,0,20.93,10,https://e-auksion.uz/lot-view?lot_id=24598980
24598989,46A/1/38,46A,1," 820,182,000.00 "," 12,900,000.00 "," 41,009,100.00 ",0,On sale,28.07.2026 09:00,9,12,63.58,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda,51.33,0,12.25,5,https://e-auksion.uz/lot-view?lot_id=24598989
24598995,44B/6/42,44B,6," 953,750,000.00 "," 10,900,000.00 "," 47,687,500.00 ",0,On sale,28.07.2026 09:00,7,9,87.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,68.4,0,19.1,24,https://e-auksion.uz/lot-view?lot_id=24598995
24599000,44B/2/47,44B,2," 844,750,000.00 "," 10,900,000.00 "," 42,237,500.00 ",0,On sale,28.07.2026 09:00,8,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,59.6,0,17.9,3,https://e-auksion.uz/lot-view?lot_id=24599000
24599005,44A/7/54,44A,7," 888,459,000.00 "," 10,900,000.00 "," 44,422,950.00 ",0,On sale,28.07.2026 09:00,12,12,81.51,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,60.58,0,20.93,1,https://e-auksion.uz/lot-view?lot_id=24599005
24599017,45D/3/11,45D,3," 904,918,000.00 "," 10,900,000.00 "," 45,245,900.00 ",0,On sale,28.07.2026 09:00,2,12,83.02,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,1,https://e-auksion.uz/lot-view?lot_id=24599017
24599026,45D/9/1,45D,9," 663,265,000.00 "," 10,900,000.00 "," 33,163,250.00 ",0,On sale,28.07.2026 09:00,2,12,60.85,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,29,https://e-auksion.uz/lot-view?lot_id=24599026
24599035,45D/5/4,45D,5," 893,800,000.00 "," 10,900,000.00 "," 44,690,000.00 ",0,On sale,28.07.2026 09:00,2,9,82,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,2,https://e-auksion.uz/lot-view?lot_id=24599035
24599046,45D/10/6,45D,1," 739,892,000.00 "," 10,900,000.00 "," 36,994,600.00 ",0,On sale,28.07.2026 09:00,2,9,67.88,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,7,https://e-auksion.uz/lot-view?lot_id=24599046
24599052,45D/7/7,45D,7," 1,018,278,000.00 "," 10,900,000.00 "," 50,913,900.00 ",0,On sale,28.07.2026 09:00,2,9,93.42,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,3,https://e-auksion.uz/lot-view?lot_id=24599052
24599058,43F/5/18,43F,5," 1,068,636,000.00 "," 12,900,000.00 "," 53,431,800.00 ",0,On sale,28.07.2026 09:00,4,12,82.84,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,61.63,0,21.21,2,https://e-auksion.uz/lot-view?lot_id=24599058
24599069,43F/8/32,43F,8," 1,021,035,000.00 "," 12,900,000.00 "," 51,051,750.00 ",0,On sale,28.07.2026 09:00,6,7,79.15,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,51.46,8.52,27.69,3,https://e-auksion.uz/lot-view?lot_id=24599069
24599078,46A/7/44,46A,7," 868,730,000.00 "," 10,900,000.00 "," 43,436,500.00 ",0,On sale,28.07.2026 09:00,9,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,5,https://e-auksion.uz/lot-view?lot_id=24599078
24599087,46A/8/38,46A,8," 868,730,000.00 "," 10,900,000.00 "," 43,436,500.00 ",0,On sale,28.07.2026 09:00,8,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,2,https://e-auksion.uz/lot-view?lot_id=24599087
24599097,46A/8/45,46A,8," 772,156,000.00 "," 10,900,000.00 "," 38,607,800.00 ",0,On sale,28.07.2026 09:00,9,9,70.84,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.59,0,10.25,5,https://e-auksion.uz/lot-view?lot_id=24599097
24599108,44A/2/45,44A,2," 768,232,000.00 "," 10,900,000.00 "," 38,411,600.00 ",0,On sale,28.07.2026 09:00,8,9,70.48,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.7,0,9.78,3,https://e-auksion.uz/lot-view?lot_id=24599108
24599117,44A/6/29,44A,6," 872,981,000.00 "," 10,900,000.00 "," 43,649,050.00 ",0,On sale,28.07.2026 09:00,5,9,80.09,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.7,0,16.39,2,https://e-auksion.uz/lot-view?lot_id=24599117
24599131,44A/6/28,44A,6," 768,450,000.00 "," 10,900,000.00 "," 38,422,500.00 ",0,On sale,28.07.2026 09:00,5,9,70.5,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.94,0,9.56,2,https://e-auksion.uz/lot-view?lot_id=24599131
24599138,44A/8/37,44A,8," 753,627,000.00 "," 11,900,000.00 "," 37,681,350.00 ",0,On sale,28.07.2026 09:00,7,7,63.33,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,38.01,13.01,25.32,1,https://e-auksion.uz/lot-view?lot_id=24599138
24599146,44A/6/40,44A,6," 768,450,000.00 "," 10,900,000.00 "," 38,422,500.00 ",0,On sale,28.07.2026 09:00,7,9,70.5,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.94,0,9.56,0,https://e-auksion.uz/lot-view?lot_id=24599146
24599157,44A/8/22,44A,8," 894,166,000.00 "," 11,900,000.00 "," 44,708,300.00 ",0,On sale,28.07.2026 09:00,4,7,75.14,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,42.99,15.2,32.15,3,https://e-auksion.uz/lot-view?lot_id=24599157
24598965,46A/3/47,46A,3," 868,730,000.00 "," 10,900,000.00 "," 43,436,500.00 ",0,On sale,28.07.2026 09:00,9,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,2,https://e-auksion.uz/lot-view?lot_id=24598965
24598969,46A/2/44,46A,2," 868,730,000.00 "," 10,900,000.00 "," 43,436,500.00 ",0,On sale,28.07.2026 09:00,9,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,1,https://e-auksion.uz/lot-view?lot_id=24598969
24598977,44B/6/51,44B,6," 756,460,000.00 "," 10,900,000.00 "," 37,823,000.00 ",0,On sale,28.07.2026 09:00,9,9,69.4,2,2026-yilning 4-choragida ,To'liq bitkazilgan holda,52.2,0,17.2,4,https://e-auksion.uz/lot-view?lot_id=24598977
24598986,46A/1/48,46A,1," 820,182,000.00 "," 12,900,000.00 "," 41,009,100.00 ",0,On sale,28.07.2026 09:00,11,12,63.58,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda,51.33,0,12.25,3,https://e-auksion.uz/lot-view?lot_id=24598986
24598992,44B/2/41,44B,2," 844,750,000.00 "," 10,900,000.00 "," 42,237,500.00 ",0,On sale,28.07.2026 09:00,7,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,59.6,0,17.9,2,https://e-auksion.uz/lot-view?lot_id=24598992
24599006,44A/7/44,44A,7," 888,459,000.00 "," 10,900,000.00 "," 44,422,950.00 ",0,On sale,28.07.2026 09:00,10,12,81.51,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,60.58,0,20.93,3,https://e-auksion.uz/lot-view?lot_id=24599006
24599012,45D/2/12,45D,2," 1,018,278,000.00 "," 10,900,000.00 "," 50,913,900.00 ",0,On sale,28.07.2026 09:00,2,12,93.42,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,1,https://e-auksion.uz/lot-view?lot_id=24599012
24599015,45D/2/8,45D,2," 904,918,000.00 "," 10,900,000.00 "," 45,245,900.00 ",0,On sale,28.07.2026 09:00,2,12,83.02,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,0,https://e-auksion.uz/lot-view?lot_id=24599015
24599029,45D/3/9,45D,3," 793,520,000.00 "," 10,900,000.00 "," 39,676,000.00 ",0,On sale,28.07.2026 09:00,2,12,72.8,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,0,https://e-auksion.uz/lot-view?lot_id=24599029
24599038,45D/8/12,45D,8," 1,018,278,000.00 ",," 50,913,900.00 ",0,On sale,28.07.2026 09:00,2,9,"93,42",0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,1,https://e-auksion.uz/lot-view?lot_id=24599038
24599047,45D/10/2,45D,1," 961,380,000.00 "," 10,900,000.00 "," 48,069,000.00 ",0,On sale,28.07.2026 09:00,2,9,88.2,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,1,https://e-auksion.uz/lot-view?lot_id=24599047
24599056,43F/5/52,43F,5," 1,006,974,000.00 "," 12,900,000.00 "," 50,348,700.00 ",0,On sale,28.07.2026 09:00,11,12,78.06,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.43,0,17.63,1,https://e-auksion.uz/lot-view?lot_id=24599056
24599071,43F/8/20,43F,8," 1,021,035,000.00 "," 12,900,000.00 "," 51,051,750.00 ",0,On sale,28.07.2026 09:00,4,7,79.15,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,51.46,8.52,27.69,4,https://e-auksion.uz/lot-view?lot_id=24599071
24599074,46A/7/12,46A,7," 973,261,000.00 "," 10,900,000.00 "," 48,663,050.00 ",0,On sale,28.07.2026 09:00,3,9,89.29,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,72.78,0,16.51,10,https://e-auksion.uz/lot-view?lot_id=24599074
24599091,46A/8/47,46A,8," 868,730,000.00 "," 10,900,000.00 "," 43,436,500.00 ",0,On sale,28.07.2026 09:00,9,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,2,https://e-auksion.uz/lot-view?lot_id=24599091
24599098,44A/2/54,44A,2," 964,977,000.00 "," 10,900,000.00 "," 48,248,850.00 ",0,On sale,28.07.2026 09:00,9,9,88.53,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,70.42,0,18.11,0,https://e-auksion.uz/lot-view?lot_id=24599098
24599109,44A/2/51,44A,2," 768,232,000.00 "," 10,900,000.00 "," 38,411,600.00 ",0,On sale,28.07.2026 09:00,9,9,70.48,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.7,0,9.78,1,https://e-auksion.uz/lot-view?lot_id=24599109
24599119,44A/6/54,44A,6," 964,977,000.00 "," 10,900,000.00 "," 48,248,850.00 ",0,On sale,28.07.2026 09:00,9,9,88.53,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,70.42,0,18.11,2,https://e-auksion.uz/lot-view?lot_id=24599119
