lot_number,Lot,Building,name, price , price_per_sqm , deposit ,applications,status,auction_end,unit_floor,building_floors,total_area,rooms,completion_term,handover_status,living_area,kitchen_area,auxiliary_area,views,url
24435128,44A,6,44A/6/20," $873,308,000.00 "," $10,900,000.00 "," $43,665,400.00 ",0,On sale,21.07.2026 09:00,4,9,80.12,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.73,0,16.39,6,https://e-auksion.uz/lot-view?lot_id=24435128
24442305,44A,2,44A/2/29," $872,981,000.00 "," $10,900,000.00 "," $43,649,050.00 ",0,On sale,20.07.2026 09:00,5,9,80.09,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.7,0,16.39,8,https://e-auksion.uz/lot-view?lot_id=24442305
24442301,44A,2,44A/2/35," $872,981,000.00 "," $10,900,000.00 "," $43,649,050.00 ",0,On sale,20.07.2026 09:00,6,9,80.09,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.7,0,16.39,3,https://e-auksion.uz/lot-view?lot_id=24442301
24435063,44A,6,44A/6/36," $964,977,000.00 "," $10,900,000.00 "," $48,248,850.00 ",0,On sale,21.07.2026 09:00,6,9,88.53,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,70.42,0,18.11,15,https://e-auksion.uz/lot-view?lot_id=24435063
24435062,44A,6,44A/6/42," $964,977,000.00 "," $10,900,000.00 "," $48,248,850.00 ",0,On sale,21.07.2026 09:00,7,9,88.53,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,70.42,0,18.11,8,https://e-auksion.uz/lot-view?lot_id=24435062
24435079,44A,6,44A/6/14," $873,308,000.00 "," $10,900,000.00 "," $43,665,400.00 ",0,On sale,21.07.2026 09:00,3,9,80.12,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.73,0,16.39,2,https://e-auksion.uz/lot-view?lot_id=24435079
24442298,46A,8,46A/8/48," $973,261,000.00 "," $10,900,000.00 "," $48,663,050.00 ",0,On sale,20.07.2026 09:00,9,9,89.29,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,72.78,0,16.51,7,https://e-auksion.uz/lot-view?lot_id=24442298
24435073,44A,6,44A/6/25," $965,413,000.00 "," $10,900,000.00 "," $48,270,650.00 ",1,On sale,21.07.2026 09:00,5,9,88.57,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,70.46,0,18.11,19,https://e-auksion.uz/lot-view?lot_id=24435073
24442269,46A,8,46A/8/38," $868,730,000.00 "," $10,900,000.00 "," $43,436,500.00 ",0,On sale,20.07.2026 09:00,8,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,0,https://e-auksion.uz/lot-view?lot_id=24442269
24442272,46A,8,46A/8/43," $973,261,000.00 "," $10,900,000.00 "," $48,663,050.00 ",0,On sale,20.07.2026 09:00,9,9,89.29,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,72.78,0,16.51,10,https://e-auksion.uz/lot-view?lot_id=24442272
24442268,46A,8,46A/8/9," $772,156,000.00 "," $10,900,000.00 "," $38,607,800.00 ",1,On sale,20.07.2026 09:00,3,9,70.84,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.59,0,10.25,6,https://e-auksion.uz/lot-view?lot_id=24442268
24442263,46A,7,46A/7/21," $772,156,000.00 "," $10,900,000.00 "," $38,607,800.00 ",1,On sale,20.07.2026 09:00,5,9,70.84,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.59,0,10.25,12,https://e-auksion.uz/lot-view?lot_id=24442263
24442317,44A,2,44A/2/49," $965,413,000.00 "," $10,900,000.00 "," $48,270,650.00 ",0,On sale,20.07.2026 09:00,9,9,88.57,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,70.46,0,18.11,5,https://e-auksion.uz/lot-view?lot_id=24442317
24435071,44A,6,44A/6/47," $872,981,000.00 "," $10,900,000.00 "," $43,649,050.00 ",0,On sale,21.07.2026 09:00,8,9,80.09,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.7,0,16.39,4,https://e-auksion.uz/lot-view?lot_id=24435071
24435084,44A,6,44A/6/27," $768,886,000.00 "," $10,900,000.00 "," $38,444,300.00 ",0,On sale,21.07.2026 09:00,5,9,70.54,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.76,0,9.78,5,https://e-auksion.uz/lot-view?lot_id=24435084
24442277,46A,8,46A/8/15," $772,156,000.00 "," $10,900,000.00 "," $38,607,800.00 ",0,On sale,20.07.2026 09:00,4,9,70.84,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.59,0,10.25,3,https://e-auksion.uz/lot-view?lot_id=24442277
24435070,44A,6,44A/6/22," $768,450,000.00 "," $10,900,000.00 "," $38,422,500.00 ",0,On sale,21.07.2026 09:00,4,9,70.5,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.94,0,9.56,3,https://e-auksion.uz/lot-view?lot_id=24435070
24442312,44A,2,44A/2/45," $768,232,000.00 "," $10,900,000.00 "," $38,411,600.00 ",0,On sale,20.07.2026 09:00,8,9,70.48,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.7,0,9.78,1,https://e-auksion.uz/lot-view?lot_id=24442312
24442309,44A,2,44A/2/34," $768,450,000.00 "," $10,900,000.00 "," $38,422,500.00 ",0,On sale,20.07.2026 09:00,6,9,70.5,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.94,0,9.56,3,https://e-auksion.uz/lot-view?lot_id=24442309
24435091,44A,6,44A/6/51," $768,886,000.00 "," $10,900,000.00 "," $38,444,300.00 ",0,On sale,21.07.2026 09:00,9,9,70.54,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.76,0,9.78,2,https://e-auksion.uz/lot-view?lot_id=24435091
24442314,44A,2,44A/2/46," $768,450,000.00 "," $10,900,000.00 "," $38,422,500.00 ",0,On sale,20.07.2026 09:00,8,9,70.5,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.94,0,9.56,2,https://e-auksion.uz/lot-view?lot_id=24442314
24442311,44A,2,44A/2/40," $768,450,000.00 "," $10,900,000.00 "," $38,422,500.00 ",0,On sale,20.07.2026 09:00,7,9,70.5,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.94,0,9.56,1,https://e-auksion.uz/lot-view?lot_id=24442311
24442310,44A,2,44A/2/21," $768,232,000.00 "," $10,900,000.00 "," $38,411,600.00 ",0,On sale,20.07.2026 09:00,4,9,70.48,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.7,0,9.78,2,https://e-auksion.uz/lot-view?lot_id=24442310
24442295,46A,8,46A/8/45," $772,156,000.00 "," $10,900,000.00 "," $38,607,800.00 ",0,On sale,20.07.2026 09:00,9,9,70.84,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.59,0,10.25,0,https://e-auksion.uz/lot-view?lot_id=24442295
24442323,44A,2,44A/2/51," $768,232,000.00 "," $10,900,000.00 "," $38,411,600.00 ",0,On sale,20.07.2026 09:00,9,9,70.48,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.7,0,9.78,3,https://e-auksion.uz/lot-view?lot_id=24442323
24442267,46A,7,46A/7/47," $868,730,000.00 "," $10,900,000.00 "," $43,436,500.00 ",0,On sale,20.07.2026 09:00,9,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,1,https://e-auksion.uz/lot-view?lot_id=24442267
24442300,44A,2,44A/2/54," $964,977,000.00 "," $10,900,000.00 "," $48,248,850.00 ",0,On sale,20.07.2026 09:00,9,9,88.53,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,70.42,0,18.11,4,https://e-auksion.uz/lot-view?lot_id=24442300
24441558,44A,2,44A/2/26," $873,308,000.00 "," $10,900,000.00 "," $43,665,400.00 ",0,On sale,20.07.2026 09:00,5,9,80.12,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.73,0,16.39,2,https://e-auksion.uz/lot-view?lot_id=24441558
24442315,44A,2,44A/2/52," $768,450,000.00 "," $10,900,000.00 "," $38,422,500.00 ",0,On sale,20.07.2026 09:00,9,9,70.5,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.94,0,9.56,0,https://e-auksion.uz/lot-view?lot_id=24442315
24435075,44A,6,44A/6/16," $768,450,000.00 "," $10,900,000.00 "," $38,422,500.00 ",0,On sale,21.07.2026 09:00,3,9,70.5,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.94,0,9.56,8,https://e-auksion.uz/lot-view?lot_id=24435075
24435076,44A,6,44A/6/28," $768,450,000.00 "," $10,900,000.00 "," $38,422,500.00 ",0,On sale,21.07.2026 09:00,5,9,70.5,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.94,0,9.56,4,https://e-auksion.uz/lot-view?lot_id=24435076
24435083,44A,6,44A/6/26," $873,308,000.00 "," $10,900,000.00 "," $43,665,400.00 ",0,On sale,21.07.2026 09:00,5,9,80.12,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.73,0,16.39,3,https://e-auksion.uz/lot-view?lot_id=24435083
24442308,44A,2,44A/2/28," $768,450,000.00 "," $10,900,000.00 "," $38,422,500.00 ",0,On sale,20.07.2026 09:00,5,9,70.5,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.94,0,9.56,3,https://e-auksion.uz/lot-view?lot_id=24442308
24435097,44A,6,44A/6/13," $965,413,000.00 "," $10,900,000.00 "," $48,270,650.00 ",1,On sale,21.07.2026 09:00,3,9,88.57,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,70.46,0,18.11,16,https://e-auksion.uz/lot-view?lot_id=24435097
24435081,44A,6,44A/6/49," $965,413,000.00 "," $10,900,000.00 "," $48,270,650.00 ",0,On sale,21.07.2026 09:00,9,9,88.57,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,70.46,0,18.11,3,https://e-auksion.uz/lot-view?lot_id=24435081
24442282,46A,7,46A/7/32," $868,730,000.00 "," $10,900,000.00 "," $43,436,500.00 ",0,On sale,20.07.2026 09:00,7,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,2,https://e-auksion.uz/lot-view?lot_id=24442282
24435090,44A,6,44A/6/34," $768,450,000.00 "," $10,900,000.00 "," $38,422,500.00 ",0,On sale,21.07.2026 09:00,6,9,70.5,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.94,0,9.56,8,https://e-auksion.uz/lot-view?lot_id=24435090
24435100,44A,6,44A/6/40," $768,450,000.00 "," $10,900,000.00 "," $38,422,500.00 ",0,On sale,21.07.2026 09:00,7,9,70.5,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.94,0,9.56,6,https://e-auksion.uz/lot-view?lot_id=24435100
24435080,44A,6,44A/6/37," $965,413,000.00 "," $10,900,000.00 "," $48,270,650.00 ",0,On sale,21.07.2026 09:00,7,9,88.57,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,70.46,0,18.11,11,https://e-auksion.uz/lot-view?lot_id=24435080
24435088,44A,6,44A/6/39," $768,886,000.00 "," $10,900,000.00 "," $38,444,300.00 ",0,On sale,21.07.2026 09:00,7,9,70.54,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.76,0,9.78,7,https://e-auksion.uz/lot-view?lot_id=24435088
24442322,44A,2,44A/2/15," $768,232,000.00 "," $10,900,000.00 "," $38,411,600.00 ",0,On sale,20.07.2026 09:00,3,9,70.48,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.7,0,9.78,4,https://e-auksion.uz/lot-view?lot_id=24442322
24442319,44A,2,44A/2/32," $873,308,000.00 "," $10,900,000.00 "," $43,665,400.00 ",0,On sale,20.07.2026 09:00,6,9,80.12,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.73,0,16.39,0,https://e-auksion.uz/lot-view?lot_id=24442319
24435060,44A,6,44A/6/17," $872,981,000.00 "," $10,900,000.00 "," $43,649,050.00 ",0,On sale,21.07.2026 09:00,3,9,80.09,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.7,0,16.39,7,https://e-auksion.uz/lot-view?lot_id=24435060
24435086,44A,6,44A/6/52," $768,450,000.00 "," $10,900,000.00 "," $38,422,500.00 ",0,On sale,21.07.2026 09:00,9,9,70.5,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.94,0,9.56,1,https://e-auksion.uz/lot-view?lot_id=24435086
24442288,46A,7,46A/7/45," $772,156,000.00 "," $10,900,000.00 "," $38,607,800.00 ",0,On sale,20.07.2026 09:00,9,9,70.84,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.59,0,10.25,4,https://e-auksion.uz/lot-view?lot_id=24442288
24441557,46A,8,46A/8/14," $868,730,000.00 "," $10,900,000.00 "," $43,436,500.00 ",0,On sale,20.07.2026 09:00,4,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,4,https://e-auksion.uz/lot-view?lot_id=24441557
24442293,46A,8,46A/8/21," $772,156,000.00 "," $10,900,000.00 "," $38,607,800.00 ",0,On sale,20.07.2026 09:00,5,9,70.84,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.59,0,10.25,3,https://e-auksion.uz/lot-view?lot_id=24442293
24442292,46A,8,46A/8/27," $772,156,000.00 "," $10,900,000.00 "," $38,607,800.00 ",0,On sale,20.07.2026 09:00,6,9,70.84,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.59,0,10.25,6,https://e-auksion.uz/lot-view?lot_id=24442292
24442302,44A,2,44A/2/53," $872,981,000.00 "," $10,900,000.00 "," $43,649,050.00 ",0,On sale,20.07.2026 09:00,9,9,80.09,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.7,0,16.39,3,https://e-auksion.uz/lot-view?lot_id=24442302
24442320,44A,2,44A/2/20," $873,308,000.00 "," $10,900,000.00 "," $43,665,400.00 ",0,On sale,20.07.2026 09:00,4,9,80.12,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.73,0,16.39,4,https://e-auksion.uz/lot-view?lot_id=24442320
24435092,44A,6,44A/6/46," $768,450,000.00 "," $10,900,000.00 "," $38,422,500.00 ",0,On sale,21.07.2026 09:00,8,9,70.5,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.94,0,9.56,2,https://e-auksion.uz/lot-view?lot_id=24435092
24442303,44A,2,44A/2/22," $768,450,000.00 "," $10,900,000.00 "," $38,422,500.00 ",0,On sale,20.07.2026 09:00,4,9,70.5,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.94,0,9.56,5,https://e-auksion.uz/lot-view?lot_id=24442303
24435065,44A,6,44A/6/24," $964,977,000.00 "," $10,900,000.00 "," $48,248,850.00 ",1,On sale,21.07.2026 09:00,4,9,88.53,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,70.42,0,18.11,15,https://e-auksion.uz/lot-view?lot_id=24435065
24435087,44A,6,44A/6/31," $965,413,000.00 "," $10,900,000.00 "," $48,270,650.00 ",0,On sale,21.07.2026 09:00,6,9,88.57,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,70.46,0,18.11,9,https://e-auksion.uz/lot-view?lot_id=24435087
24442281,46A,7,46A/7/46," $751,555,000.00 "," $10,900,000.00 "," $37,577,750.00 ",0,On sale,20.07.2026 09:00,9,9,68.95,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,58.7,0,10.25,6,https://e-auksion.uz/lot-view?lot_id=24442281
24442279,46A,8,46A/8/46," $751,555,000.00 "," $10,900,000.00 "," $37,577,750.00 ",0,On sale,20.07.2026 09:00,9,9,68.95,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,58.7,0,10.25,13,https://e-auksion.uz/lot-view?lot_id=24442279
24442297,46A,8,46A/8/47," $868,730,000.00 "," $10,900,000.00 "," $43,436,500.00 ",0,On sale,20.07.2026 09:00,9,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,1,https://e-auksion.uz/lot-view?lot_id=24442297
24442299,44A,2,44A/2/48," $964,977,000.00 "," $10,900,000.00 "," $48,248,850.00 ",1,On sale,20.07.2026 09:00,8,9,88.53,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,70.42,0,18.11,6,https://e-auksion.uz/lot-view?lot_id=24442299
24435066,44A,6,44A/6/23," $872,981,000.00 "," $10,900,000.00 "," $43,649,050.00 ",0,On sale,21.07.2026 09:00,4,9,80.09,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.7,0,16.39,5,https://e-auksion.uz/lot-view?lot_id=24435066
24442290,46A,8,46A/8/26," $868,730,000.00 "," $10,900,000.00 "," $43,436,500.00 ",0,On sale,20.07.2026 09:00,6,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,5,https://e-auksion.uz/lot-view?lot_id=24442290
24435099,44A,6,44A/6/29," $872,981,000.00 "," $10,900,000.00 "," $43,649,050.00 ",0,On sale,21.07.2026 09:00,5,9,80.09,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.7,0,16.39,18,https://e-auksion.uz/lot-view?lot_id=24435099
24442287,46A,7,46A/7/39," $772,156,000.00 "," $10,900,000.00 "," $38,607,800.00 ",0,On sale,20.07.2026 09:00,8,9,70.84,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.59,0,10.25,6,https://e-auksion.uz/lot-view?lot_id=24442287
24442284,46A,7,46A/7/41," $868,730,000.00 "," $10,900,000.00 "," $43,436,500.00 ",0,On sale,20.07.2026 09:00,8,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,1,https://e-auksion.uz/lot-view?lot_id=24442284
24435061,44A,6,44A/6/30," $964,977,000.00 "," $10,900,000.00 "," $48,248,850.00 ",1,On sale,21.07.2026 09:00,5,9,88.53,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,70.42,0,18.11,19,https://e-auksion.uz/lot-view?lot_id=24435061
24442318,44A,2,44A/2/38," $873,308,000.00 "," $10,900,000.00 "," $43,665,400.00 ",0,On sale,20.07.2026 09:00,7,9,80.12,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.73,0,16.39,3,https://e-auksion.uz/lot-view?lot_id=24442318
24442307,44A,2,44A/2/41," $872,981,000.00 "," $10,900,000.00 "," $43,649,050.00 ",0,On sale,20.07.2026 09:00,7,9,80.09,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.7,0,16.39,1,https://e-auksion.uz/lot-view?lot_id=24442307
24435082,44A,6,44A/6/38," $873,308,000.00 "," $10,900,000.00 "," $43,665,400.00 ",0,On sale,21.07.2026 09:00,7,9,80.12,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.73,0,16.39,3,https://e-auksion.uz/lot-view?lot_id=24435082
24435072,44A,6,44A/6/19," $965,413,000.00 "," $10,900,000.00 "," $48,270,650.00 ",1,On sale,21.07.2026 09:00,4,9,88.57,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,70.46,0,18.11,9,https://e-auksion.uz/lot-view?lot_id=24435072
24442316,44A,2,44A/2/50," $873,308,000.00 "," $10,900,000.00 "," $43,665,400.00 ",0,On sale,20.07.2026 09:00,9,9,80.12,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,63.73,0,16.39,0,https://e-auksion.uz/lot-view?lot_id=24442316
24442321,44A,2,44A/2/39," $768,232,000.00 "," $10,900,000.00 "," $38,411,600.00 ",0,On sale,20.07.2026 09:00,7,9,70.48,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.7,0,9.78,1,https://e-auksion.uz/lot-view?lot_id=24442321
24442313,44A,2,44A/2/27," $768,232,000.00 "," $10,900,000.00 "," $38,411,600.00 ",0,On sale,20.07.2026 09:00,5,9,70.48,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.7,0,9.78,14,https://e-auksion.uz/lot-view?lot_id=24442313
24442291,46A,8,46A/8/33," $772,156,000.00 "," $10,900,000.00 "," $38,607,800.00 ",0,On sale,20.07.2026 09:00,7,9,70.84,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.59,0,10.25,0,https://e-auksion.uz/lot-view?lot_id=24442291
24442275,43F,8,43F/8/13," $1,097,532,000.00 "," $12,900,000.00 "," $54,876,600.00 ",0,On sale,20.07.2026 09:00,3,7,85.08,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,56.44,10.26,28.64,7,https://e-auksion.uz/lot-view?lot_id=24442275
24442240,45D,1,45D/10/3," $893,800,000.00 "," $10,900,000.00 "," $44,690,000.00 ",0,On sale,20.07.2026 09:00,2,9,82,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,2,https://e-auksion.uz/lot-view?lot_id=24442240
24442241,45D,1,45D/10/4," $893,800,000.00 "," $10,900,000.00 "," $44,690,000.00 ",0,On sale,20.07.2026 09:00,2,9,82,0,2027-yilning 2 choragida,Tamirsiz holda (korobka),0,0,0,3,https://e-auksion.uz/lot-view?lot_id=24442241
24442244,43F,5,43F/5/34," $748,458,000.00 "," $12,900,000.00 "," $37,422,900.00 ",0,On sale,20.07.2026 09:00,8,12,58.02,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,45.04,0,12.98,11,https://e-auksion.uz/lot-view?lot_id=24442244
