lot_number,Lot,Building,name, price , price_per_sqm , deposit ,applications,status,auction_end,unit_floor,building_floors,total_area,rooms,completion_term,handover_status,living_area,kitchen_area,auxiliary_area,views,url
24246180,44B,2,44B/2/44,"$844,750,000.00 ","$10,900,000.00 ","$42,237,500.00 ",0,On sale,08.07.2026 09:00,8,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,59.6,0,17.9,9,https://e-auksion.uz/lot-view?lot_id=24246180
24246189,44B,6,44B/6/47,"$844,750,000.00 ","$10,900,000.00 ","$42,237,500.00 ",0,On sale,08.07.2026 09:00,8,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,59.6,0,17.9,9,https://e-auksion.uz/lot-view?lot_id=24246189
24246193,46A,2,46A/2/44,"$868,730,000.00 ","$10,900,000.00 ","$43,436,500.00 ",0,On sale,08.07.2026 09:00,9,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,10,https://e-auksion.uz/lot-view?lot_id=24246193
24246203,46A,4,46A/4/25,"$902,956,000.00 ","$10,900,000.00 ","$45,147,800.00 ",0,On sale,08.07.2026 09:00,8,12,82.84,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,61.63,0,21.21,22,https://e-auksion.uz/lot-view?lot_id=24246203
24246204,46A,9,46A/9/31,"$902,956,000.00 ","$10,900,000.00 ","$45,147,800.00 ",0,On sale,08.07.2026 09:00,8,12,82.84,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,61.63,0,21.21,8,https://e-auksion.uz/lot-view?lot_id=24246204
24246207,46A,9,46A/9/46,"$902,956,000.00 ","$10,900,000.00 ","$45,147,800.00 ",0,On sale,08.07.2026 09:00,11,12,82.84,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,61.63,0,21.21,7,https://e-auksion.uz/lot-view?lot_id=24246207
24246213,43F,5,43F/5/32,"$1,006,974,000.00 ","$12,900,000.00 ","$50,348,700.00 ",0,On sale,08.07.2026 09:00,7,12,78.06,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.43,0,17.63,6,https://e-auksion.uz/lot-view?lot_id=24246213
24246218,44A,7,44A/7/34,"$888,459,000.00 ","$10,900,000.00 ","$44,422,950.00 ",0,On sale,08.07.2026 09:00,8,12,81.51,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,60.58,0,20.93,5,https://e-auksion.uz/lot-view?lot_id=24246218
24246222,43F,5,43F/5/51,"$820,182,000.00 ","$12,900,000.00 ","$41,009,100.00 ",0,On sale,08.07.2026 09:00,11,12,63.58,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,40.21,11.12,23.37,8,https://e-auksion.uz/lot-view?lot_id=24246222
24246229,43F,5,43F/5/23,"$1,068,636,000.00 ","$12,900,000.00 ","$53,431,800.00 ",0,On sale,08.07.2026 09:00,5,12,82.84,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,61.63,0,21.21,2,https://e-auksion.uz/lot-view?lot_id=24246229
24246231,43F,5,43F/5/43,"$1,068,636,000.00 ","$12,900,000.00 ","$53,431,800.00 ",0,On sale,08.07.2026 09:00,9,12,82.84,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,61.63,0,21.21,3,https://e-auksion.uz/lot-view?lot_id=24246231
24246142,44A,1,44A/1/60,"$888,459,000.00 ","$10,900,000.00 ","$44,422,950.00 ",0,On sale,08.07.2026 09:00,12,12,81.51,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,60.58,0,20.93,2,https://e-auksion.uz/lot-view?lot_id=24246142
24246149,46A,6,46A/6/51,"$748,458,000.00 ","$12,900,000.00 ","$37,422,900.00 ",0,On sale,08.07.2026 09:00,12,12,58.02,2,2027-yilning 2-choragida,To'liq bitkazilgan holda,45.04,0,12.98,17,https://e-auksion.uz/lot-view?lot_id=24246149
24246154,46A,1,46A/1/38,"$820,182,000.00 ","$12,900,000.00 ","$41,009,100.00 ",0,On sale,08.07.2026 09:00,9,12,63.58,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda,51.33,0,12.25,4,https://e-auksion.uz/lot-view?lot_id=24246154
24246159,44A,4,44A/4/16,"$894,166,000.00 ","$11,900,000.00 ","$44,708,300.00 ",0,On sale,08.07.2026 09:00,3,7,75.14,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda,42.99,15.2,16.95,6,https://e-auksion.uz/lot-view?lot_id=24246159
24246160,44A,5,44A/5/46,"$693,532,000.00 ","$11,900,000.00 ","$34,676,600.00 ",0,On sale,08.07.2026 09:00,10,12,58.28,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda,45.3,0,12.98,10,https://e-auksion.uz/lot-view?lot_id=24246160
24246167,44B,6,44B/6/43,"$953,750,000.00 ","$10,900,000.00 ","$47,687,500.00 ",0,On sale,08.07.2026 09:00,8,9,87.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,68.4,0,19.1,9,https://e-auksion.uz/lot-view?lot_id=24246167
24246170,44B,6,44B/6/54,"$953,750,000.00 ","$10,900,000.00 ","$47,687,500.00 ",0,On sale,08.07.2026 09:00,9,9,87.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,68.4,0,19.1,7,https://e-auksion.uz/lot-view?lot_id=24246170
24246177,44B,2,44B/2/41,"$844,750,000.00 ","$10,900,000.00 ","$42,237,500.00 ",0,On sale,08.07.2026 09:00,7,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,59.6,0,17.9,2,https://e-auksion.uz/lot-view?lot_id=24246177
24246182,44B,6,44B/6/21,"$756,460,000.00 ","$10,900,000.00 ","$37,823,000.00 ",0,On sale,08.07.2026 09:00,4,9,69.4,2,2026-yilning 4-choragida ,To'liq bitkazilgan holda,52.2,0,17.2,16,https://e-auksion.uz/lot-view?lot_id=24246182
24246183,44A,5,44A/5/55,"$888,459,000.00 ","$10,900,000.00 ","$44,422,950.00 ",0,On sale,08.07.2026 09:00,11,12,81.51,3,2027-yilning 2 choragida ,To'liq bitkazilgan holda,60.58,0,20.93,2,https://e-auksion.uz/lot-view?lot_id=24246183
24246187,44B,6,44B/6/53,"$844,750,000.00 ","$10,900,000.00 ","$42,237,500.00 ",0,On sale,08.07.2026 09:00,9,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,59.6,0,17.9,4,https://e-auksion.uz/lot-view?lot_id=24246187
24246190,44A,5,44A/5/56,"$693,532,000.00 ","$11,900,000.00 ","$34,676,600.00 ",0,On sale,08.07.2026 09:00,12,12,58.28,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda,45.3,0,12.98,14,https://e-auksion.uz/lot-view?lot_id=24246190
24246198,46A,3,46A/3/38,"$868,730,000.00 ","$10,900,000.00 ","$43,436,500.00 ",0,On sale,08.07.2026 09:00,8,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,5,https://e-auksion.uz/lot-view?lot_id=24246198
24246201,46A,4,46A/4/29,"$902,956,000.00 ","$10,900,000.00 ","$45,147,800.00 ",0,On sale,08.07.2026 09:00,9,12,82.84,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,61.63,0,21.21,9,https://e-auksion.uz/lot-view?lot_id=24246201
24246206,46A,9,46A/9/52,"$850,854,000.00 ","$10,900,000.00 ","$42,542,700.00 ",0,On sale,08.07.2026 09:00,12,12,78.06,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,60.43,0,17.63,8,https://e-auksion.uz/lot-view?lot_id=24246206
24246212,44A,7,44A/7/55,"$854,887,000.00 ","$10,900,000.00 ","$42,744,350.00 ",0,On sale,08.07.2026 09:00,12,12,78.43,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,60.92,0,17.51,3,https://e-auksion.uz/lot-view?lot_id=24246212
24246216,43F,5,43F/5/27,"$1,006,974,000.00 ","$12,900,000.00 ","$50,348,700.00 ",0,On sale,08.07.2026 09:00,6,12,78.06,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.43,0,17.63,2,https://e-auksion.uz/lot-view?lot_id=24246216
24246221,43F,5,43F/5/57,"$1,006,974,000.00 ","$12,900,000.00 ","$50,348,700.00 ",0,On sale,08.07.2026 09:00,12,12,78.06,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.43,0,17.63,2,https://e-auksion.uz/lot-view?lot_id=24246221
24246226,44A,7,44A/7/54,"$888,459,000.00 ","$10,900,000.00 ","$44,422,950.00 ",0,On sale,08.07.2026 09:00,12,12,81.51,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,60.58,0,20.93,9,https://e-auksion.uz/lot-view?lot_id=24246226
24246228,43F,5,43F/5/38,"$1,068,636,000.00 ","$12,900,000.00 ","$53,431,800.00 ",0,On sale,08.07.2026 09:00,8,12,82.84,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,61.63,0,21.21,1,https://e-auksion.uz/lot-view?lot_id=24246228
24246233,43F,8,43F/8/36,"$841,338,000.00 ","$12,900,000.00 ","$42,066,900.00 ",0,On sale,08.07.2026 09:00,7,7,65.22,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,53.24,0,11.98,5,https://e-auksion.uz/lot-view?lot_id=24246233
24246238,43F,8,43F/8/13,"$1,097,532,000.00 ","$12,900,000.00 ","$54,876,600.00 ",0,On sale,08.07.2026 09:00,3,7,85.08,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,56.44,10.26,28.64,3,https://e-auksion.uz/lot-view?lot_id=24246238
24246235,43F,5,43F/5/47,"$1,006,974,000.00 ","$12,900,000.00 ","$50,348,700.00 ",0,On sale,08.07.2026 09:00,10,12,78.06,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.43,0,17.63,1,https://e-auksion.uz/lot-view?lot_id=24246235
24246236,43F,8,43F/8/37,"$1,097,532,000.00 ","$12,900,000.00 ","$54,876,600.00 ",0,On sale,08.07.2026 09:00,7,7,85.08,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,56.44,10.26,28.64,1,https://e-auksion.uz/lot-view?lot_id=24246236
24246242,43F,8,43F/8/32,"$1,021,035,000.00 ","$12,900,000.00 ","$51,051,750.00 ",0,On sale,08.07.2026 09:00,6,7,79.15,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,51.46,8.52,27.69,0,https://e-auksion.uz/lot-view?lot_id=24246242
24246248,43F,8,43F/8/33,"$1,021,035,000.00 ","$12,900,000.00 ","$51,051,750.00 ",0,On sale,08.07.2026 09:00,6,7,79.15,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,51.46,8.52,27.69,1,https://e-auksion.uz/lot-view?lot_id=24246248
24246250,43F,8,43F/8/28,"$1,097,532,000.00 ","$12,900,000.00 ","$54,876,600.00 ",0,On sale,08.07.2026 09:00,5,7,85.08,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,56.44,10.26,28.64,4,https://e-auksion.uz/lot-view?lot_id=24246250
24246252,43F,8,43F/8/40,"$1,097,532,000.00 ","$12,900,000.00 ","$54,876,600.00 ",0,On sale,08.07.2026 09:00,7,7,85.08,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,56.44,10.26,28.64,2,https://e-auksion.uz/lot-view?lot_id=24246252
24246155,44B,2,44B/2/38,"$844,750,000.00 ","$10,900,000.00 ","$42,237,500.00 ",0,On sale,08.07.2026 09:00,7,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,59.6,0,17.9,3,https://e-auksion.uz/lot-view?lot_id=24246155
24246168,44B,6,44B/6/44,"$844,750,000.00 ","$10,900,000.00 ","$42,237,500.00 ",0,On sale,08.07.2026 09:00,8,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,59.6,0,17.9,5,https://e-auksion.uz/lot-view?lot_id=24246168
24246184,44B,6,44B/6/39,"$756,460,000.00 ","$10,900,000.00 ","$37,823,000.00 ",0,On sale,08.07.2026 09:00,7,9,69.4,2,2026-yilning 4-choragida ,To'liq bitkazilgan holda,52.2,0,17.2,8,https://e-auksion.uz/lot-view?lot_id=24246184
24246188,44A,4,44A/4/22,"$894,166,000.00 ","$11,900,000.00 ","$44,708,300.00 ",0,On sale,08.07.2026 09:00,4,7,75.14,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda,42.99,15.2,16.95,2,https://e-auksion.uz/lot-view?lot_id=24246188
24246195,46A,3,46A/3/44,"$868,730,000.00 ","$10,900,000.00 ","$43,436,500.00 ",0,On sale,08.07.2026 09:00,9,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,4,https://e-auksion.uz/lot-view?lot_id=24246195
24246209,43F,5,43F/5/34,"$748,458,000.00 ","$12,900,000.00 ","$37,422,900.00 ",0,On sale,08.07.2026 09:00,8,12,58.02,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,45.04,0,12.98,15,https://e-auksion.uz/lot-view?lot_id=24246209
24246220,43F,5,43F/5/42,"$1,006,974,000.00 ","$12,900,000.00 ","$50,348,700.00 ",0,On sale,08.07.2026 09:00,9,12,78.06,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.43,0,17.63,1,https://e-auksion.uz/lot-view?lot_id=24246220
24246227,43F,5,43F/5/28,"$1,068,636,000.00 ","$12,900,000.00 ","$53,431,800.00 ",0,On sale,08.07.2026 09:00,6,12,82.84,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,61.63,0,21.21,0,https://e-auksion.uz/lot-view?lot_id=24246227
24246247,43F,8,43F/8/39,"$1,021,035,000.00 ","$12,900,000.00 ","$51,051,750.00 ",0,On sale,08.07.2026 09:00,7,7,79.15,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,51.46,8.52,27.69,2,https://e-auksion.uz/lot-view?lot_id=24246247
24246161,44B,6,44B/6/50,"$844,750,000.00 ","$10,900,000.00 ","$42,237,500.00 ",0,On sale,08.07.2026 09:00,9,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,59.6,0,17.9,6,https://e-auksion.uz/lot-view?lot_id=24246161
24246173,44B,6,44B/6/48,"$953,750,000.00 ","$10,900,000.00 ","$47,687,500.00 ",0,On sale,08.07.2026 09:00,8,9,87.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,68.4,0,19.1,8,https://e-auksion.uz/lot-view?lot_id=24246173
24246185,44B,2,44B/2/45,"$756,460,000.00 ","$10,900,000.00 ","$37,823,000.00 ",0,On sale,08.07.2026 09:00,8,9,69.4,2,2026-yilning 4-choragida ,To'liq bitkazilgan holda,52.2,0,17.2,5,https://e-auksion.uz/lot-view?lot_id=24246185
24246192,46A,2,46A/2/38,"$868,730,000.00 ","$10,900,000.00 ","$43,436,500.00 ",0,On sale,08.07.2026 09:00,8,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,2,https://e-auksion.uz/lot-view?lot_id=24246192
24246211,43F,5,43F/5/54,"$748,458,000.00 ","$12,900,000.00 ","$37,422,900.00 ",0,On sale,08.07.2026 09:00,12,12,58.02,2,2027-yilning 2-choragida,To'liq bitkazilgan holda,45.04,0,12.98,5,https://e-auksion.uz/lot-view?lot_id=24246211
24246219,43F,5,43F/5/56,"$820,182,000.00 ","$12,900,000.00 ","$41,009,100.00 ",0,On sale,08.07.2026 09:00,12,12,63.58,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,40.21,11.12,23.37,1,https://e-auksion.uz/lot-view?lot_id=24246219
24246225,44A,7,44A/7/39,"$888,459,000.00 ","$10,900,000.00 ","$44,422,950.00 ",0,On sale,08.07.2026 09:00,9,12,81.51,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,60.58,0,20.93,6,https://e-auksion.uz/lot-view?lot_id=24246225
24246240,43F,8,43F/8/38,"$1,021,035,000.00 ","$12,900,000.00 ","$51,051,750.00 ",0,On sale,08.07.2026 09:00,7,7,79.15,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,51.46,8.52,27.69,3,https://e-auksion.uz/lot-view?lot_id=24246240
24246144,46A,6,46A/6/41,"$748,458,000.00 ","$12,900,000.00 ","$37,422,900.00 ",0,On sale,08.07.2026 09:00,10,12,58.02,2,2027-yilning 2-choragida,To'liq bitkazilgan holda,45.04,0,12.98,10,https://e-auksion.uz/lot-view?lot_id=24246144
24246169,44B,2,44B/2/52,"$745,560,000.00 ","$10,900,000.00 ","$37,278,000.00 ",0,On sale,08.07.2026 09:00,9,9,68.4,2,2026-yilning 4-choragida ,To'liq bitkazilgan holda,50.5,0,17.9,6,https://e-auksion.uz/lot-view?lot_id=24246169
24246178,44B,2,44B/2/51,"$756,460,000.00 ","$10,900,000.00 ","$37,823,000.00 ",0,On sale,08.07.2026 09:00,9,9,69.4,2,2026-yilning 4-choragida ,To'liq bitkazilgan holda,52.2,0,17.2,3,https://e-auksion.uz/lot-view?lot_id=24246178
24246199,46A,1,46A/1/54,"$850,854,000.00 ","$10,900,000.00 ","$42,542,700.00 ",0,On sale,08.07.2026 09:00,12,12,78.06,3,2027-yilning 2 choragida ,To'liq bitkazilgan holda,60.43,0,17.63,4,https://e-auksion.uz/lot-view?lot_id=24246199
24246202,46A,3,46A/3/46,"$772,156,000.00 ","$10,900,000.00 ","$38,607,800.00 ",0,On sale,08.07.2026 09:00,9,9,70.84,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.59,0,10.25,2,https://e-auksion.uz/lot-view?lot_id=24246202
24246210,46A,9,46A/9/51,"$902,956,000.00 ","$10,900,000.00 ","$45,147,800.00 ",0,On sale,08.07.2026 09:00,12,12,82.84,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,61.63,0,21.21,6,https://e-auksion.uz/lot-view?lot_id=24246210
24246223,43F,5,43F/5/18,"$1,068,636,000.00 ","$12,900,000.00 ","$53,431,800.00 ",0,On sale,08.07.2026 09:00,4,12,82.84,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,61.63,0,21.21,1,https://e-auksion.uz/lot-view?lot_id=24246223
24246239,43F,5,43F/5/58,"$1,068,636,000.00 ","$12,900,000.00 ","$53,431,800.00 ",0,On sale,08.07.2026 09:00,12,12,82.84,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,61.63,0,21.21,1,https://e-auksion.uz/lot-view?lot_id=24246239
24246245,43F,8,43F/8/41,"$841,338,000.00 ","$12,900,000.00 ","$42,066,900.00 ",0,On sale,08.07.2026 09:00,7,7,65.22,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,53.24,0,11.98,7,https://e-auksion.uz/lot-view?lot_id=24246245
24246145,46A,6,46A/6/36,"$748,458,000.00 ","$12,900,000.00 ","$37,422,900.00 ",0,On sale,08.07.2026 09:00,9,12,58.02,2,2027-yilning 2-choragida,To'liq bitkazilgan holda,45.04,0,12.98,1,https://e-auksion.uz/lot-view?lot_id=24246145
24246148,44A,1,44A/1/55,"$888,459,000.00 ","$10,900,000.00 ","$44,422,950.00 ",0,On sale,08.07.2026 09:00,11,12,81.51,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,60.58,0,20.93,3,https://e-auksion.uz/lot-view?lot_id=24246148
24246150,46A,1,46A/1/43,"$820,182,000.00 ","$12,900,000.00 ","$41,009,100.00 ",0,On sale,08.07.2026 09:00,10,12,63.58,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda,51.33,0,12.25,2,https://e-auksion.uz/lot-view?lot_id=24246150
24246152,44A,4,44A/4/40,"$894,166,000.00 ","$11,900,000.00 ","$44,708,300.00 ",0,On sale,08.07.2026 09:00,7,7,75.14,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda,42.99,15.2,16.95,1,https://e-auksion.uz/lot-view?lot_id=24246152
24246158,44A,5,44A/5/51,"$693,532,000.00 ","$11,900,000.00 ","$34,676,600.00 ",0,On sale,08.07.2026 09:00,11,12,58.28,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda,45.3,0,12.98,5,https://e-auksion.uz/lot-view?lot_id=24246158
24246165,44B,6,44B/6/49,"$953,750,000.00 ","$10,900,000.00 ","$47,687,500.00 ",0,On sale,08.07.2026 09:00,9,9,87.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,68.4,0,19.1,8,https://e-auksion.uz/lot-view?lot_id=24246165
24246166,44B,6,44B/6/38,"$844,750,000.00 ","$10,900,000.00 ","$42,237,500.00 ",0,On sale,08.07.2026 09:00,7,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,59.6,0,17.9,2,https://e-auksion.uz/lot-view?lot_id=24246166
24246175,44B,6,44B/6/46,"$745,560,000.00 ","$10,900,000.00 ","$37,278,000.00 ",0,On sale,08.07.2026 09:00,8,9,68.4,2,2026-yilning 4-choragida ,To'liq bitkazilgan holda,50.5,0,17.9,4,https://e-auksion.uz/lot-view?lot_id=24246175
24246176,44B,6,44B/6/51,"$756,460,000.00 ","$10,900,000.00 ","$37,823,000.00 ",0,On sale,08.07.2026 09:00,9,9,69.4,2,2026-yilning 4-choragida ,To'liq bitkazilgan holda,52.2,0,17.2,4,https://e-auksion.uz/lot-view?lot_id=24246176
24246181,44B,2,44B/2/53,"$844,750,000.00 ","$10,900,000.00 ","$42,237,500.00 ",0,On sale,08.07.2026 09:00,9,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,59.6,0,17.9,1,https://e-auksion.uz/lot-view?lot_id=24246181
24246186,44B,2,44B/2/47,"$844,750,000.00 ","$10,900,000.00 ","$42,237,500.00 ",0,On sale,08.07.2026 09:00,8,9,77.5,3,2026-yilning 4-choragida ,To'liq bitkazilgan holda,59.6,0,17.9,1,https://e-auksion.uz/lot-view?lot_id=24246186
24246191,44B,6,44B/6/45,"$756,460,000.00 ","$10,900,000.00 ","$37,823,000.00 ",0,On sale,08.07.2026 09:00,8,9,69.4,2,2026-yilning 4-choragida ,To'liq bitkazilgan holda,52.2,0,17.2,1,https://e-auksion.uz/lot-view?lot_id=24246191
24246194,46A,2,46A/2/35,"$868,730,000.00 ","$10,900,000.00 ","$43,436,500.00 ",0,On sale,08.07.2026 09:00,7,9,79.7,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,62.6,0,17.1,5,https://e-auksion.uz/lot-view?lot_id=24246194
24246197,46A,1,46A/1/53,"$820,182,000.00 ","$12,900,000.00 ","$41,009,100.00 ",0,On sale,08.07.2026 09:00,12,12,63.58,2,2027-yilning 2 choragida ,To'liq bitkazilgan holda,51.33,0,12.25,4,https://e-auksion.uz/lot-view?lot_id=24246197
24246205,43F,5,43F/5/20,"$695,181,000.00 ","$12,900,000.00 ","$34,759,050.00 ",1,On sale,08.07.2026 09:00,5,12,53.89,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,40.81,0,13.08,27,https://e-auksion.uz/lot-view?lot_id=24246205
24246208,43F,5,43F/5/39,"$748,458,000.00 ","$12,900,000.00 ","$37,422,900.00 ",0,On sale,08.07.2026 09:00,9,12,58.02,2,2027-yilning 2 choragida,To'liq bitkazilgan holda,45.04,0,12.98,8,https://e-auksion.uz/lot-view?lot_id=24246208
24246215,43F,5,43F/5/22,"$1,006,974,000.00 ","$12,900,000.00 ","$50,348,700.00 ",0,On sale,08.07.2026 09:00,5,12,78.06,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,60.43,0,17.63,0,https://e-auksion.uz/lot-view?lot_id=24246215
24246217,44A,7,44A/7/49,"$888,459,000.00 ","$10,900,000.00 ","$44,422,950.00 ",0,On sale,08.07.2026 09:00,11,12,81.51,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,60.58,0,20.93,3,https://e-auksion.uz/lot-view?lot_id=24246217
24246232,43F,5,43F/5/48,"$1,068,636,000.00 ","$12,900,000.00 ","$53,431,800.00 ",0,On sale,08.07.2026 09:00,10,12,82.84,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,61.63,0,21.21,2,https://e-auksion.uz/lot-view?lot_id=24246232
24246234,43F,5,43F/5/53,"$1,068,636,000.00 ","$12,900,000.00 ","$53,431,800.00 ",0,On sale,08.07.2026 09:00,11,12,82.84,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,61.63,0,21.21,3,https://e-auksion.uz/lot-view?lot_id=24246234
24246237,44A,7,44A/7/44,"$888,459,000.00 ","$10,900,000.00 ","$44,422,950.00 ",0,On sale,08.07.2026 09:00,10,12,81.51,3,2027-yilning 2-choragida,To'liq bitkazilgan holda,60.58,0,20.93,2,https://e-auksion.uz/lot-view?lot_id=24246237
24246241,43F,8,43F/8/25,"$1,097,532,000.00 ","$12,900,000.00 ","$54,876,600.00 ",1,On sale,08.07.2026 09:00,5,7,85.08,3,2027-yilning 2 choragida,To'liq bitkazilgan holda,56.44,10.26,28.64,6,https://e-auksion.uz/lot-view?lot_id=24246241
